node_id,raw_id,node_type,bipartite_set,display_name,handle,channel_id,channel_name,category,source_query,source_group,view_count,degree,strength,n_comentarios_observados,n_videos_comentados,n_canales_comentados,n_autores_observados,me_gusta_recibidos,respuestas_recibidas,largo_medio_comentario
A:UCGzXwyCzMzGmjmCbH3Hg01Q,UCGzXwyCzMzGmjmCbH3Hg01Q,author,0,@FidelZacarias-ph7dy,@FidelZacarias-ph7dy,,,,,,,1,1,1,1,1,0,2,0,109.0
A:UCHGd14aYuZZShLD73dkk6mg,UCHGd14aYuZZShLD73dkk6mg,author,0,@noemiherrera3152,@noemiherrera3152,,,,,,,1,1,1,1,1,0,0,0,19.0
A:UCHMQ_lDhibZ-XZ_3fo6oxwg,UCHMQ_lDhibZ-XZ_3fo6oxwg,author,0,@crislexrubi4387,@crislexrubi4387,,,,,,,1,1,1,1,1,0,16,0,43.0
A:UCHbwIx9pmQuf7i-4_xO2EpA,UCHbwIx9pmQuf7i-4_xO2EpA,author,0,@caminoseternos752,@caminoseternos752,,,,,,,1,1,1,1,1,0,0,0,87.0
A:UCHu8x4MVkayU6VgwVKd--MQ,UCHu8x4MVkayU6VgwVKd--MQ,author,0,@Hernandez-i1o,@Hernandez-i1o,,,,,,,1,1,1,1,1,0,1,0,201.0
A:UCIUhbSCy3-SGRe5UtqM4fzQ,UCIUhbSCy3-SGRe5UtqM4fzQ,author,0,@jeanmorales1677,@jeanmorales1677,,,,,,,1,1,1,1,1,0,1,0,202.0
A:UCIXLDYqR_syskKRJy_x9W9Q,UCIXLDYqR_syskKRJy_x9W9Q,author,0,@carlitosramirez4739,@carlitosramirez4739,,,,,,,1,1,1,1,1,0,0,0,6.0
A:UCIgoiXdIKJyUGmUoH2Lxdzg,UCIgoiXdIKJyUGmUoH2Lxdzg,author,0,@susievidal4134,@susievidal4134,,,,,,,1,1,1,1,1,0,3,0,202.0
A:UCIp19h9igblA2YKfSLPDAug,UCIp19h9igblA2YKfSLPDAug,author,0,@JoseReyes-rn6sh,@JoseReyes-rn6sh,,,,,,,1,1,1,1,1,0,14,1,99.0
A:UCJp3OrVYcBorC94sKwdch_A,UCJp3OrVYcBorC94sKwdch_A,author,0,@ULJoshmg2011,@ULJoshmg2011,,,,,,,1,1,1,1,1,0,0,0,1022.0
A:UCJxJC56BSAX-ArD0NAb9qnQ,UCJxJC56BSAX-ArD0NAb9qnQ,author,0,@alfonsowilian9157,@alfonsowilian9157,,,,,,,1,1,1,1,1,0,0,0,62.0
A:UCKDR0f2fu2UzWL8mBv5-BHw,UCKDR0f2fu2UzWL8mBv5-BHw,author,0,@mireyamorales6595,@mireyamorales6595,,,,,,,1,1,1,1,1,0,0,0,846.0
A:UCKVzDUqbtdSMBcexaEtMmzQ,UCKVzDUqbtdSMBcexaEtMmzQ,author,0,@rotorairgroup8409,@rotorairgroup8409,,,,,,,1,1,1,1,1,0,0,0,221.0
A:UCL1MT278vSaQ83ZDkVWn1gw,UCL1MT278vSaQ83ZDkVWn1gw,author,0,@elmorodriguez6978,@elmorodriguez6978,,,,,,,1,1,1,1,1,0,20,0,482.0
A:UCLXYp1Cvc5DLtq5UQL5D9vw,UCLXYp1Cvc5DLtq5UQL5D9vw,author,0,@jorgecifuentes-m5g,@jorgecifuentes-m5g,,,,,,,1,1,1,1,1,0,3,1,15.0
A:UCLh1Kde4_vI1sTZBkTNP7RQ,UCLh1Kde4_vI1sTZBkTNP7RQ,author,0,@JoelReynoso-d4r,@JoelReynoso-d4r,,,,,,,1,1,1,1,1,0,0,0,4.0
A:UCN2N_wYOw6fMwCeSzdXLPIw,UCN2N_wYOw6fMwCeSzdXLPIw,author,0,@danielantoniogonzalezflore4901,@danielantoniogonzalezflore4901,,,,,,,1,1,1,1,1,0,0,0,296.0
A:UCN6qbfPSzFtjhqUDZ3Cv3CQ,UCN6qbfPSzFtjhqUDZ3Cv3CQ,author,0,@carlosmedranovelasquez6380,@carlosmedranovelasquez6380,,,,,,,1,1,1,1,1,0,2,0,158.0
A:UCNiMNUJvaRJb0_QLClqwVnA,UCNiMNUJvaRJb0_QLClqwVnA,author,0,@Santiago.Nolasco,@Santiago.Nolasco,,,,,,,1,1,1,1,1,0,2,0,20.0
A:UCNkcuy42zEwddwEcOd_HpnA,UCNkcuy42zEwddwEcOd_HpnA,author,0,@vanigomez492,@vanigomez492,,,,,,,1,1,1,1,1,0,3,0,171.0
A:UCNpt5CQlTzNjlAKY6CJtClQ,UCNpt5CQlTzNjlAKY6CJtClQ,author,0,@eustaquiogomez9975,@eustaquiogomez9975,,,,,,,1,1,1,1,1,0,0,0,61.0
A:UCO0zwwLWGyDgQmWPJ5Qrr1w,UCO0zwwLWGyDgQmWPJ5Qrr1w,author,0,@elsalvador3605,@elsalvador3605,,,,,,,1,1,1,1,1,0,3,0,49.0
A:UCOARn3hnfkB7-_Rwa8Hoqcw,UCOARn3hnfkB7-_Rwa8Hoqcw,author,0,@nicelol5241,@nicelol5241,,,,,,,1,1,1,1,1,0,0,0,166.0
A:UCOLHH4ZpMxPYF-Q6e6wvn5A,UCOLHH4ZpMxPYF-Q6e6wvn5A,author,0,@luisroldan7374,@luisroldan7374,,,,,,,1,1,1,1,1,0,2,1,68.0
A:UCOS8ViEkccrTZx2w2ccxotA,UCOS8ViEkccrTZx2w2ccxotA,author,0,@OscarHernandez-q8y,@OscarHernandez-q8y,,,,,,,1,1,1,1,1,0,4,0,58.0
A:UCOY3XpD9qMCRSA8AA8c4CAw,UCOY3XpD9qMCRSA8AA8c4CAw,author,0,@franciscorodas9686,@franciscorodas9686,,,,,,,1,1,1,1,1,0,1,0,106.0
A:UCOcUI5XkTYNMSFhZNMIPpGg,UCOcUI5XkTYNMSFhZNMIPpGg,author,0,@hendersonlopez3864,@hendersonlopez3864,,,,,,,1,1,1,1,1,0,3,0,501.0
A:UCOh6DaZC_x9HASnlRylEMfw,UCOh6DaZC_x9HASnlRylEMfw,author,0,@AndresMedina-v1s,@AndresMedina-v1s,,,,,,,1,1,1,1,1,0,0,0,154.0
A:UCPLW0HE3siElqCgXfgWxMqg,UCPLW0HE3siElqCgXfgWxMqg,author,0,@elizabethmonterroso7719,@elizabethmonterroso7719,,,,,,,1,1,1,1,1,0,0,0,198.0
A:UCPNXmbOBVeC4HS-xemvcPtQ,UCPNXmbOBVeC4HS-xemvcPtQ,author,0,@BelkisRodriguezRamirez,@BelkisRodriguezRamirez,,,,,,,1,1,1,1,1,0,2,3,161.0
A:UCPZueDLrCS4BmTBRMA4q0fA,UCPZueDLrCS4BmTBRMA4q0fA,author,0,@kevinochoa3695,@kevinochoa3695,,,,,,,1,1,1,1,1,0,1,1,322.0
A:UCQIdKuZ-OzuFqy0KjGrgesg,UCQIdKuZ-OzuFqy0KjGrgesg,author,0,@lyacausa,@lyacausa,,,,,,,1,1,1,1,1,0,1,0,46.0
A:UCQM2tCKRRytVDRxNUfCDqQQ,UCQM2tCKRRytVDRxNUfCDqQQ,author,0,@elioelias7267,@elioelias7267,,,,,,,1,1,1,1,1,0,0,0,2.0
A:UCQMMuADgqWUOcJpLwHOzC-g,UCQMMuADgqWUOcJpLwHOzC-g,author,0,@Ripped-Yoda,@Ripped-Yoda,,,,,,,1,1,1,1,1,0,0,0,78.0
A:UCQgYjVngJRfPHDLGB5X6ZjA,UCQgYjVngJRfPHDLGB5X6ZjA,author,0,@oscarnavas9996,@oscarnavas9996,,,,,,,1,1,1,1,1,0,0,0,61.0
A:UCQqetiwzzmRNTM5OWuXarGQ,UCQqetiwzzmRNTM5OWuXarGQ,author,0,@isaiaslopezvelasquez1539,@isaiaslopezvelasquez1539,,,,,,,1,1,1,1,1,0,1,0,25.0
A:UCQqlPPUGqAfWjd-FSh_qn7Q,UCQqlPPUGqAfWjd-FSh_qn7Q,author,0,@estuardoargueta137,@estuardoargueta137,,,,,,,1,1,1,1,1,0,0,0,137.0
A:UCQtSFINs1h6GHkpg9o5kMvg,UCQtSFINs1h6GHkpg9o5kMvg,author,0,@MacarioMartinezruiz,@MacarioMartinezruiz,,,,,,,1,1,1,1,1,0,12,0,77.0
A:UCQyOePccUP-fIJYzchAgZYw,UCQyOePccUP-fIJYzchAgZYw,author,0,@aguilar4254,@aguilar4254,,,,,,,1,1,1,1,1,0,0,0,117.0
A:UCRAquv8el-tQ30bN7MlmySQ,UCRAquv8el-tQ30bN7MlmySQ,author,0,@iamjimalesssa,@iamjimalesssa,,,,,,,1,1,1,1,1,0,4,0,97.0
A:UCRETAiYdh2dL5ZxB0_N1zDA,UCRETAiYdh2dL5ZxB0_N1zDA,author,0,@Joseroland21,@Joseroland21,,,,,,,1,1,1,1,1,0,0,0,117.0
A:UCRcSR3Lvn9DZAmJpVPANfZQ,UCRcSR3Lvn9DZAmJpVPANfZQ,author,0,@WalksandSuch,@WalksandSuch,,,,,,,1,1,1,1,1,0,68,0,32.0
A:UCRelkU8JiZBytTzebJxaa-w,UCRelkU8JiZBytTzebJxaa-w,author,0,@danyraymundo2942,@danyraymundo2942,,,,,,,1,1,1,1,1,0,3,0,84.0
A:UCRfkkatKrNtAARnXMMYBGlA,UCRfkkatKrNtAARnXMMYBGlA,author,0,@BernerSoza-mg3vx,@BernerSoza-mg3vx,,,,,,,1,1,1,1,1,0,0,0,89.0
A:UCRlCV9zSn7avAWh-9_XFWqQ,UCRlCV9zSn7avAWh-9_XFWqQ,author,0,@ronyarana8849,@ronyarana8849,,,,,,,1,1,1,1,1,0,1,0,103.0
A:UCRvPToDkkumha7WJAfCDk1A,UCRvPToDkkumha7WJAfCDk1A,author,0,@ligiaguerra3057,@ligiaguerra3057,,,,,,,1,1,1,1,1,0,0,0,8.0
A:UCRznz9-N3Qc1w-qNdLSIY2Q,UCRznz9-N3Qc1w-qNdLSIY2Q,author,0,@jimmygomez724,@jimmygomez724,,,,,,,1,1,1,1,1,0,14,0,53.0
A:UCSTAUWVc1_82DHYeqOsqEFA,UCSTAUWVc1_82DHYeqOsqEFA,author,0,@TheAlexX_C,@TheAlexX_C,,,,,,,1,1,1,1,1,0,191,2,84.0
A:UCSou6a2OuYGSvPjm5psquyA,UCSou6a2OuYGSvPjm5psquyA,author,0,@FranciscoRivera-sf7ne,@FranciscoRivera-sf7ne,,,,,,,1,1,1,1,1,0,0,0,26.0
A:UCTD6q1nyIe3Y7HhqjaMj72w,UCTD6q1nyIe3Y7HhqjaMj72w,author,0,@JuanChang-r6k,@JuanChang-r6k,,,,,,,1,1,1,1,1,0,8,0,73.0
A:UCTP3O0rMnc8z8v8jaDQwL0w,UCTP3O0rMnc8z8v8jaDQwL0w,author,0,@RobertoZelaya-x1v,@RobertoZelaya-x1v,,,,,,,1,1,1,1,1,0,1,0,261.0
A:UCTTILH6QCIxbTnEWxwRqs1g,UCTTILH6QCIxbTnEWxwRqs1g,author,0,@3762Jorge,@3762Jorge,,,,,,,1,1,1,1,1,0,0,0,39.0
A:UCThW2XNsAaBKme5PUt7n-Zg,UCThW2XNsAaBKme5PUt7n-Zg,author,0,@thelmamoran8565,@thelmamoran8565,,,,,,,1,1,1,1,1,0,0,0,269.0
A:UCTwSut16JyAg3mX6LVUNGqA,UCTwSut16JyAg3mX6LVUNGqA,author,0,@SuperVictor2005,@SuperVictor2005,,,,,,,1,1,1,1,1,0,0,0,533.0
A:UCTylKrsqkrBKIqubMu_5N0Q,UCTylKrsqkrBKIqubMu_5N0Q,author,0,@edwingeovanymarroquinmarro6684,@edwingeovanymarroquinmarro6684,,,,,,,1,1,1,1,1,0,1,0,55.0
A:UCUIIIPTVDVHAXqhC_5V6lPA,UCUIIIPTVDVHAXqhC_5V6lPA,author,0,@gorrarota,@gorrarota,,,,,,,1,1,1,1,1,0,0,0,299.0
A:UCUoYsrx1oZnCZ0usbBJn4fA,UCUoYsrx1oZnCZ0usbBJn4fA,author,0,@AnaDiaz-re9sq,@AnaDiaz-re9sq,,,,,,,1,1,1,1,1,0,1,0,73.0
A:UCV0iizTBoOfdAFX_thfI9BA,UCV0iizTBoOfdAFX_thfI9BA,author,0,@BenjaminLarios-jd8nk,@BenjaminLarios-jd8nk,,,,,,,1,1,1,1,1,0,0,0,114.0
A:UCV0lM03g5fg5pbPj97-sAtA,UCV0lM03g5fg5pbPj97-sAtA,author,0,@genarodelgado3929,@genarodelgado3929,,,,,,,1,1,1,1,1,0,1,0,111.0
A:UCVQf0tzL7xRzFJsABVVULpg,UCVQf0tzL7xRzFJsABVVULpg,author,0,@DennisseLopetegi,@DennisseLopetegi,,,,,,,1,1,1,1,1,0,0,0,266.0
A:UCVdjCrh4tQoX3haNAZv-n5A,UCVdjCrh4tQoX3haNAZv-n5A,author,0,@aurahernandez5646,@aurahernandez5646,,,,,,,1,1,1,1,1,0,3,1,85.0
A:UCVhif9eV0f8plICen2DnpKA,UCVhif9eV0f8plICen2DnpKA,author,0,@blogarteplus,@blogarteplus,,,,,,,1,1,1,1,1,0,0,0,234.0
A:UCW-JC6lebVmf2P1dmY_L94g,UCW-JC6lebVmf2P1dmY_L94g,author,0,@dinoraoroxon5771,@dinoraoroxon5771,,,,,,,1,1,1,1,1,0,0,0,203.0
A:UCW80DaMjQlEUibC98Cot-Dg,UCW80DaMjQlEUibC98Cot-Dg,author,0,@rogeraldana4289,@rogeraldana4289,,,,,,,1,1,1,1,1,0,0,0,223.0
A:UCWIZUtKJ636y-4TYrNvok0g,UCWIZUtKJ636y-4TYrNvok0g,author,0,@cesarandreas7824,@cesarandreas7824,,,,,,,1,1,1,1,1,0,5,0,118.0
A:UCWWkebAekppaL5b5CNlppuw,UCWWkebAekppaL5b5CNlppuw,author,0,@ninettmartinez425,@ninettmartinez425,,,,,,,1,1,1,1,1,0,3,0,98.0
A:UCWoAVGVqCn4xtINCMOTM4jg,UCWoAVGVqCn4xtINCMOTM4jg,author,0,@OmarMartinez-vv8re,@OmarMartinez-vv8re,,,,,,,1,1,1,1,1,0,0,0,327.0
A:UCWvntqPQx99k_Z_skWKqNSA,UCWvntqPQx99k_Z_skWKqNSA,author,0,@AntonioChiyal-x5s,@AntonioChiyal-x5s,,,,,,,1,1,1,1,1,0,2,1,21.0
A:UCXN2s7DwTJm33xO-pNkAdaA,UCXN2s7DwTJm33xO-pNkAdaA,author,0,@edithsan7688,@edithsan7688,,,,,,,1,1,1,1,1,0,0,0,12.0
A:UCXO1BBohNWXkK9SBDAG2ySg,UCXO1BBohNWXkK9SBDAG2ySg,author,0,@JBFlute92,@JBFlute92,,,,,,,1,1,1,1,1,0,0,0,20.0
A:UCXSkL3ejZ8qWYyF_M7s_QKA,UCXSkL3ejZ8qWYyF_M7s_QKA,author,0,@JacintaTzoy,@JacintaTzoy,,,,,,,1,1,1,1,1,0,0,0,135.0
A:UCXVLc8CmAO813ubM-fLvCDw,UCXVLc8CmAO813ubM-fLvCDw,author,0,@herminiasaquimux7565,@herminiasaquimux7565,,,,,,,1,1,1,1,1,0,7,0,145.0
A:UCXgr7vXlRrsaskPdo097kGA,UCXgr7vXlRrsaskPdo097kGA,author,0,@Rogergh-nw4oj,@Rogergh-nw4oj,,,,,,,1,1,1,1,1,0,0,0,24.0
A:UCXl30Y_upRqbti52fmjK4YA,UCXl30Y_upRqbti52fmjK4YA,author,0,@capitanfrans,@capitanfrans,,,,,,,1,1,1,1,1,0,0,0,96.0
A:UCXmrpc6Li0spcKxtS0Q_ptg,UCXmrpc6Li0spcKxtS0Q_ptg,author,0,@melvinperez6710,@melvinperez6710,,,,,,,1,1,1,1,1,0,10,0,179.0
A:UCXr8_5WtGeipe4haOoQDgyQ,UCXr8_5WtGeipe4haOoQDgyQ,author,0,@amyherrera7352,@amyherrera7352,,,,,,,1,1,1,1,1,0,0,0,144.0
A:UCY7Hq7F9Lnucf-Yr6JkHZNw,UCY7Hq7F9Lnucf-Yr6JkHZNw,author,0,@maynorcalel1442,@maynorcalel1442,,,,,,,1,1,1,1,1,0,79,0,12.0
A:UCYN4wSQ1Sx4_LurxLlW7MPg,UCYN4wSQ1Sx4_LurxLlW7MPg,author,0,@belarminavillatoro6474,@belarminavillatoro6474,,,,,,,1,1,1,1,1,0,0,0,902.0
A:UCYwpX26TrCxq8TvbKGRYLXA,UCYwpX26TrCxq8TvbKGRYLXA,author,0,@beneficioelcaminovillacana8540,@beneficioelcaminovillacana8540,,,,,,,1,1,1,1,1,0,3,0,218.0
A:UCZ51R_9Q9C0c8I3pAWhtmjQ,UCZ51R_9Q9C0c8I3pAWhtmjQ,author,0,@belvettzapeta1251,@belvettzapeta1251,,,,,,,1,1,1,1,1,0,8,0,35.0
A:UCZFQwqh90apuL8eFhvRBkUg,UCZFQwqh90apuL8eFhvRBkUg,author,0,@luisricardo9671,@luisricardo9671,,,,,,,1,1,1,1,1,0,9,0,516.0
A:UCZIQnb1fkwe39Iw2TAu-bGA,UCZIQnb1fkwe39Iw2TAu-bGA,author,0,@jorgegomez2237,@jorgegomez2237,,,,,,,1,1,1,1,1,0,1,0,141.0
A:UCZLG9qH0tUjNhEGFIUt0CYw,UCZLG9qH0tUjNhEGFIUt0CYw,author,0,@SoniaMarroquin-y6e,@SoniaMarroquin-y6e,,,,,,,1,1,1,1,1,0,1,0,22.0
A:UCZOmq6MwFDVoCaEl99BRRaw,UCZOmq6MwFDVoCaEl99BRRaw,author,0,@daniloarevalo3170,@daniloarevalo3170,,,,,,,1,1,1,1,1,0,0,0,422.0
A:UCZeIIQrGAedW8tCbKWmGY-A,UCZeIIQrGAedW8tCbKWmGY-A,author,0,@mariocordon8873,@mariocordon8873,,,,,,,1,1,1,1,1,0,9,0,117.0
A:UCZjm6U576nX8WOiLhmMR3bw,UCZjm6U576nX8WOiLhmMR3bw,author,0,@MariaNavarroYT,@MariaNavarroYT,,,,,,,1,1,1,1,1,0,3,1,17.0
A:UC_3xuTXvMIWU5MYP9HkJ3vQ,UC_3xuTXvMIWU5MYP9HkJ3vQ,author,0,@Historia-wm4os,@Historia-wm4os,,,,,,,1,1,1,1,1,0,4,0,61.0
A:UC_6KbBY1bsYXz9fwFS0eQRg,UC_6KbBY1bsYXz9fwFS0eQRg,author,0,@imrcp5694,@imrcp5694,,,,,,,1,1,1,1,1,0,0,0,10.0
A:UC_LYoGs5C3mbZKZuKuqYCvw,UC_LYoGs5C3mbZKZuKuqYCvw,author,0,@javiercifuentesarchila6041,@javiercifuentesarchila6041,,,,,,,1,1,1,1,1,0,7,0,23.0
A:UC_NRVt2UP88ZNTwzrZ66JSg,UC_NRVt2UP88ZNTwzrZ66JSg,author,0,@aditalissethevasquezrojas8039,@aditalissethevasquezrojas8039,,,,,,,1,1,1,1,1,0,2,0,69.0
A:UC_ljZ1hZXR9pzexFz87P5ZA,UC_ljZ1hZXR9pzexFz87P5ZA,author,0,@ChRiStOpHeR7969,@ChRiStOpHeR7969,,,,,,,1,1,1,1,1,0,0,0,216.0
A:UCa36MjQLoPAmgJo-R3G8WQA,UCa36MjQLoPAmgJo-R3G8WQA,author,0,@elsasalguero6914,@elsasalguero6914,,,,,,,1,1,1,1,1,0,3,0,41.0
A:UCaKAjTW9MVub_clgr4DRYjQ,UCaKAjTW9MVub_clgr4DRYjQ,author,0,@josecastillo4390,@josecastillo4390,,,,,,,1,1,1,1,1,0,6,0,29.0
A:UCaT4saRcyqCLE657Rq2hhZQ,UCaT4saRcyqCLE657Rq2hhZQ,author,0,@elmilenial4064,@elmilenial4064,,,,,,,1,1,1,1,1,0,0,0,26.0
A:UCaT6M2zp7X6r6Whd8Vv3kHQ,UCaT6M2zp7X6r6Whd8Vv3kHQ,author,0,@alexarcos8349,@alexarcos8349,,,,,,,1,1,1,1,1,0,1,0,68.0
A:UCat2qkYvqmtDNEmo2PVuhXw,UCat2qkYvqmtDNEmo2PVuhXw,author,0,@DoraSalas-j5o,@DoraSalas-j5o,,,,,,,1,1,1,1,1,0,1,0,48.0
A:UCbNanjFI51cwGqMAb2rOrBw,UCbNanjFI51cwGqMAb2rOrBw,author,0,@RosaMontesdeOca777,@RosaMontesdeOca777,,,,,,,1,1,1,1,1,0,0,0,105.0
A:UCbYoNG5J3Au5BqtbXogfEFw,UCbYoNG5J3Au5BqtbXogfEFw,author,0,@Luis-gn3fj,@Luis-gn3fj,,,,,,,1,1,1,1,1,0,1,0,34.0
A:UCcFIBN-rtC3d3hXeuN5TfWw,UCcFIBN-rtC3d3hXeuN5TfWw,author,0,@DenisRMC,@DenisRMC,,,,,,,1,1,1,1,1,0,0,0,237.0
A:UCc_F88PzGWtA1OPNUEASulA,UCc_F88PzGWtA1OPNUEASulA,author,0,@rockyscarlet,@rockyscarlet,,,,,,,1,1,1,1,1,0,0,0,129.0
A:UCcfdg8crmMJwEuLUsAhV7yg,UCcfdg8crmMJwEuLUsAhV7yg,author,0,@RolandoRaguay,@RolandoRaguay,,,,,,,1,1,1,1,1,0,1,0,235.0
A:UCdQAuWwyC99MB7Y02Umj26Q,UCdQAuWwyC99MB7Y02Umj26Q,author,0,@miguelbran1268,@miguelbran1268,,,,,,,1,1,1,1,1,0,0,0,368.0
A:UCe8JZoYkX5oKUZyivHYdXhw,UCe8JZoYkX5oKUZyivHYdXhw,author,0,@FernandoGarcia-jg1fj,@FernandoGarcia-jg1fj,,,,,,,1,1,1,1,1,0,0,0,276.0
A:UCeDNEtI8_a42bZ47wJiJMwQ,UCeDNEtI8_a42bZ47wJiJMwQ,author,0,@EdgarcalderonCalderong,@EdgarcalderonCalderong,,,,,,,1,1,1,1,1,0,0,0,34.0
A:UCeQk-WfEA-cJRq4EKeE7TOw,UCeQk-WfEA-cJRq4EKeE7TOw,author,0,@franciscojuarez9223,@franciscojuarez9223,,,,,,,1,1,1,1,1,0,0,0,246.0
A:UCefAH1MbvADWUjE9WVcB9EQ,UCefAH1MbvADWUjE9WVcB9EQ,author,0,@jabriz8152,@jabriz8152,,,,,,,1,1,1,1,1,0,0,0,127.0
A:UCf5lnNZF7Qrtli9v4N_23WQ,UCf5lnNZF7Qrtli9v4N_23WQ,author,0,@CarlosCortez-v5r,@CarlosCortez-v5r,,,,,,,1,1,1,1,1,0,0,0,57.0
A:UCfM3nrxtTQMY5jFx1v1J4Gg,UCfM3nrxtTQMY5jFx1v1J4Gg,author,0,@edgarroldan5539,@edgarroldan5539,,,,,,,1,1,1,1,1,0,0,0,91.0
A:UCfRqgt2O-vjzUDMZY_tnxQw,UCfRqgt2O-vjzUDMZY_tnxQw,author,0,@Williams-Garcia67E,@Williams-Garcia67E,,,,,,,1,1,1,1,1,0,0,0,44.0
A:UCfXykdbSU97rj987LDUGfvg,UCfXykdbSU97rj987LDUGfvg,author,0,@MariaSantos-c8y3h,@MariaSantos-c8y3h,,,,,,,1,1,1,1,1,0,1,0,20.0
A:UCfjhejO7LZy4doXURa7LZCQ,UCfjhejO7LZy4doXURa7LZCQ,author,0,@HonwayLee-z5g,@HonwayLee-z5g,,,,,,,1,1,1,1,1,0,0,0,2.0
A:UCfo_yUPzy1f1POwwZxhZ06Q,UCfo_yUPzy1f1POwwZxhZ06Q,author,0,@lara11roberto,@lara11roberto,,,,,,,1,1,1,1,1,0,1,0,206.0
A:UCgGqw4aqMdMVSGkKiMgrJRQ,UCgGqw4aqMdMVSGkKiMgrJRQ,author,0,@pattyfigueroa5609,@pattyfigueroa5609,,,,,,,1,1,1,1,1,0,0,0,84.0
A:UCgJNFj5dnxXpcMvmuhZDPxA,UCgJNFj5dnxXpcMvmuhZDPxA,author,0,@NataliaRodriguez-rx5mr,@NataliaRodriguez-rx5mr,,,,,,,1,1,1,1,1,0,1,0,16.0
A:UCgLrWFdYitoP-b7-PxtUr-w,UCgLrWFdYitoP-b7-PxtUr-w,author,0,@zetag,@zetag,,,,,,,1,1,1,1,1,0,405,3,32.0
A:UCgLurCo-e019HGODcjXHWCw,UCgLurCo-e019HGODcjXHWCw,author,0,@perritojuega1,@perritojuega1,,,,,,,1,1,1,1,1,0,2,0,24.0
A:UCgQJgI9vu1FI2dnC9mrFthw,UCgQJgI9vu1FI2dnC9mrFthw,author,0,@srms70,@srms70,,,,,,,1,1,1,1,1,0,2,0,37.0
A:UCgQw_Sbq3ugruDUKsq1e0-A,UCgQw_Sbq3ugruDUKsq1e0-A,author,0,@marlenareano-h4t,@marlenareano-h4t,,,,,,,1,1,1,1,1,0,0,0,70.0
A:UCgvw7xIdGFupzpt1Y_BFkEA,UCgvw7xIdGFupzpt1Y_BFkEA,author,0,@fredygarcia9151,@fredygarcia9151,,,,,,,1,1,1,1,1,0,1,0,58.0
A:UChT7pzGytNd92Nmvi-zuWog,UChT7pzGytNd92Nmvi-zuWog,author,0,@sparkvalkov,@sparkvalkov,,,,,,,1,1,1,1,1,0,1,0,19.0
A:UChZknRmJkeGeQk0-mQuhDOg,UChZknRmJkeGeQk0-mQuhDOg,author,0,@OdilioRodríguez-c5w,@OdilioRodríguez-c5w,,,,,,,1,1,1,1,1,0,1,0,168.0
A:UCheEJ5GZuIvV0fj-nXyVwXw,UCheEJ5GZuIvV0fj-nXyVwXw,author,0,@rosaoliva9389,@rosaoliva9389,,,,,,,1,1,1,1,1,0,0,0,54.0
A:UChep9kVb5gQmpodEEl10Xlg,UChep9kVb5gQmpodEEl10Xlg,author,0,@carlosaguilar-kz7ml,@carlosaguilar-kz7ml,,,,,,,1,1,1,1,1,0,0,0,107.0
A:UChgkn5Jt5tWKYMoEOuCjz3Q,UChgkn5Jt5tWKYMoEOuCjz3Q,author,0,@pablochitay46,@pablochitay46,,,,,,,1,1,1,1,1,0,2,0,36.0
A:UChyps3dqY-VY1_wLeq-2lhw,UChyps3dqY-VY1_wLeq-2lhw,author,0,@maydamorales4395,@maydamorales4395,,,,,,,1,1,1,1,1,0,14,1,346.0
A:UCi-vPdnpQreC7BkFs40mJGA,UCi-vPdnpQreC7BkFs40mJGA,author,0,@bryansicasales4280,@bryansicasales4280,,,,,,,1,1,1,1,1,0,35,0,64.0
A:UCiC-Jn7wdgyQV4_Urk0DkWQ,UCiC-Jn7wdgyQV4_Urk0DkWQ,author,0,@pedroros6358,@pedroros6358,,,,,,,1,1,1,1,1,0,1,0,169.0
A:UCiGRBf2RNF0WRKhRVT7zFoA,UCiGRBf2RNF0WRKhRVT7zFoA,author,0,@edwinavila4876,@edwinavila4876,,,,,,,1,1,1,1,1,0,0,0,237.0
A:UCiMythXHsw7eQEMykCdmMUA,UCiMythXHsw7eQEMykCdmMUA,author,0,@JavierBecerra-h6x,@JavierBecerra-h6x,,,,,,,1,1,1,1,1,0,2,0,114.0
A:UCiOZX__1gahg1ypIj0_XG_w,UCiOZX__1gahg1ypIj0_XG_w,author,0,@mariogonzalezorellana8956,@mariogonzalezorellana8956,,,,,,,1,1,1,1,1,0,1,0,14.0
A:UCipetjeiWj4CZB6EbyYziZg,UCipetjeiWj4CZB6EbyYziZg,author,0,@OseasSamayoa-ol5rz,@OseasSamayoa-ol5rz,,,,,,,1,1,1,1,1,0,0,0,103.0
A:UCj-LL25XJnjxepPKCc3NGog,UCj-LL25XJnjxepPKCc3NGog,author,0,@anaaguirre8985,@anaaguirre8985,,,,,,,1,1,1,1,1,0,1,0,321.0
A:UCjJf-AJKRFFWtiN-CSwkDmA,UCjJf-AJKRFFWtiN-CSwkDmA,author,0,@2jose82,@2jose82,,,,,,,1,1,1,1,1,0,0,0,276.0
A:UCjSKM9j0Q7HLDr1hD6D-TUw,UCjSKM9j0Q7HLDr1hD6D-TUw,author,0,@josehidalgo4875,@josehidalgo4875,,,,,,,1,1,1,1,1,0,2,0,444.0
A:UCjmPuazZJzscrwvk0QR9RVw,UCjmPuazZJzscrwvk0QR9RVw,author,0,@mynorrodas8591,@mynorrodas8591,,,,,,,1,1,1,1,1,0,2,0,187.0
