source,target,source_raw_id,target_raw_id,weight,significado_peso,source_label,target_label
A:UC7VUuJr9cGh845CmTvf7TlQ,A:UCueV9cTyTDwgQSec1x2dYgA,UC7VUuJr9cGh845CmTvf7TlQ,UCueV9cTyTDwgQSec1x2dYgA,1,numero de videos compartidos por los dos autores,@LuisCastillo-oz4df,@fredydomingo7062
A:UC7VUuJr9cGh845CmTvf7TlQ,A:UCujPF2nBgsTD62nWE3lcpIg,UC7VUuJr9cGh845CmTvf7TlQ,UCujPF2nBgsTD62nWE3lcpIg,1,numero de videos compartidos por los dos autores,@LuisCastillo-oz4df,@victorarturoruanobautista7588
A:UC7VUuJr9cGh845CmTvf7TlQ,A:UCut6b9S98nv84cVX89PmKzA,UC7VUuJr9cGh845CmTvf7TlQ,UCut6b9S98nv84cVX89PmKzA,1,numero de videos compartidos por los dos autores,@LuisCastillo-oz4df,@yeniferaguirre4498
A:UC7VUuJr9cGh845CmTvf7TlQ,A:UCvApqeCbLod-wejtT4CcVuA,UC7VUuJr9cGh845CmTvf7TlQ,UCvApqeCbLod-wejtT4CcVuA,1,numero de videos compartidos por los dos autores,@LuisCastillo-oz4df,@davidgaher9550
A:UC7VUuJr9cGh845CmTvf7TlQ,A:UCwO2SXr0ggzwg6QWWrr01nQ,UC7VUuJr9cGh845CmTvf7TlQ,UCwO2SXr0ggzwg6QWWrr01nQ,1,numero de videos compartidos por los dos autores,@LuisCastillo-oz4df,@ricardofigueroa5720
A:UC7VUuJr9cGh845CmTvf7TlQ,A:UCwW2OFy95P7ZBkOPxWkpvYg,UC7VUuJr9cGh845CmTvf7TlQ,UCwW2OFy95P7ZBkOPxWkpvYg,1,numero de videos compartidos por los dos autores,@LuisCastillo-oz4df,@TeresaLucero-b5o
A:UC7VUuJr9cGh845CmTvf7TlQ,A:UCwha8rxULYMVtNwZWeSkE1A,UC7VUuJr9cGh845CmTvf7TlQ,UCwha8rxULYMVtNwZWeSkE1A,1,numero de videos compartidos por los dos autores,@LuisCastillo-oz4df,@mariasamo8637
A:UC7VUuJr9cGh845CmTvf7TlQ,A:UCxff05WuyvwELNITi7bj7UA,UC7VUuJr9cGh845CmTvf7TlQ,UCxff05WuyvwELNITi7bj7UA,1,numero de videos compartidos por los dos autores,@LuisCastillo-oz4df,@markoherrera
A:UC7VUuJr9cGh845CmTvf7TlQ,A:UCySYJU5kUh7X8gVt9la2ISA,UC7VUuJr9cGh845CmTvf7TlQ,UCySYJU5kUh7X8gVt9la2ISA,1,numero de videos compartidos por los dos autores,@LuisCastillo-oz4df,@dantesarti4351
A:UC7VUuJr9cGh845CmTvf7TlQ,A:UCylqlpsh8ENNM1LqgQ1KbxA,UC7VUuJr9cGh845CmTvf7TlQ,UCylqlpsh8ENNM1LqgQ1KbxA,1,numero de videos compartidos por los dos autores,@LuisCastillo-oz4df,@Jel.Awesh.M
A:UC7VUuJr9cGh845CmTvf7TlQ,A:UCz3gu01bmjNv0DpRq-K3XYg,UC7VUuJr9cGh845CmTvf7TlQ,UCz3gu01bmjNv0DpRq-K3XYg,1,numero de videos compartidos por los dos autores,@LuisCastillo-oz4df,@eusebiovasquez4385
A:UC7VUuJr9cGh845CmTvf7TlQ,A:UCzSfZlOVxBSs5ObD25ywxDQ,UC7VUuJr9cGh845CmTvf7TlQ,UCzSfZlOVxBSs5ObD25ywxDQ,1,numero de videos compartidos por los dos autores,@LuisCastillo-oz4df,@GilmarMaldonado-q9m
A:UC7VUuJr9cGh845CmTvf7TlQ,A:UCzoL2l5H5eVlorWGH8AZfAg,UC7VUuJr9cGh845CmTvf7TlQ,UCzoL2l5H5eVlorWGH8AZfAg,1,numero de videos compartidos por los dos autores,@LuisCastillo-oz4df,@jor77cas
A:UC7dadZG7kkGYnsNu6td0FbA,A:UC816IGbFCZinfYS1LRDaaHg,UC7dadZG7kkGYnsNu6td0FbA,UC816IGbFCZinfYS1LRDaaHg,1,numero de videos compartidos por los dos autores,@lesolorzano,@ingenieroar
A:UC7dadZG7kkGYnsNu6td0FbA,A:UC95PSMouTx2N5CbSq0hIyrQ,UC7dadZG7kkGYnsNu6td0FbA,UC95PSMouTx2N5CbSq0hIyrQ,1,numero de videos compartidos por los dos autores,@lesolorzano,@lisss1908
A:UC7dadZG7kkGYnsNu6td0FbA,A:UCAKuKvcbfnBD3kF5njNu-IA,UC7dadZG7kkGYnsNu6td0FbA,UCAKuKvcbfnBD3kF5njNu-IA,1,numero de videos compartidos por los dos autores,@lesolorzano,@melvinlopez7096
A:UC7dadZG7kkGYnsNu6td0FbA,A:UCCBYcToQ2dwkd6TJh0FSyDg,UC7dadZG7kkGYnsNu6td0FbA,UCCBYcToQ2dwkd6TJh0FSyDg,1,numero de videos compartidos por los dos autores,@lesolorzano,@lidiarodriguez3493
A:UC7dadZG7kkGYnsNu6td0FbA,A:UCDrmf9y9nLgFY5wnA2hTuGA,UC7dadZG7kkGYnsNu6td0FbA,UCDrmf9y9nLgFY5wnA2hTuGA,1,numero de videos compartidos por los dos autores,@lesolorzano,@laboratorio5528
A:UC7dadZG7kkGYnsNu6td0FbA,A:UCGGHbtfbbe0o68etrOf0qxw,UC7dadZG7kkGYnsNu6td0FbA,UCGGHbtfbbe0o68etrOf0qxw,1,numero de videos compartidos por los dos autores,@lesolorzano,@karensussetteleonvargas9794
A:UC7dadZG7kkGYnsNu6td0FbA,A:UCHbwIx9pmQuf7i-4_xO2EpA,UC7dadZG7kkGYnsNu6td0FbA,UCHbwIx9pmQuf7i-4_xO2EpA,1,numero de videos compartidos por los dos autores,@lesolorzano,@caminoseternos752
A:UC7dadZG7kkGYnsNu6td0FbA,A:UCNpt5CQlTzNjlAKY6CJtClQ,UC7dadZG7kkGYnsNu6td0FbA,UCNpt5CQlTzNjlAKY6CJtClQ,1,numero de videos compartidos por los dos autores,@lesolorzano,@eustaquiogomez9975
A:UC7dadZG7kkGYnsNu6td0FbA,A:UCOcUI5XkTYNMSFhZNMIPpGg,UC7dadZG7kkGYnsNu6td0FbA,UCOcUI5XkTYNMSFhZNMIPpGg,1,numero de videos compartidos por los dos autores,@lesolorzano,@hendersonlopez3864
A:UC7dadZG7kkGYnsNu6td0FbA,A:UCQqlPPUGqAfWjd-FSh_qn7Q,UC7dadZG7kkGYnsNu6td0FbA,UCQqlPPUGqAfWjd-FSh_qn7Q,1,numero de videos compartidos por los dos autores,@lesolorzano,@estuardoargueta137
A:UC7dadZG7kkGYnsNu6td0FbA,A:UCQyOePccUP-fIJYzchAgZYw,UC7dadZG7kkGYnsNu6td0FbA,UCQyOePccUP-fIJYzchAgZYw,1,numero de videos compartidos por los dos autores,@lesolorzano,@aguilar4254
A:UC7dadZG7kkGYnsNu6td0FbA,A:UCRAquv8el-tQ30bN7MlmySQ,UC7dadZG7kkGYnsNu6td0FbA,UCRAquv8el-tQ30bN7MlmySQ,1,numero de videos compartidos por los dos autores,@lesolorzano,@iamjimalesssa
A:UC7dadZG7kkGYnsNu6td0FbA,A:UCRvPToDkkumha7WJAfCDk1A,UC7dadZG7kkGYnsNu6td0FbA,UCRvPToDkkumha7WJAfCDk1A,1,numero de videos compartidos por los dos autores,@lesolorzano,@ligiaguerra3057
A:UC7dadZG7kkGYnsNu6td0FbA,A:UCUoYsrx1oZnCZ0usbBJn4fA,UC7dadZG7kkGYnsNu6td0FbA,UCUoYsrx1oZnCZ0usbBJn4fA,1,numero de videos compartidos por los dos autores,@lesolorzano,@AnaDiaz-re9sq
A:UC7dadZG7kkGYnsNu6td0FbA,A:UCV0lM03g5fg5pbPj97-sAtA,UC7dadZG7kkGYnsNu6td0FbA,UCV0lM03g5fg5pbPj97-sAtA,1,numero de videos compartidos por los dos autores,@lesolorzano,@genarodelgado3929
A:UC7dadZG7kkGYnsNu6td0FbA,A:UCW-JC6lebVmf2P1dmY_L94g,UC7dadZG7kkGYnsNu6td0FbA,UCW-JC6lebVmf2P1dmY_L94g,1,numero de videos compartidos por los dos autores,@lesolorzano,@dinoraoroxon5771
A:UC7dadZG7kkGYnsNu6td0FbA,A:UCW80DaMjQlEUibC98Cot-Dg,UC7dadZG7kkGYnsNu6td0FbA,UCW80DaMjQlEUibC98Cot-Dg,1,numero de videos compartidos por los dos autores,@lesolorzano,@rogeraldana4289
A:UC7dadZG7kkGYnsNu6td0FbA,A:UCWoAVGVqCn4xtINCMOTM4jg,UC7dadZG7kkGYnsNu6td0FbA,UCWoAVGVqCn4xtINCMOTM4jg,1,numero de videos compartidos por los dos autores,@lesolorzano,@OmarMartinez-vv8re
A:UC7dadZG7kkGYnsNu6td0FbA,A:UCZeIIQrGAedW8tCbKWmGY-A,UC7dadZG7kkGYnsNu6td0FbA,UCZeIIQrGAedW8tCbKWmGY-A,1,numero de videos compartidos por los dos autores,@lesolorzano,@mariocordon8873
A:UC7dadZG7kkGYnsNu6td0FbA,A:UC_LYoGs5C3mbZKZuKuqYCvw,UC7dadZG7kkGYnsNu6td0FbA,UC_LYoGs5C3mbZKZuKuqYCvw,1,numero de videos compartidos por los dos autores,@lesolorzano,@javiercifuentesarchila6041
A:UC7dadZG7kkGYnsNu6td0FbA,A:UCaKAjTW9MVub_clgr4DRYjQ,UC7dadZG7kkGYnsNu6td0FbA,UCaKAjTW9MVub_clgr4DRYjQ,1,numero de videos compartidos por los dos autores,@lesolorzano,@josecastillo4390
A:UC7dadZG7kkGYnsNu6td0FbA,A:UCdFlugHJJa4l3YqWuNRmvXw,UC7dadZG7kkGYnsNu6td0FbA,UCdFlugHJJa4l3YqWuNRmvXw,1,numero de videos compartidos por los dos autores,@lesolorzano,@MarcosCarillo-b1r
A:UC7dadZG7kkGYnsNu6td0FbA,A:UCe8JZoYkX5oKUZyivHYdXhw,UC7dadZG7kkGYnsNu6td0FbA,UCe8JZoYkX5oKUZyivHYdXhw,1,numero de videos compartidos por los dos autores,@lesolorzano,@FernandoGarcia-jg1fj
A:UC7dadZG7kkGYnsNu6td0FbA,A:UCeDNEtI8_a42bZ47wJiJMwQ,UC7dadZG7kkGYnsNu6td0FbA,UCeDNEtI8_a42bZ47wJiJMwQ,1,numero de videos compartidos por los dos autores,@lesolorzano,@EdgarcalderonCalderong
A:UC7dadZG7kkGYnsNu6td0FbA,A:UCgJNFj5dnxXpcMvmuhZDPxA,UC7dadZG7kkGYnsNu6td0FbA,UCgJNFj5dnxXpcMvmuhZDPxA,1,numero de videos compartidos por los dos autores,@lesolorzano,@NataliaRodriguez-rx5mr
A:UC7dadZG7kkGYnsNu6td0FbA,A:UCgQw_Sbq3ugruDUKsq1e0-A,UC7dadZG7kkGYnsNu6td0FbA,UCgQw_Sbq3ugruDUKsq1e0-A,1,numero de videos compartidos por los dos autores,@lesolorzano,@marlenareano-h4t
A:UC7dadZG7kkGYnsNu6td0FbA,A:UCiC-Jn7wdgyQV4_Urk0DkWQ,UC7dadZG7kkGYnsNu6td0FbA,UCiC-Jn7wdgyQV4_Urk0DkWQ,1,numero de videos compartidos por los dos autores,@lesolorzano,@pedroros6358
A:UC7dadZG7kkGYnsNu6td0FbA,A:UCkVtmkK07b2zaVVNssX4lOg,UC7dadZG7kkGYnsNu6td0FbA,UCkVtmkK07b2zaVVNssX4lOg,1,numero de videos compartidos por los dos autores,@lesolorzano,@HectorElias-u2l
A:UC7dadZG7kkGYnsNu6td0FbA,A:UCkbsS_3D-pvg1iHOld9uvIg,UC7dadZG7kkGYnsNu6td0FbA,UCkbsS_3D-pvg1iHOld9uvIg,1,numero de videos compartidos por los dos autores,@lesolorzano,@gonzalo6075
A:UC7dadZG7kkGYnsNu6td0FbA,A:UClhMWQ7XKWywYvbRnuf8QsA,UC7dadZG7kkGYnsNu6td0FbA,UClhMWQ7XKWywYvbRnuf8QsA,1,numero de videos compartidos por los dos autores,@lesolorzano,@EcPerez-zz9oh
A:UC7dadZG7kkGYnsNu6td0FbA,A:UClqA491Xa5fQcXcJJa-vTWw,UC7dadZG7kkGYnsNu6td0FbA,UClqA491Xa5fQcXcJJa-vTWw,1,numero de videos compartidos por los dos autores,@lesolorzano,@AndresLemus-k2d
A:UC7dadZG7kkGYnsNu6td0FbA,A:UColMq7LmaoY3MT6aIDGrGvA,UC7dadZG7kkGYnsNu6td0FbA,UColMq7LmaoY3MT6aIDGrGvA,1,numero de videos compartidos por los dos autores,@lesolorzano,@quijotachapina1
A:UC7dadZG7kkGYnsNu6td0FbA,A:UCpe5jW3MIqkgTJ-PgkzvM6Q,UC7dadZG7kkGYnsNu6td0FbA,UCpe5jW3MIqkgTJ-PgkzvM6Q,1,numero de videos compartidos por los dos autores,@lesolorzano,@carloslam5333
A:UC7dadZG7kkGYnsNu6td0FbA,A:UCpsKOkt5iWTbenzeuq7dsmQ,UC7dadZG7kkGYnsNu6td0FbA,UCpsKOkt5iWTbenzeuq7dsmQ,1,numero de videos compartidos por los dos autores,@lesolorzano,@inge_vergueta
A:UC7dadZG7kkGYnsNu6td0FbA,A:UCqCrvuoJpC-aVb0f4logQRQ,UC7dadZG7kkGYnsNu6td0FbA,UCqCrvuoJpC-aVb0f4logQRQ,1,numero de videos compartidos por los dos autores,@lesolorzano,@Lyrics_GT
A:UC7dadZG7kkGYnsNu6td0FbA,A:UCsGoJEvb-cFPZ2rWoJcXzEQ,UC7dadZG7kkGYnsNu6td0FbA,UCsGoJEvb-cFPZ2rWoJcXzEQ,1,numero de videos compartidos por los dos autores,@lesolorzano,@sergiohinestroza9709
A:UC7dadZG7kkGYnsNu6td0FbA,A:UCu8_3-Wg-YzNyvHYQDEscfw,UC7dadZG7kkGYnsNu6td0FbA,UCu8_3-Wg-YzNyvHYQDEscfw,1,numero de videos compartidos por los dos autores,@lesolorzano,@RolandoCastroPérez-d7y
A:UC7dadZG7kkGYnsNu6td0FbA,A:UCuXmOjxC-htcprLgeVXz6Tg,UC7dadZG7kkGYnsNu6td0FbA,UCuXmOjxC-htcprLgeVXz6Tg,1,numero de videos compartidos por los dos autores,@lesolorzano,@jorgeaguilar-bq3uj
A:UC7dadZG7kkGYnsNu6td0FbA,A:UCwgCc9Jd_gG-uLE_SY-FfPg,UC7dadZG7kkGYnsNu6td0FbA,UCwgCc9Jd_gG-uLE_SY-FfPg,1,numero de videos compartidos por los dos autores,@lesolorzano,@armindapenados2841
A:UC7dadZG7kkGYnsNu6td0FbA,A:UCwjUvRseNtJoItylIyIez7Q,UC7dadZG7kkGYnsNu6td0FbA,UCwjUvRseNtJoItylIyIez7Q,1,numero de videos compartidos por los dos autores,@lesolorzano,@Silviazea
A:UC7dadZG7kkGYnsNu6td0FbA,A:UCylqlpsh8ENNM1LqgQ1KbxA,UC7dadZG7kkGYnsNu6td0FbA,UCylqlpsh8ENNM1LqgQ1KbxA,1,numero de videos compartidos por los dos autores,@lesolorzano,@Jel.Awesh.M
A:UC816IGbFCZinfYS1LRDaaHg,A:UC95PSMouTx2N5CbSq0hIyrQ,UC816IGbFCZinfYS1LRDaaHg,UC95PSMouTx2N5CbSq0hIyrQ,1,numero de videos compartidos por los dos autores,@ingenieroar,@lisss1908
A:UC816IGbFCZinfYS1LRDaaHg,A:UCAKuKvcbfnBD3kF5njNu-IA,UC816IGbFCZinfYS1LRDaaHg,UCAKuKvcbfnBD3kF5njNu-IA,1,numero de videos compartidos por los dos autores,@ingenieroar,@melvinlopez7096
A:UC816IGbFCZinfYS1LRDaaHg,A:UCCBYcToQ2dwkd6TJh0FSyDg,UC816IGbFCZinfYS1LRDaaHg,UCCBYcToQ2dwkd6TJh0FSyDg,1,numero de videos compartidos por los dos autores,@ingenieroar,@lidiarodriguez3493
A:UC816IGbFCZinfYS1LRDaaHg,A:UCDrmf9y9nLgFY5wnA2hTuGA,UC816IGbFCZinfYS1LRDaaHg,UCDrmf9y9nLgFY5wnA2hTuGA,1,numero de videos compartidos por los dos autores,@ingenieroar,@laboratorio5528
A:UC816IGbFCZinfYS1LRDaaHg,A:UCGGHbtfbbe0o68etrOf0qxw,UC816IGbFCZinfYS1LRDaaHg,UCGGHbtfbbe0o68etrOf0qxw,1,numero de videos compartidos por los dos autores,@ingenieroar,@karensussetteleonvargas9794
A:UC816IGbFCZinfYS1LRDaaHg,A:UCHbwIx9pmQuf7i-4_xO2EpA,UC816IGbFCZinfYS1LRDaaHg,UCHbwIx9pmQuf7i-4_xO2EpA,1,numero de videos compartidos por los dos autores,@ingenieroar,@caminoseternos752
A:UC816IGbFCZinfYS1LRDaaHg,A:UCNpt5CQlTzNjlAKY6CJtClQ,UC816IGbFCZinfYS1LRDaaHg,UCNpt5CQlTzNjlAKY6CJtClQ,1,numero de videos compartidos por los dos autores,@ingenieroar,@eustaquiogomez9975
A:UC816IGbFCZinfYS1LRDaaHg,A:UCOcUI5XkTYNMSFhZNMIPpGg,UC816IGbFCZinfYS1LRDaaHg,UCOcUI5XkTYNMSFhZNMIPpGg,1,numero de videos compartidos por los dos autores,@ingenieroar,@hendersonlopez3864
A:UC816IGbFCZinfYS1LRDaaHg,A:UCQqlPPUGqAfWjd-FSh_qn7Q,UC816IGbFCZinfYS1LRDaaHg,UCQqlPPUGqAfWjd-FSh_qn7Q,1,numero de videos compartidos por los dos autores,@ingenieroar,@estuardoargueta137
A:UC816IGbFCZinfYS1LRDaaHg,A:UCQyOePccUP-fIJYzchAgZYw,UC816IGbFCZinfYS1LRDaaHg,UCQyOePccUP-fIJYzchAgZYw,1,numero de videos compartidos por los dos autores,@ingenieroar,@aguilar4254
A:UC816IGbFCZinfYS1LRDaaHg,A:UCRAquv8el-tQ30bN7MlmySQ,UC816IGbFCZinfYS1LRDaaHg,UCRAquv8el-tQ30bN7MlmySQ,1,numero de videos compartidos por los dos autores,@ingenieroar,@iamjimalesssa
A:UC816IGbFCZinfYS1LRDaaHg,A:UCRvPToDkkumha7WJAfCDk1A,UC816IGbFCZinfYS1LRDaaHg,UCRvPToDkkumha7WJAfCDk1A,1,numero de videos compartidos por los dos autores,@ingenieroar,@ligiaguerra3057
A:UC816IGbFCZinfYS1LRDaaHg,A:UCUoYsrx1oZnCZ0usbBJn4fA,UC816IGbFCZinfYS1LRDaaHg,UCUoYsrx1oZnCZ0usbBJn4fA,1,numero de videos compartidos por los dos autores,@ingenieroar,@AnaDiaz-re9sq
A:UC816IGbFCZinfYS1LRDaaHg,A:UCV0lM03g5fg5pbPj97-sAtA,UC816IGbFCZinfYS1LRDaaHg,UCV0lM03g5fg5pbPj97-sAtA,1,numero de videos compartidos por los dos autores,@ingenieroar,@genarodelgado3929
A:UC816IGbFCZinfYS1LRDaaHg,A:UCW-JC6lebVmf2P1dmY_L94g,UC816IGbFCZinfYS1LRDaaHg,UCW-JC6lebVmf2P1dmY_L94g,1,numero de videos compartidos por los dos autores,@ingenieroar,@dinoraoroxon5771
A:UC816IGbFCZinfYS1LRDaaHg,A:UCW80DaMjQlEUibC98Cot-Dg,UC816IGbFCZinfYS1LRDaaHg,UCW80DaMjQlEUibC98Cot-Dg,1,numero de videos compartidos por los dos autores,@ingenieroar,@rogeraldana4289
A:UC816IGbFCZinfYS1LRDaaHg,A:UCWoAVGVqCn4xtINCMOTM4jg,UC816IGbFCZinfYS1LRDaaHg,UCWoAVGVqCn4xtINCMOTM4jg,1,numero de videos compartidos por los dos autores,@ingenieroar,@OmarMartinez-vv8re
A:UC816IGbFCZinfYS1LRDaaHg,A:UCZeIIQrGAedW8tCbKWmGY-A,UC816IGbFCZinfYS1LRDaaHg,UCZeIIQrGAedW8tCbKWmGY-A,1,numero de videos compartidos por los dos autores,@ingenieroar,@mariocordon8873
A:UC816IGbFCZinfYS1LRDaaHg,A:UC_LYoGs5C3mbZKZuKuqYCvw,UC816IGbFCZinfYS1LRDaaHg,UC_LYoGs5C3mbZKZuKuqYCvw,1,numero de videos compartidos por los dos autores,@ingenieroar,@javiercifuentesarchila6041
A:UC816IGbFCZinfYS1LRDaaHg,A:UCaKAjTW9MVub_clgr4DRYjQ,UC816IGbFCZinfYS1LRDaaHg,UCaKAjTW9MVub_clgr4DRYjQ,1,numero de videos compartidos por los dos autores,@ingenieroar,@josecastillo4390
A:UC816IGbFCZinfYS1LRDaaHg,A:UCdFlugHJJa4l3YqWuNRmvXw,UC816IGbFCZinfYS1LRDaaHg,UCdFlugHJJa4l3YqWuNRmvXw,1,numero de videos compartidos por los dos autores,@ingenieroar,@MarcosCarillo-b1r
A:UC816IGbFCZinfYS1LRDaaHg,A:UCe8JZoYkX5oKUZyivHYdXhw,UC816IGbFCZinfYS1LRDaaHg,UCe8JZoYkX5oKUZyivHYdXhw,1,numero de videos compartidos por los dos autores,@ingenieroar,@FernandoGarcia-jg1fj
A:UC816IGbFCZinfYS1LRDaaHg,A:UCeDNEtI8_a42bZ47wJiJMwQ,UC816IGbFCZinfYS1LRDaaHg,UCeDNEtI8_a42bZ47wJiJMwQ,1,numero de videos compartidos por los dos autores,@ingenieroar,@EdgarcalderonCalderong
A:UC816IGbFCZinfYS1LRDaaHg,A:UCgJNFj5dnxXpcMvmuhZDPxA,UC816IGbFCZinfYS1LRDaaHg,UCgJNFj5dnxXpcMvmuhZDPxA,1,numero de videos compartidos por los dos autores,@ingenieroar,@NataliaRodriguez-rx5mr
A:UC816IGbFCZinfYS1LRDaaHg,A:UCgQw_Sbq3ugruDUKsq1e0-A,UC816IGbFCZinfYS1LRDaaHg,UCgQw_Sbq3ugruDUKsq1e0-A,1,numero de videos compartidos por los dos autores,@ingenieroar,@marlenareano-h4t
A:UC816IGbFCZinfYS1LRDaaHg,A:UCiC-Jn7wdgyQV4_Urk0DkWQ,UC816IGbFCZinfYS1LRDaaHg,UCiC-Jn7wdgyQV4_Urk0DkWQ,1,numero de videos compartidos por los dos autores,@ingenieroar,@pedroros6358
A:UC816IGbFCZinfYS1LRDaaHg,A:UCkVtmkK07b2zaVVNssX4lOg,UC816IGbFCZinfYS1LRDaaHg,UCkVtmkK07b2zaVVNssX4lOg,1,numero de videos compartidos por los dos autores,@ingenieroar,@HectorElias-u2l
A:UC816IGbFCZinfYS1LRDaaHg,A:UCkbsS_3D-pvg1iHOld9uvIg,UC816IGbFCZinfYS1LRDaaHg,UCkbsS_3D-pvg1iHOld9uvIg,1,numero de videos compartidos por los dos autores,@ingenieroar,@gonzalo6075
A:UC816IGbFCZinfYS1LRDaaHg,A:UClhMWQ7XKWywYvbRnuf8QsA,UC816IGbFCZinfYS1LRDaaHg,UClhMWQ7XKWywYvbRnuf8QsA,1,numero de videos compartidos por los dos autores,@ingenieroar,@EcPerez-zz9oh
A:UC816IGbFCZinfYS1LRDaaHg,A:UClqA491Xa5fQcXcJJa-vTWw,UC816IGbFCZinfYS1LRDaaHg,UClqA491Xa5fQcXcJJa-vTWw,1,numero de videos compartidos por los dos autores,@ingenieroar,@AndresLemus-k2d
A:UC816IGbFCZinfYS1LRDaaHg,A:UColMq7LmaoY3MT6aIDGrGvA,UC816IGbFCZinfYS1LRDaaHg,UColMq7LmaoY3MT6aIDGrGvA,1,numero de videos compartidos por los dos autores,@ingenieroar,@quijotachapina1
A:UC816IGbFCZinfYS1LRDaaHg,A:UCpe5jW3MIqkgTJ-PgkzvM6Q,UC816IGbFCZinfYS1LRDaaHg,UCpe5jW3MIqkgTJ-PgkzvM6Q,1,numero de videos compartidos por los dos autores,@ingenieroar,@carloslam5333
A:UC816IGbFCZinfYS1LRDaaHg,A:UCpsKOkt5iWTbenzeuq7dsmQ,UC816IGbFCZinfYS1LRDaaHg,UCpsKOkt5iWTbenzeuq7dsmQ,1,numero de videos compartidos por los dos autores,@ingenieroar,@inge_vergueta
A:UC816IGbFCZinfYS1LRDaaHg,A:UCqCrvuoJpC-aVb0f4logQRQ,UC816IGbFCZinfYS1LRDaaHg,UCqCrvuoJpC-aVb0f4logQRQ,1,numero de videos compartidos por los dos autores,@ingenieroar,@Lyrics_GT
A:UC816IGbFCZinfYS1LRDaaHg,A:UCsGoJEvb-cFPZ2rWoJcXzEQ,UC816IGbFCZinfYS1LRDaaHg,UCsGoJEvb-cFPZ2rWoJcXzEQ,1,numero de videos compartidos por los dos autores,@ingenieroar,@sergiohinestroza9709
A:UC816IGbFCZinfYS1LRDaaHg,A:UCu8_3-Wg-YzNyvHYQDEscfw,UC816IGbFCZinfYS1LRDaaHg,UCu8_3-Wg-YzNyvHYQDEscfw,1,numero de videos compartidos por los dos autores,@ingenieroar,@RolandoCastroPérez-d7y
A:UC816IGbFCZinfYS1LRDaaHg,A:UCuXmOjxC-htcprLgeVXz6Tg,UC816IGbFCZinfYS1LRDaaHg,UCuXmOjxC-htcprLgeVXz6Tg,1,numero de videos compartidos por los dos autores,@ingenieroar,@jorgeaguilar-bq3uj
A:UC816IGbFCZinfYS1LRDaaHg,A:UCwgCc9Jd_gG-uLE_SY-FfPg,UC816IGbFCZinfYS1LRDaaHg,UCwgCc9Jd_gG-uLE_SY-FfPg,1,numero de videos compartidos por los dos autores,@ingenieroar,@armindapenados2841
A:UC816IGbFCZinfYS1LRDaaHg,A:UCwjUvRseNtJoItylIyIez7Q,UC816IGbFCZinfYS1LRDaaHg,UCwjUvRseNtJoItylIyIez7Q,1,numero de videos compartidos por los dos autores,@ingenieroar,@Silviazea
A:UC816IGbFCZinfYS1LRDaaHg,A:UCylqlpsh8ENNM1LqgQ1KbxA,UC816IGbFCZinfYS1LRDaaHg,UCylqlpsh8ENNM1LqgQ1KbxA,1,numero de videos compartidos por los dos autores,@ingenieroar,@Jel.Awesh.M
A:UC8F2V63KZ4ZEay6opX2hAQw,A:UC8G5cJONY8L9voMyBW8Eoug,UC8F2V63KZ4ZEay6opX2hAQw,UC8G5cJONY8L9voMyBW8Eoug,1,numero de videos compartidos por los dos autores,@carmenr6311,@luisparedes-pw6qt
A:UC8F2V63KZ4ZEay6opX2hAQw,A:UC8r11yOugM2NuRfitQOxLLg,UC8F2V63KZ4ZEay6opX2hAQw,UC8r11yOugM2NuRfitQOxLLg,1,numero de videos compartidos por los dos autores,@carmenr6311,@cesaraugustomoralesmonroy6907
A:UC8F2V63KZ4ZEay6opX2hAQw,A:UC9vMq1YF-e7C-VO0SHkbUTA,UC8F2V63KZ4ZEay6opX2hAQw,UC9vMq1YF-e7C-VO0SHkbUTA,1,numero de videos compartidos por los dos autores,@carmenr6311,@ErvinLeonardoCarreraLatín
A:UC8F2V63KZ4ZEay6opX2hAQw,A:UC9xr9QvIcDvoZNUX5f-jaZw,UC8F2V63KZ4ZEay6opX2hAQw,UC9xr9QvIcDvoZNUX5f-jaZw,1,numero de videos compartidos por los dos autores,@carmenr6311,@MariaaliciaColonmorales
A:UC8F2V63KZ4ZEay6opX2hAQw,A:UCA93ym2TXs_Ibyxb4Vcn-6Q,UC8F2V63KZ4ZEay6opX2hAQw,UCA93ym2TXs_Ibyxb4Vcn-6Q,1,numero de videos compartidos por los dos autores,@carmenr6311,@oswaldosolis8728
A:UC8F2V63KZ4ZEay6opX2hAQw,A:UCAlzM_N6xBlMYmM8EBzX86Q,UC8F2V63KZ4ZEay6opX2hAQw,UCAlzM_N6xBlMYmM8EBzX86Q,1,numero de videos compartidos por los dos autores,@carmenr6311,@carlossoto3252
A:UC8F2V63KZ4ZEay6opX2hAQw,A:UCAmtbUiIrUIhikru0ZoTFig,UC8F2V63KZ4ZEay6opX2hAQw,UCAmtbUiIrUIhikru0ZoTFig,1,numero de videos compartidos por los dos autores,@carmenr6311,@Aura-vf6dm
A:UC8F2V63KZ4ZEay6opX2hAQw,A:UCB5p8a5gklc80jJItP6xTHg,UC8F2V63KZ4ZEay6opX2hAQw,UCB5p8a5gklc80jJItP6xTHg,1,numero de videos compartidos por los dos autores,@carmenr6311,@ernestogamboa8737
