node_id,raw_id,node_type,display_name,handle,channel_id,channel_name,category,source_query,view_count,degree,strength,n_comentarios_observados,n_videos_comentados
A:UClqA491Xa5fQcXcJJa-vTWw,UClqA491Xa5fQcXcJJa-vTWw,author,@AndresLemus-k2d,@AndresLemus-k2d,,,,,,48,48,1,1
A:UCRAquv8el-tQ30bN7MlmySQ,UCRAquv8el-tQ30bN7MlmySQ,author,@iamjimalesssa,@iamjimalesssa,,,,,,48,48,1,1
A:UCRvPToDkkumha7WJAfCDk1A,UCRvPToDkkumha7WJAfCDk1A,author,@ligiaguerra3057,@ligiaguerra3057,,,,,,48,48,1,1
A:UCQqlPPUGqAfWjd-FSh_qn7Q,UCQqlPPUGqAfWjd-FSh_qn7Q,author,@estuardoargueta137,@estuardoargueta137,,,,,,48,48,1,1
A:UCW80DaMjQlEUibC98Cot-Dg,UCW80DaMjQlEUibC98Cot-Dg,author,@rogeraldana4289,@rogeraldana4289,,,,,,48,48,1,1
A:UCW-JC6lebVmf2P1dmY_L94g,UCW-JC6lebVmf2P1dmY_L94g,author,@dinoraoroxon5771,@dinoraoroxon5771,,,,,,48,48,1,1
A:UCZeIIQrGAedW8tCbKWmGY-A,UCZeIIQrGAedW8tCbKWmGY-A,author,@mariocordon8873,@mariocordon8873,,,,,,48,48,1,1
A:UC_LYoGs5C3mbZKZuKuqYCvw,UC_LYoGs5C3mbZKZuKuqYCvw,author,@javiercifuentesarchila6041,@javiercifuentesarchila6041,,,,,,48,48,1,1
A:UCQyOePccUP-fIJYzchAgZYw,UCQyOePccUP-fIJYzchAgZYw,author,@aguilar4254,@aguilar4254,,,,,,48,48,1,1
A:UCV0lM03g5fg5pbPj97-sAtA,UCV0lM03g5fg5pbPj97-sAtA,author,@genarodelgado3929,@genarodelgado3929,,,,,,48,48,1,1
A:UCWoAVGVqCn4xtINCMOTM4jg,UCWoAVGVqCn4xtINCMOTM4jg,author,@OmarMartinez-vv8re,@OmarMartinez-vv8re,,,,,,48,48,1,1
A:UCwjUvRseNtJoItylIyIez7Q,UCwjUvRseNtJoItylIyIez7Q,author,@Silviazea,@Silviazea,,,,,,48,48,1,1
A:UCuXmOjxC-htcprLgeVXz6Tg,UCuXmOjxC-htcprLgeVXz6Tg,author,@jorgeaguilar-bq3uj,@jorgeaguilar-bq3uj,,,,,,48,48,1,1
A:UCu8_3-Wg-YzNyvHYQDEscfw,UCu8_3-Wg-YzNyvHYQDEscfw,author,@RolandoCastroPérez-d7y,@RolandoCastroPérez-d7y,,,,,,48,48,1,1
A:UCwgCc9Jd_gG-uLE_SY-FfPg,UCwgCc9Jd_gG-uLE_SY-FfPg,author,@armindapenados2841,@armindapenados2841,,,,,,48,48,1,1
A:UC5hvEnRUzI4Kfvwnyi4QxqQ,UC5hvEnRUzI4Kfvwnyi4QxqQ,author,@leonelsantizo5281,@leonelsantizo5281,,,,,,48,48,1,1
A:UC4Avya4kmR4Q0FrfFdBozSQ,UC4Avya4kmR4Q0FrfFdBozSQ,author,@davidlima1348,@davidlima1348,,,,,,48,48,1,1
A:UC3UVO7pTbeYvZ3ILEyRDskQ,UC3UVO7pTbeYvZ3ILEyRDskQ,author,@rosaelenaargueta79,@rosaelenaargueta79,,,,,,48,48,1,1
A:UC32oozucwCF3q8d4m8fyOUg,UC32oozucwCF3q8d4m8fyOUg,author,@RauldejesusOlivagonzalez,@RauldejesusOlivagonzalez,,,,,,48,48,1,1
A:UC1DpqK6vaPEkBOMNvypsKYg,UC1DpqK6vaPEkBOMNvypsKYg,author,@HectorCarranza-u4j4o,@HectorCarranza-u4j4o,,,,,,48,48,1,1
A:UCjZgFEowMBrsjodqfovzdKw,UCjZgFEowMBrsjodqfovzdKw,author,@franciscoflores3120,@franciscoflores3120,,,,,,43,43,2,2
A:UC0HvfEWozTHbwl_iEmJNvVA,UC0HvfEWozTHbwl_iEmJNvVA,author,@OttoPalencia-b7r,@OttoPalencia-b7r,,,,,,31,31,1,1
A:UC3YpzAr7pcdKC7BVFEpYzog,UC3YpzAr7pcdKC7BVFEpYzog,author,@carmenfigueroa1232,@carmenfigueroa1232,,,,,,31,31,1,1
A:UC14qlobYKqD-DO0j6b75lcA,UC14qlobYKqD-DO0j6b75lcA,author,@megavision4488,@megavision4488,,,,,,31,31,1,1
A:UCtsxPYw8VUsH_FfnKg-0lmw,UCtsxPYw8VUsH_FfnKg-0lmw,author,@AlejandroPérez-b6r,@AlejandroPérez-b6r,,,,,,31,31,1,1
A:UCwxoKK59nGCeBqB2sXfDBIw,UCwxoKK59nGCeBqB2sXfDBIw,author,@vic-bonivideos,@vic-bonivideos,,,,,,31,31,1,1
A:UCvDwJBBY1mHK70aTEYl6rsA,UCvDwJBBY1mHK70aTEYl6rsA,author,@cristianescobedo8296,@cristianescobedo8296,,,,,,31,31,1,1
A:UCtCtts20bW6F9CSohau51Iw,UCtCtts20bW6F9CSohau51Iw,author,@carlosgranados9875,@carlosgranados9875,,,,,,31,31,2,1
A:UCql1n3Ey6ULMSOACjMe-fxQ,UCql1n3Ey6ULMSOACjMe-fxQ,author,@RolandoGonzalez-o7g,@RolandoGonzalez-o7g,,,,,,31,31,1,1
A:UCFybmWapGvBKcQod7cPPH9w,UCFybmWapGvBKcQod7cPPH9w,author,@vitalianochavez8382,@vitalianochavez8382,,,,,,31,31,1,1
A:UCoGdCoJg2Lh0OX_jv6cG16g,UCoGdCoJg2Lh0OX_jv6cG16g,author,@Israel-u5i7i,@Israel-u5i7i,,,,,,31,31,2,1
A:UC1NiEdJ7gk6FlDexIalWnGg,UC1NiEdJ7gk6FlDexIalWnGg,author,@BorisTebalán,@BorisTebalán,,,,,,31,31,1,1
A:UCa36MjQLoPAmgJo-R3G8WQA,UCa36MjQLoPAmgJo-R3G8WQA,author,@elsasalguero6914,@elsasalguero6914,,,,,,31,31,1,1
A:UChyps3dqY-VY1_wLeq-2lhw,UChyps3dqY-VY1_wLeq-2lhw,author,@maydamorales4395,@maydamorales4395,,,,,,31,31,1,1
A:UCheEJ5GZuIvV0fj-nXyVwXw,UCheEJ5GZuIvV0fj-nXyVwXw,author,@rosaoliva9389,@rosaoliva9389,,,,,,31,31,1,1
A:UCiOZX__1gahg1ypIj0_XG_w,UCiOZX__1gahg1ypIj0_XG_w,author,@mariogonzalezorellana8956,@mariogonzalezorellana8956,,,,,,31,31,1,1
A:UCEHXl4VvvVpq-_4xC5tsbhg,UCEHXl4VvvVpq-_4xC5tsbhg,author,@anibalg47,@anibalg47,,,,,,31,31,1,1
A:UCgGqw4aqMdMVSGkKiMgrJRQ,UCgGqw4aqMdMVSGkKiMgrJRQ,author,@pattyfigueroa5609,@pattyfigueroa5609,,,,,,31,31,1,1
A:UCeQk-WfEA-cJRq4EKeE7TOw,UCeQk-WfEA-cJRq4EKeE7TOw,author,@franciscojuarez9223,@franciscojuarez9223,,,,,,31,31,1,1
A:UCfo_yUPzy1f1POwwZxhZ06Q,UCfo_yUPzy1f1POwwZxhZ06Q,author,@lara11roberto,@lara11roberto,,,,,,31,31,1,1
A:UCWvntqPQx99k_Z_skWKqNSA,UCWvntqPQx99k_Z_skWKqNSA,author,@AntonioChiyal-x5s,@AntonioChiyal-x5s,,,,,,31,31,1,1
A:UCaT4saRcyqCLE657Rq2hhZQ,UCaT4saRcyqCLE657Rq2hhZQ,author,@elmilenial4064,@elmilenial4064,,,,,,31,31,1,1
A:UCV3fr-YOixFKCZBbJP1-X4w,UCV3fr-YOixFKCZBbJP1-X4w,author,@albertoshernandez5251,@albertoshernandez5251,,,,,,31,31,5,1
A:UCRfkkatKrNtAARnXMMYBGlA,UCRfkkatKrNtAARnXMMYBGlA,author,@BernerSoza-mg3vx,@BernerSoza-mg3vx,,,,,,31,31,1,1
A:UCWaRixDdpgllTBf4V0jPnKQ,UCWaRixDdpgllTBf4V0jPnKQ,author,@hectormaaz5523,@hectormaaz5523,,,,,,31,31,2,1
A:UCZFQwqh90apuL8eFhvRBkUg,UCZFQwqh90apuL8eFhvRBkUg,author,@luisricardo9671,@luisricardo9671,,,,,,31,31,1,1
A:UCyJhqmMbsvjpoarBBStA2kg,UCyJhqmMbsvjpoarBBStA2kg,author,@Murmullodelbarrio,@Murmullodelbarrio,,,,,,31,31,6,1
A:UC63tFvbQ_hJhGDi2nbjssjw,UC63tFvbQ_hJhGDi2nbjssjw,author,@AbigailRodas-w2r,@AbigailRodas-w2r,,,,,,31,31,1,1
A:UCp29O_C7cchZV8IxV7Crdag,UCp29O_C7cchZV8IxV7Crdag,author,@robertoescobar5507,@robertoescobar5507,,,,,,31,31,2,1
A:UC-HeUTT6_g-VoiWds2a4H-w,UC-HeUTT6_g-VoiWds2a4H-w,author,@JorgeMunoz-gd9et,@JorgeMunoz-gd9et,,,,,,31,31,1,1
A:UC-Iul5tDYH_oiAMXQH-KaaQ,UC-Iul5tDYH_oiAMXQH-KaaQ,author,@AlbertoMancilla-p9h,@AlbertoMancilla-p9h,,,,,,31,31,1,1
A:UCvcu1kR8xMYy_I1Ty-2mV2Q,UCvcu1kR8xMYy_I1Ty-2mV2Q,author,@hashojea7348,@hashojea7348,,,,,,28,29,4,3
A:UCi-vPdnpQreC7BkFs40mJGA,UCi-vPdnpQreC7BkFs40mJGA,author,@bryansicasales4280,@bryansicasales4280,,,,,,24,24,1,1
A:UCFOxCyF926Y9eHhMeVoWLzw,UCFOxCyF926Y9eHhMeVoWLzw,author,@arielsarc09,@arielsarc09,,,,,,24,24,1,1
A:UCGqKxQS-z3NZzZF-2w338AA,UCGqKxQS-z3NZzZF-2w338AA,author,@samuelaguilar529,@samuelaguilar529,,,,,,24,24,1,1
A:UCRcSR3Lvn9DZAmJpVPANfZQ,UCRcSR3Lvn9DZAmJpVPANfZQ,author,@WalksandSuch,@WalksandSuch,,,,,,24,24,1,1
A:UCs_5qeqdku9tGAq22y3OcuQ,UCs_5qeqdku9tGAq22y3OcuQ,author,@alexandrevasquez4135,@alexandrevasquez4135,,,,,,24,24,1,1
A:UCqilIa8r7iek5sGYg_q6ofA,UCqilIa8r7iek5sGYg_q6ofA,author,@rolandojuchuna484,@rolandojuchuna484,,,,,,24,24,1,1
A:UCtMBF_1O2jY2INlb_luuB_A,UCtMBF_1O2jY2INlb_luuB_A,author,@mynorgudiel8646,@mynorgudiel8646,,,,,,24,24,1,1
A:UCHMQ_lDhibZ-XZ_3fo6oxwg,UCHMQ_lDhibZ-XZ_3fo6oxwg,author,@crislexrubi4387,@crislexrubi4387,,,,,,24,24,1,1
A:UCRznz9-N3Qc1w-qNdLSIY2Q,UCRznz9-N3Qc1w-qNdLSIY2Q,author,@jimmygomez724,@jimmygomez724,,,,,,24,24,1,1
A:UC_ljZ1hZXR9pzexFz87P5ZA,UC_ljZ1hZXR9pzexFz87P5ZA,author,@ChRiStOpHeR7969,@ChRiStOpHeR7969,,,,,,24,24,1,1
A:UC5fvhAfm89JH8eDFdvc0xYw,UC5fvhAfm89JH8eDFdvc0xYw,author,@isaidiaz2388,@isaidiaz2388,,,,,,24,24,1,1
A:UC5PyGvSfFM--OVKmQ3COu6g,UC5PyGvSfFM--OVKmQ3COu6g,author,@FreddyGmez,@FreddyGmez,,,,,,24,24,1,1
A:UCxKR3RA8T-kxMgq_2WWhRcQ,UCxKR3RA8T-kxMgq_2WWhRcQ,author,@elenaluarca9377,@elenaluarca9377,,,,,,24,24,1,1
A:UCwUAv3_LpWVtTIi7lkmTL7A,UCwUAv3_LpWVtTIi7lkmTL7A,author,@kingr4706,@kingr4706,,,,,,24,24,1,1
A:UC0RpuMwkDKJYqgKHtsJRuWQ,UC0RpuMwkDKJYqgKHtsJRuWQ,author,@sabinamarinaguerra3248,@sabinamarinaguerra3248,,,,,,24,24,1,1
A:UC0aEyakBPqcBkVJiErfSupQ,UC0aEyakBPqcBkVJiErfSupQ,author,@jhonymanuel9891,@jhonymanuel9891,,,,,,24,24,1,1
A:UCyzf29IYjNw67gGIfsjgtxA,UCyzf29IYjNw67gGIfsjgtxA,author,@carlosoliva9249,@carlosoliva9249,,,,,,24,24,1,1
A:UCgLrWFdYitoP-b7-PxtUr-w,UCgLrWFdYitoP-b7-PxtUr-w,author,@zetag,@zetag,,,,,,24,24,1,1
A:UCIp19h9igblA2YKfSLPDAug,UCIp19h9igblA2YKfSLPDAug,author,@JoseReyes-rn6sh,@JoseReyes-rn6sh,,,,,,24,24,1,1
A:UCIUhbSCy3-SGRe5UtqM4fzQ,UCIUhbSCy3-SGRe5UtqM4fzQ,author,@jeanmorales1677,@jeanmorales1677,,,,,,24,24,1,1
A:UCaT6M2zp7X6r6Whd8Vv3kHQ,UCaT6M2zp7X6r6Whd8Vv3kHQ,author,@alexarcos8349,@alexarcos8349,,,,,,24,24,1,1
A:UCbrtvygfRT6QXqWDNrOf-cA,UCbrtvygfRT6QXqWDNrOf-cA,author,@Alejandro00710,@Alejandro00710,,,,,,23,24,2,2
A:UCgLurCo-e019HGODcjXHWCw,UCgLurCo-e019HGODcjXHWCw,author,@perritojuega1,@perritojuega1,,,,,,24,24,1,1
A:UCSTAUWVc1_82DHYeqOsqEFA,UCSTAUWVc1_82DHYeqOsqEFA,author,@TheAlexX_C,@TheAlexX_C,,,,,,24,24,1,1
A:UCY7Hq7F9Lnucf-Yr6JkHZNw,UCY7Hq7F9Lnucf-Yr6JkHZNw,author,@maynorcalel1442,@maynorcalel1442,,,,,,24,24,1,1
A:UCXmrpc6Li0spcKxtS0Q_ptg,UCXmrpc6Li0spcKxtS0Q_ptg,author,@melvinperez6710,@melvinperez6710,,,,,,24,24,1,1
A:UCuP4UK33HKtJE_S39ksmaTw,UCuP4UK33HKtJE_S39ksmaTw,author,@herbertaguilar1387,@herbertaguilar1387,,,,,,18,18,1,1
A:UCusjriFsDHEc2AOjqk-p5ig,UCusjriFsDHEc2AOjqk-p5ig,author,@pablobarrios7931,@pablobarrios7931,,,,,,18,18,1,1
A:UCN2N_wYOw6fMwCeSzdXLPIw,UCN2N_wYOw6fMwCeSzdXLPIw,author,@danielantoniogonzalezflore4901,@danielantoniogonzalezflore4901,,,,,,18,18,1,1
A:UCf5lnNZF7Qrtli9v4N_23WQ,UCf5lnNZF7Qrtli9v4N_23WQ,author,@CarlosCortez-v5r,@CarlosCortez-v5r,,,,,,18,18,1,1
A:UCbYoNG5J3Au5BqtbXogfEFw,UCbYoNG5J3Au5BqtbXogfEFw,author,@Luis-gn3fj,@Luis-gn3fj,,,,,,18,18,1,1
A:UCg3eIfd7BrsLEqS0BLkftHA,UCg3eIfd7BrsLEqS0BLkftHA,author,@ErmePérez-q4s,@ErmePérez-q4s,,,,,,18,18,3,1
A:UClsrFGJKWPxxw7MiaEdKLXw,UClsrFGJKWPxxw7MiaEdKLXw,author,@ericapaz5406,@ericapaz5406,,,,,,18,18,1,1
A:UCGX_UbAQOXGZknv5iqklwTA,UCGX_UbAQOXGZknv5iqklwTA,author,@ronaldgarcia8522,@ronaldgarcia8522,,,,,,18,18,1,1
A:UCPZueDLrCS4BmTBRMA4q0fA,UCPZueDLrCS4BmTBRMA4q0fA,author,@kevinochoa3695,@kevinochoa3695,,,,,,18,18,1,1
A:UCgQJgI9vu1FI2dnC9mrFthw,UCgQJgI9vu1FI2dnC9mrFthw,author,@srms70,@srms70,,,,,,18,18,1,1
A:UCNIeXbV_mEwpa412h1aqUWw,UCNIeXbV_mEwpa412h1aqUWw,author,@juandeleon9060,@juandeleon9060,,,,,,18,18,3,1
A:UCVQf0tzL7xRzFJsABVVULpg,UCVQf0tzL7xRzFJsABVVULpg,author,@DennisseLopetegi,@DennisseLopetegi,,,,,,18,18,1,1
A:UCAV7QIjYhbDJaycQycM_0eQ,UCAV7QIjYhbDJaycQycM_0eQ,author,@mariavail8998,@mariavail8998,,,,,,18,18,1,1
A:UC1Y7x3h0c95Z8kUhi-Tzaeg,UC1Y7x3h0c95Z8kUhi-Tzaeg,author,@rosadiaz9235,@rosadiaz9235,,,,,,18,18,1,1
A:UC8xlJWNHz1V_W6q3fbuQH8g,UC8xlJWNHz1V_W6q3fbuQH8g,author,@NormaLópez-v7e,@NormaLópez-v7e,,,,,,18,18,1,1
A:UC7IMsCxfZyWN7YQo8-JYa6Q,UC7IMsCxfZyWN7YQo8-JYa6Q,author,@Burgos68,@Burgos68,,,,,,18,18,2,1
A:UCtNyHmRZtvGF2hSvI2dUBWw,UCtNyHmRZtvGF2hSvI2dUBWw,author,@aureliomaldonado4793,@aureliomaldonado4793,,,,,,18,18,2,1
A:UC1WlJfQmaIskYhP4gmWoamw,UC1WlJfQmaIskYhP4gmWoamw,author,@marthareiss5434,@marthareiss5434,,,,,,17,17,1,1
A:UCBlm80VQ4YoV3bUJR_XhkaQ,UCBlm80VQ4YoV3bUJR_XhkaQ,author,@rosadiaz6945,@rosadiaz6945,,,,,,17,17,2,1
A:UCrqXyRsg-_hTosURZ-uvoKg,UCrqXyRsg-_hTosURZ-uvoKg,author,@flornolberto2425,@flornolberto2425,,,,,,17,17,1,1
A:UCp_dAUfv8i3LW3zWc24dLaQ,UCp_dAUfv8i3LW3zWc24dLaQ,author,@MarioCortez-o6v,@MarioCortez-o6v,,,,,,17,17,1,1
A:UCozFYHN0e_-vlQbX3wQGOug,UCozFYHN0e_-vlQbX3wQGOug,author,@jesusguzman2321,@jesusguzman2321,,,,,,17,17,1,1
A:UC-QOpE7GOxlXcHZ8b7HbQKA,UC-QOpE7GOxlXcHZ8b7HbQKA,author,@mariaalexander427,@mariaalexander427,,,,,,17,17,2,1
A:UCtiHFjFu7d5v2XxHnKFUYig,UCtiHFjFu7d5v2XxHnKFUYig,author,@Paul-gf7ec,@Paul-gf7ec,,,,,,17,17,1,1
A:UCPNXmbOBVeC4HS-xemvcPtQ,UCPNXmbOBVeC4HS-xemvcPtQ,author,@BelkisRodriguezRamirez,@BelkisRodriguezRamirez,,,,,,17,17,1,1
A:UCi2KiZq63sRq8Mfbcp-MelQ,UCi2KiZq63sRq8Mfbcp-MelQ,author,@eugeneramirez4405,@eugeneramirez4405,,,,,,17,17,6,1
A:UCGZMgmM92E3njyXNe9-kjAQ,UCGZMgmM92E3njyXNe9-kjAQ,author,@pasionpornada,@pasionpornada,,,,,,17,17,1,1
A:UCOLHH4ZpMxPYF-Q6e6wvn5A,UCOLHH4ZpMxPYF-Q6e6wvn5A,author,@luisroldan7374,@luisroldan7374,,,,,,17,17,1,1
A:UCbNanjFI51cwGqMAb2rOrBw,UCbNanjFI51cwGqMAb2rOrBw,author,@RosaMontesdeOca777,@RosaMontesdeOca777,,,,,,17,17,1,1
A:UCat2qkYvqmtDNEmo2PVuhXw,UCat2qkYvqmtDNEmo2PVuhXw,author,@DoraSalas-j5o,@DoraSalas-j5o,,,,,,17,17,1,1
A:UCVdjCrh4tQoX3haNAZv-n5A,UCVdjCrh4tQoX3haNAZv-n5A,author,@aurahernandez5646,@aurahernandez5646,,,,,,17,17,1,1
A:UCIgoiXdIKJyUGmUoH2Lxdzg,UCIgoiXdIKJyUGmUoH2Lxdzg,author,@susievidal4134,@susievidal4134,,,,,,17,17,1,1
A:UCZjm6U576nX8WOiLhmMR3bw,UCZjm6U576nX8WOiLhmMR3bw,author,@MariaNavarroYT,@MariaNavarroYT,,,,,,17,17,1,1
A:UCxhtlxPV8AYWaNNyU6S9H8Q,UCxhtlxPV8AYWaNNyU6S9H8Q,author,@WilR-s8r,@WilR-s8r,,,,,,17,17,1,1
A:UCQMMuADgqWUOcJpLwHOzC-g,UCQMMuADgqWUOcJpLwHOzC-g,author,@Ripped-Yoda,@Ripped-Yoda,,,,,,17,17,1,1
A:UCefAH1MbvADWUjE9WVcB9EQ,UCefAH1MbvADWUjE9WVcB9EQ,author,@jabriz8152,@jabriz8152,,,,,,15,15,1,1
A:UCc_F88PzGWtA1OPNUEASulA,UCc_F88PzGWtA1OPNUEASulA,author,@rockyscarlet,@rockyscarlet,,,,,,15,15,1,1
A:UCdQAuWwyC99MB7Y02Umj26Q,UCdQAuWwyC99MB7Y02Umj26Q,author,@miguelbran1268,@miguelbran1268,,,,,,15,15,1,1
A:UCXl30Y_upRqbti52fmjK4YA,UCXl30Y_upRqbti52fmjK4YA,author,@capitanfrans,@capitanfrans,,,,,,15,15,1,1
A:UCTTILH6QCIxbTnEWxwRqs1g,UCTTILH6QCIxbTnEWxwRqs1g,author,@3762Jorge,@3762Jorge,,,,,,15,15,1,1
A:UCXO1BBohNWXkK9SBDAG2ySg,UCXO1BBohNWXkK9SBDAG2ySg,author,@JBFlute92,@JBFlute92,,,,,,15,15,1,1
A:UCkxdJ_yGN2gghOMo2ybQtXQ,UCkxdJ_yGN2gghOMo2ybQtXQ,author,@11223344An,@11223344An,,,,,,15,15,1,1
A:UCxcoDvP-g2_KTZDmVZtvb3w,UCxcoDvP-g2_KTZDmVZtvb3w,author,@angelmartinez9523,@angelmartinez9523,,,,,,15,15,1,1
A:UCwEe1RKlEv1UpNWmWYfSh4w,UCwEe1RKlEv1UpNWmWYfSh4w,author,@marioramirez299,@marioramirez299,,,,,,15,15,1,1
A:UCXVLc8CmAO813ubM-fLvCDw,UCXVLc8CmAO813ubM-fLvCDw,author,@herminiasaquimux7565,@herminiasaquimux7565,,,,,,15,15,1,1
A:UCcFIBN-rtC3d3hXeuN5TfWw,UCcFIBN-rtC3d3hXeuN5TfWw,author,@DenisRMC,@DenisRMC,,,,,,15,15,1,1
A:UCOY3XpD9qMCRSA8AA8c4CAw,UCOY3XpD9qMCRSA8AA8c4CAw,author,@franciscorodas9686,@franciscorodas9686,,,,,,15,15,1,1
A:UChT7pzGytNd92Nmvi-zuWog,UChT7pzGytNd92Nmvi-zuWog,author,@sparkvalkov,@sparkvalkov,,,,,,15,15,1,1
A:UCCUmP4PlbwgikVFpYwbtRTg,UCCUmP4PlbwgikVFpYwbtRTg,author,@alhvi,@alhvi,,,,,,15,15,1,1
A:UCwCfs-2zbD5k0lG-UVg_JBw,UCwCfs-2zbD5k0lG-UVg_JBw,author,@JessicaHuaz-96,@JessicaHuaz-96,,,,,,12,12,1,1
A:UC_3xuTXvMIWU5MYP9HkJ3vQ,UC_3xuTXvMIWU5MYP9HkJ3vQ,author,@Historia-wm4os,@Historia-wm4os,,,,,,12,12,1,1
A:UCXN2s7DwTJm33xO-pNkAdaA,UCXN2s7DwTJm33xO-pNkAdaA,author,@edithsan7688,@edithsan7688,,,,,,12,12,1,1
A:UCq3mDTTRZnUybct5M9OSXbg,UCq3mDTTRZnUybct5M9OSXbg,author,@MacoMorales-i2i2d,@MacoMorales-i2i2d,,,,,,12,12,1,1
A:UCAxvOOHQk7dYPOajzFEVtbA,UCAxvOOHQk7dYPOajzFEVtbA,author,@ruddydepaz322,@ruddydepaz322,,,,,,12,12,2,1
A:UCO0zwwLWGyDgQmWPJ5Qrr1w,UCO0zwwLWGyDgQmWPJ5Qrr1w,author,@elsalvador3605,@elsalvador3605,,,,,,12,12,1,1
A:UC2ngpd8UBQu4gcUYy0goAtg,UC2ngpd8UBQu4gcUYy0goAtg,author,@juliohernandez7438,@juliohernandez7438,,,,,,12,12,1,1
A:UCvl1tzQeBeGy6efPTRJXSCw,UCvl1tzQeBeGy6efPTRJXSCw,author,@RaulPerez-cw2vi,@RaulPerez-cw2vi,,,,,,12,12,1,1
A:UCfjhejO7LZy4doXURa7LZCQ,UCfjhejO7LZy4doXURa7LZCQ,author,@HonwayLee-z5g,@HonwayLee-z5g,,,,,,12,12,1,1
A:UCfXykdbSU97rj987LDUGfvg,UCfXykdbSU97rj987LDUGfvg,author,@MariaSantos-c8y3h,@MariaSantos-c8y3h,,,,,,12,12,1,1
A:UCIXLDYqR_syskKRJy_x9W9Q,UCIXLDYqR_syskKRJy_x9W9Q,author,@carlitosramirez4739,@carlitosramirez4739,,,,,,12,12,1,1
A:UCLXYp1Cvc5DLtq5UQL5D9vw,UCLXYp1Cvc5DLtq5UQL5D9vw,author,@jorgecifuentes-m5g,@jorgecifuentes-m5g,,,,,,12,12,1,1
A:UCJp3OrVYcBorC94sKwdch_A,UCJp3OrVYcBorC94sKwdch_A,author,@ULJoshmg2011,@ULJoshmg2011,,,,,,9,9,1,1
A:UC5wuDq3U3vRAhOQI3D7gNdw,UC5wuDq3U3vRAhOQI3D7gNdw,author,@allanreneramirezgonzalez534,@allanreneramirezgonzalez534,,,,,,9,9,1,1
A:UC_6KbBY1bsYXz9fwFS0eQRg,UC_6KbBY1bsYXz9fwFS0eQRg,author,@imrcp5694,@imrcp5694,,,,,,9,9,1,1
A:UCZOmq6MwFDVoCaEl99BRRaw,UCZOmq6MwFDVoCaEl99BRRaw,author,@daniloarevalo3170,@daniloarevalo3170,,,,,,9,9,1,1
A:UCVC2QugcI1G4RvlCiUqd1aQ,UCVC2QugcI1G4RvlCiUqd1aQ,author,@rwdm76,@rwdm76,,,,,,9,9,2,1
A:UCnU8wO1OurAmGstDw6VGjgQ,UCnU8wO1OurAmGstDw6VGjgQ,author,@cmorera21,@cmorera21,,,,,,9,9,1,1
A:UCjJf-AJKRFFWtiN-CSwkDmA,UCjJf-AJKRFFWtiN-CSwkDmA,author,@2jose82,@2jose82,,,,,,9,9,1,1
A:UC4kg7zuTfqQKLd2bkZrSYBA,UC4kg7zuTfqQKLd2bkZrSYBA,author,@zoilagarcia9019,@zoilagarcia9019,,,,,,6,6,1,1
A:UC5PrBbmUlQolwqmiru7yZhw,UC5PrBbmUlQolwqmiru7yZhw,author,@lazarochavez8269,@lazarochavez8269,,,,,,6,6,1,1
A:UCLh1Kde4_vI1sTZBkTNP7RQ,UCLh1Kde4_vI1sTZBkTNP7RQ,author,@JoelReynoso-d4r,@JoelReynoso-d4r,,,,,,6,6,1,1
A:UC3iIU62XKUOWuqL8BqBzj9A,UC3iIU62XKUOWuqL8BqBzj9A,author,@antonioduarte2288,@antonioduarte2288,,,,,,6,6,1,1
A:UCFFrEmn6lPYiWyElpfzTy5Q,UCFFrEmn6lPYiWyElpfzTy5Q,author,@denilsonlopez4083,@denilsonlopez4083,,,,,,6,6,1,1
A:UCk4O-J1BhoqPmig1KLGJePA,UCk4O-J1BhoqPmig1KLGJePA,author,@lazarobarillas3575,@lazarobarillas3575,,,,,,6,6,1,1
A:UCHu8x4MVkayU6VgwVKd--MQ,UCHu8x4MVkayU6VgwVKd--MQ,author,@Hernandez-i1o,@Hernandez-i1o,,,,,,6,6,1,1
A:UCfRqgt2O-vjzUDMZY_tnxQw,UCfRqgt2O-vjzUDMZY_tnxQw,author,@Williams-Garcia67E,@Williams-Garcia67E,,,,,,6,6,1,1
A:UCGm3gRBEHGRJYmtCryZLtDw,UCGm3gRBEHGRJYmtCryZLtDw,author,@JoséLopez-g6k,@JoséLopez-g6k,,,,,,6,6,1,1
A:UC9Wp6vL5oCU37qC3Aj94WZA,UC9Wp6vL5oCU37qC3Aj94WZA,author,@ManuelSanchez-b8q2z,@ManuelSanchez-b8q2z,,,,,,6,6,1,1
A:UC094EFEmMSdwVa8NQjjYBXg,UC094EFEmMSdwVa8NQjjYBXg,author,@CelestinoQuej-j7k,@CelestinoQuej-j7k,,,,,,6,6,1,1
A:UCBtB5dIyx-C16UN8ClUD2UA,UCBtB5dIyx-C16UN8ClUD2UA,author,@alexmonzon4257,@alexmonzon4257,,,,,,6,6,1,1
A:UCGj2v6Gl5bN8NSrzJMXS-CA,UCGj2v6Gl5bN8NSrzJMXS-CA,author,@juliogutierrez492,@juliogutierrez492,,,,,,5,5,1,1
A:UCyW68EGZey4ao_Vf2cR5Ztg,UCyW68EGZey4ao_Vf2cR5Ztg,author,@ZabalaXabier,@ZabalaXabier,,,,,,5,5,1,1
A:UCVhif9eV0f8plICen2DnpKA,UCVhif9eV0f8plICen2DnpKA,author,@blogarteplus,@blogarteplus,,,,,,5,5,1,1
