video_id,title,channel_id,channel_name,channel_handle_norm,category,source_query,source_group,view_count_final,publish_date,n_keywords,n_query_hits,description_len,video_url,n_comentarios_observados,n_autores_observados,n_me_gusta_observados,n_respuestas_observadas,tiene_comentarios_observados
soZMwC0Cj18,Lluvias causan inundaciones y deslizamiento en Alta Verapaz,UCEepOY2svuxbsJ-zsAPT9Fg,PrensaLibreOficial,@PrensaLibreOficial,News & Politics,guatemala lluvias,topic,1405,2026-07-09T17:31:25-07:00,15,1,759,https://www.youtube.com/watch?v=soZMwC0Cj18,0,0,0,0,False
sAPrXzrdstM,Funciones del Ministerio de Gobernación,UC8u2nvyHewt-mjdWSj0HJmQ,Ministerio de Gobernación,@mingobguate,News & Politics,Ministerio de Gobernacion Guatemala,official_gov,8970,2016-05-24T17:50:32-07:00,4,1,64,https://www.youtube.com/watch?v=sAPrXzrdstM,0,0,0,0,False
ifJFNGT4azU,Podcast Guatemala Ahora Yo Se: Medidas De Seguridad Con el Lic. Ariel Yos y el Lic. Gabriel Quiñones,UC1B5-Dun1FHWae_rIJdfhow,Ahora Yose,@AhoraYose,People & Blogs,guatemala seguridad,topic,3631,2025-12-20T19:00:05-08:00,0,1,1119,https://www.youtube.com/watch?v=ifJFNGT4azU,0,0,0,0,False
x_CB0ZRLQTA,Ricardo Quiñónez paga con nuestros impuestos netcenter,UCaFyLdpZa60tkGfjOsznHSg,AlcaldexAccidente,@AlcaldexAccidente,People & Blogs,@quorumgt,topic,29419,2023-04-17T12:13:14-07:00,0,1,387,https://www.youtube.com/watch?v=x_CB0ZRLQTA,0,0,0,0,False
iWYddxEszoM,#EnVivoDCA | Conferencia de prensa del Gobierno de Guatemala,UCaivrAhro2BpsJdrPe-IyRg,Diario de Centro América,@dcaguatemala,News & Politics,Gobierno de Guatemala,topic,264,2026-07-02T00:57:24-07:00,0,1,57,https://www.youtube.com/watch?v=iWYddxEszoM,0,0,0,0,False
iEmScdnYQdg,La nueva ruta que evita El Trébol,UCmzHLdcizBNiyN5t2mEPp3A,Tráfico Sin Censura,@TráficoSinCensuraGT,People & Blogs,PMT Guatemala,official_gov,8502,2026-08-04T05:00:35-07:00,21,1,995,https://www.youtube.com/watch?v=iEmScdnYQdg,0,0,0,0,False
TTijnAoFnzY,Conred reprograma simulacro nacional para el 24 de febrero,UCq0Cm-3SKthEySQc2JZBi1A,T13 Noticias Guatemala,@T13NoticiasGuatemala,News & Politics,Conred Guatemala,official_gov,200,2026-02-19T20:30:17-08:00,15,1,84,https://www.youtube.com/watch?v=TTijnAoFnzY,0,0,0,0,False
iBX5DMQSf3s,Conmemoramos el 153 Aniversario de la Escuela Politécnica y Día del cadete.,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,@GobiernodelaRepublicadeGuatema,Entertainment,Gobierno de la República de Guatemala,topic,1264,2026-09-01T09:01:34-07:00,0,1,75,https://www.youtube.com/watch?v=iBX5DMQSf3s,0,0,0,0,False
hy0mwEHr6V0,MI3 será utilizado dentro de las evaluaciones a aspirantes a PNC,UC8u2nvyHewt-mjdWSj0HJmQ,Ministerio de Gobernación,@mingobguate,News & Politics,Policia Nacional Civil Guatemala,official_gov,127595,2020-02-19T15:22:01-08:00,4,1,64,https://www.youtube.com/watch?v=hy0mwEHr6V0,0,0,0,0,False
hGOvuWe8P3Q,🔴ENTREGAN A NOROÑA ALITO NEGOCIA CON MONREAL PREPARAN MEGÁFONOS PORROS DEL PRIAN,UClivsn4u-h1uJkORB6PD9SQ,Vittor Blogs,@VittorBlogs,News & Politics,@GobiernodelaRepublicadeGuatema,topic,6682,2026-09-01T15:13:10-07:00,26,1,983,https://www.youtube.com/watch?v=hGOvuWe8P3Q,0,0,0,0,False
go4jAhCJS0w,Así reaccionaría la guardia presidencial de la Saas en caso de una emergencia,UCEepOY2svuxbsJ-zsAPT9Fg,PrensaLibreOficial,@PrensaLibreOficial,News & Politics,guatemala seguridad,topic,7381,2025-03-21T18:11:55-07:00,7,1,808,https://www.youtube.com/watch?v=go4jAhCJS0w,0,0,0,0,False
gbcggAMJczg,Dionel  Art s Vídeo danzando con la muerte,UCedKfsLot_SfwJrfW5OzpPg,Dionel.Art_music,@Dionel.Art_music,People & Blogs,@GobiernodelaRepublicadeGuatema,topic,7,2025-09-17T06:30:06-07:00,0,1,100,https://www.youtube.com/watch?v=gbcggAMJczg,0,0,0,0,False
iacCQ4VyWWc,"Los conservadores y los liberales, Historia de Guatemala",UC-rcR68a-aLwAnszxTG4--A,Panda 01,@panda0157,People & Blogs,Gobierno de la República de Guatemala,topic,25431,2020-03-22T00:02:09-07:00,0,1,27,https://www.youtube.com/watch?v=iacCQ4VyWWc,0,0,0,0,False
xQgP0n8hVSI,"Primero te usan, y cuando ya no les sirves te desechan.",UC8u2nvyHewt-mjdWSj0HJmQ,Ministerio de Gobernación,@mingobguate,News & Politics,Ministerio de Gobernacion Guatemala,official_gov,28,2026-08-24T08:51:45-07:00,4,1,64,https://www.youtube.com/watch?v=xQgP0n8hVSI,0,0,0,0,False
xEcC_aMDhAk,MINGOB y COPADEH avanzan en la protección de personas defensoras de DDHH,UC8u2nvyHewt-mjdWSj0HJmQ,Ministerio de Gobernación,@mingobguate,News & Politics,Ministerio de Gobernacion Guatemala,official_gov,17,2026-08-28T09:33:31-07:00,4,1,64,https://www.youtube.com/watch?v=xEcC_aMDhAk,0,0,0,0,False
x9TPnjUeuoo,VIDEO INSTITUCIONAL PROVIAL,UCAutgrPkiLhZxTB-Ujje1fw,CIV -Ministerio de Comunicaciones,@CIV_Guatemala,People & Blogs,Provial Guatemala,official_gov,2250,2020-12-18T09:48:36-08:00,0,1,0,https://www.youtube.com/watch?v=x9TPnjUeuoo,0,0,0,0,False
wpYwX-bGoz0,CIV prioriza proyectos con potencial para generar desarrollo en Guatemala,UCAutgrPkiLhZxTB-Ujje1fw,CIV -Ministerio de Comunicaciones,@CIV_Guatemala,People & Blogs,Ministerio de Comunicaciones Guatemala,official_gov,468,2021-07-19T13:14:32-07:00,0,1,263,https://www.youtube.com/watch?v=wpYwX-bGoz0,0,0,0,0,False
wm1f52Mvzag,Gloria Álvarez: ¿Podría ser la próxima presidenta de Guatemala?,UCN5tcDI7z6vN9s3p3n_JtoQ,Jorge Ramos,@jorgeramos-asiveolascosas,News & Politics,guatemala politica,topic,31357,2025-07-31T22:27:56-07:00,0,1,1427,https://www.youtube.com/watch?v=wm1f52Mvzag,0,0,0,0,False
wYZPaJdVuhE,#LaCharla ¿Quién dirigirá el sistema portuario y qué decisiones debe tomar primero?,UCDaIW3kDab95q7iCSeVAnbQ,Guatevisión,@guatevision_oficial,News & Politics,@quorumgt,topic,202,2026-09-01T07:00:07-07:00,2,1,612,https://www.youtube.com/watch?v=wYZPaJdVuhE,0,0,0,0,False
wVncmfsugww,"Spot Rendición de Cuentas, tercer cuatrimestre 2023 - 1",UCAutgrPkiLhZxTB-Ujje1fw,CIV -Ministerio de Comunicaciones,@CIV_Guatemala,People & Blogs,Ministerio de Comunicaciones Guatemala,official_gov,15,2024-01-11T15:38:44-08:00,0,1,140,https://www.youtube.com/watch?v=wVncmfsugww,0,0,0,0,False
wS6yC3yOAeA,Noticiero El Informativo. Nuestra semana de resultados.,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,@GobiernodelaRepublicadeGuatema,Entertainment,Gobierno de la República de Guatemala,topic,1383,2026-08-31T08:21:52-07:00,0,1,55,https://www.youtube.com/watch?v=wS6yC3yOAeA,0,0,0,0,False
-5puKGEqcUc,INSIVUMEH pronostica incremento de lluvias para el fin de semana en Guatemala,UCq0Cm-3SKthEySQc2JZBi1A,T13 Noticias Guatemala,@T13NoticiasGuatemala,News & Politics,guatemala lluvias,topic,2357,2026-08-28T22:00:20-07:00,15,1,885,https://www.youtube.com/watch?v=-5puKGEqcUc,0,0,0,0,False
vqcF9RFMOLQ,"Ciudad de Guatemala, el mejor lugar para vivir",UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,@MunicipalidaddeGuatemala-1551,News & Politics,Municipalidad de Guatemala,official_gov,215,2026-05-15T14:15:07-07:00,25,1,57,https://www.youtube.com/watch?v=vqcF9RFMOLQ,0,0,0,0,False
vp9MPfDG6AE,"Comunicado – COVIAL / Ministerio de Comunicaciones, Infraestructura y Vivienda",UCVpSRoZgngfSL03Nlbjtq9A,Noti7,@Noti7Guatemala,News & Politics,Ministerio de Comunicaciones Guatemala,official_gov,260,2026-08-24T22:00:25-07:00,13,1,120,https://www.youtube.com/watch?v=vp9MPfDG6AE,0,0,0,0,False
vNUiF-stTdo,resumen de noticias,UCYaCfDw7q5l_S1UHjdfzODQ,INFOM TV,@tvinfomguatemala,News & Politics,@MunicipalidaddeGuatemala-1551,topic,23,2025-10-11T20:01:57-07:00,0,1,413,https://www.youtube.com/watch?v=vNUiF-stTdo,0,0,0,0,False
vDVXM8ODuzM,#EnVivoDCA | Conferencia de Prensa del Gobierno de Guatemala,UCaivrAhro2BpsJdrPe-IyRg,Diario de Centro América,@dcaguatemala,News & Politics,Gobierno de Guatemala,official_gov,214,2026-08-06T00:51:20-07:00,0,1,60,https://www.youtube.com/watch?v=vDVXM8ODuzM,0,0,0,0,False
vCtk_0NzB3s,Clima en Guatemala esta semana: calor de hasta 39 °C y lluvias con tormentas,UCEepOY2svuxbsJ-zsAPT9Fg,PrensaLibreOficial,@PrensaLibreOficial,News & Politics,guatemala lluvias,topic,1534,2026-08-17T11:35:23-07:00,17,1,619,https://www.youtube.com/watch?v=vCtk_0NzB3s,0,0,0,0,False
vA6p51f14J4,Horarios especiales por celebraciones de fin de año,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,@MunicipalidaddeGuatemala-1551,News & Politics,@MunicipalidaddeGuatemala-1551,topic,606,2021-12-23T12:25:58-08:00,25,1,234,https://www.youtube.com/watch?v=vA6p51f14J4,0,0,0,0,False
tqcZFVSXARQ,¿Listo para decir tengo #MiPrimeraCasa? 🏠✨,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,@GobiernodelaRepublicadeGuatema,Entertainment,Gobierno de la República de Guatemala,topic,1373,2026-08-24T12:20:03-07:00,0,1,0,https://www.youtube.com/watch?v=tqcZFVSXARQ,0,0,0,0,False
tmvTbeQNCTI,"Hoy SABRÁN Qué Grado ACADÉMICO Tenemos, Todos Son PROFESIONALES",UCTClcvXaWXGeZheUQFTQLRw,Gente de Guate,@GentedeGuate,Entertainment,@quorumgt,topic,15482,2026-08-31T18:27:07-07:00,0,1,0,https://www.youtube.com/watch?v=tmvTbeQNCTI,0,0,0,0,False
w57G_5jsqtU,Tráfico intenso por regreso a clases del sector público extiende horas pico en el área metropolitana,UCEepOY2svuxbsJ-zsAPT9Fg,PrensaLibreOficial,@PrensaLibreOficial,News & Politics,guatemala trafico,topic,625,2026-02-02T20:00:54-08:00,16,1,761,https://www.youtube.com/watch?v=w57G_5jsqtU,0,0,0,0,False
AakUTlieyH0,Crisis de seguridad en Guatemala,UC-GLagjBhWAZ3IOWFgzqIAw,Canal Antigua,@miracanalantigua,News & Politics,guatemala seguridad,topic,733,2026-01-20T12:36:18-08:00,8,1,416,https://www.youtube.com/watch?v=AakUTlieyH0,0,0,0,0,False
Aa7hIDCRh3g,Este BUS me LLEVO a UN PARAISO EN GUATEMALA,UCDfEVbDrimcKw5lfbps915g,De todo Gt,@detodogt,People & Blogs,guatemala transporte,topic,504374,2025-04-01T18:00:10-07:00,0,1,2830,https://www.youtube.com/watch?v=Aa7hIDCRh3g,0,0,0,0,False
AHzfpOL5sgw,Sistema de gobierno de Guatemala 🇬🇹,UCwlb2TaG9ywiD6uhHWTy-qg,SUM Estudios Jurídicos.,@sumestudiosjuridicos.1313,Education,Gobierno de Guatemala,official_gov,2895,2024-05-06T22:11:47-07:00,24,1,0,https://www.youtube.com/watch?v=AHzfpOL5sgw,0,0,0,0,False
9wHujSu-nbQ,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,@quorumgt,News & Politics,Quorum GT,topic,459,2021-06-20T23:00:33-07:00,7,1,280,https://www.youtube.com/watch?v=9wHujSu-nbQ,0,0,0,0,False
9h7d1iDFaqo,Vuelve el tráfico lento en la ciudad capital,UCEepOY2svuxbsJ-zsAPT9Fg,PrensaLibreOficial,@PrensaLibreOficial,News & Politics,guatemala trafico,topic,11396,2010-02-01T11:03:22-08:00,6,1,224,https://www.youtube.com/watch?v=9h7d1iDFaqo,0,0,0,0,False
9XFVeHiWDTo,En #LaRondaGT conoce las acciones que impulsamos para modernizar los puertos y aeropuertos del país.,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,@GobiernodelaRepublicadeGuatema,Entertainment,Gobierno de Guatemala,official_gov,1516,2026-08-25T00:43:44-07:00,0,1,100,https://www.youtube.com/watch?v=9XFVeHiWDTo,0,0,0,0,False
9Jacxvi9umU,Los responsables de bloquear información en Guatecompras,UCDvpZGLyno6g-bi-wwYq4wQ,Somos El Combo,@somoselcombo,Entertainment,@quorumgt,topic,7340,2026-08-29T07:53:35-07:00,0,1,868,https://www.youtube.com/watch?v=9Jacxvi9umU,0,0,0,0,False
ShYWqmOpjFk,Ministro de Comunicaciones reitera sobre avances en ruta Palín-Escuintla,UCrAoF9-9Vvb9_zK0t-m2Rhg,La Hora,@lahoragt,News & Politics,Ministerio de Comunicaciones Guatemala,official_gov,242,2025-01-20T09:24:09-08:00,0,1,602,https://www.youtube.com/watch?v=ShYWqmOpjFk,0,0,0,0,False
90oVm0P4_9Q,"El MINGOB a través del Viceministerio de Seguridad, combate  el crimen organizado.",UC8u2nvyHewt-mjdWSj0HJmQ,Ministerio de Gobernación,@mingobguate,News & Politics,Ministerio de Gobernacion Guatemala,official_gov,5,2026-08-31T06:15:51-07:00,4,1,64,https://www.youtube.com/watch?v=90oVm0P4_9Q,0,0,0,0,False
8n6momRcC04,Mantenimiento constante,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,@MunicipalidaddeGuatemala-1551,News & Politics,@MunicipalidaddeGuatemala-1551,topic,91,2015-09-29T06:09:28-07:00,53,1,189,https://www.youtube.com/watch?v=8n6momRcC04,0,0,0,0,False
8CuQ2_HTaN0,Conferencia de Prensa del Gobierno de Guatemala.,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,@GobiernodelaRepublicadeGuatema,Entertainment,@GobiernodeGuatemala,topic,735,2025-01-20T19:01:37-08:00,0,1,48,https://www.youtube.com/watch?v=8CuQ2_HTaN0,0,0,0,0,False
7mdtGeIHQnE,"#LHEnContexto: Gestión de riesgos en GUATEMALA: Lo que debes saber, explicado por la CONRED",UCrAoF9-9Vvb9_zK0t-m2Rhg,La Hora,@lahoragt,News & Politics,Conred Guatemala,official_gov,570,2024-08-27T04:00:07-07:00,0,1,259,https://www.youtube.com/watch?v=7mdtGeIHQnE,0,0,0,0,False
7kuHyjwuE_o,Centro Municipal de Emprendimiento - Municipalidad de Guatemala,UCBn6Y-Y3kCAQqYXHaMIjEVw,Centro Municipal de Emprendimiento MuniGuate,@cmeguatemala,Entertainment,Municipalidad de Guatemala,topic,528,2022-08-09T15:46:20-07:00,3,1,252,https://www.youtube.com/watch?v=7kuHyjwuE_o,0,0,0,0,False
7hfUg8Z-W2o,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt.,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,@GobiernodelaRepublicadeGuatema,Entertainment,@GobiernodeGuatemala,topic,2449,2025-02-17T19:17:10-08:00,0,1,60,https://www.youtube.com/watch?v=7hfUg8Z-W2o,0,0,0,0,False
7JerBdHtkWA,Cambio de horarios en Municipalidad de Guatemala,UCJcN367ge_Yo1p7b20_KSaA,Canal 3 Guatemala,@Canal3Guatemala,News & Politics,Municipalidad de Guatemala,topic,215,2017-04-05T05:54:07-07:00,6,1,176,https://www.youtube.com/watch?v=7JerBdHtkWA,0,0,0,0,False
74F3Mn_NWoE,"Acto de Graduación de los Cursos de Formación, Ascenso y Especialización Policial de la PNC.",UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,@GobiernodelaRepublicadeGuatema,Entertainment,Policia Nacional Civil Guatemala,official_gov,1197,2025-09-29T23:32:20-07:00,0,1,92,https://www.youtube.com/watch?v=74F3Mn_NWoE,0,0,0,0,False
9BIrwWQUdb8,"Capturan a ""guardián"" de parqueo utilizado por la mara Salvatrucha e incautan 5 vehículos robados.",UCHsYnV67K3J0yJ4QeciVCww,PNCdeGuatemala,@PNCdeGuatemala,Science & Technology,Policia Nacional Civil Guatemala,official_gov,23972,2026-08-25T07:48:40-07:00,0,1,407,https://www.youtube.com/watch?v=9BIrwWQUdb8,0,0,0,0,False
D3fRGjqHeHI,"Spot Rendición de Cuentas, segundo cuatrimestre 2023 - 1",UCAutgrPkiLhZxTB-Ujje1fw,CIV -Ministerio de Comunicaciones,@CIV_Guatemala,People & Blogs,Ministerio de Comunicaciones Guatemala,official_gov,23,2023-10-04T14:28:24-07:00,0,1,138,https://www.youtube.com/watch?v=D3fRGjqHeHI,0,0,0,0,False
CJQ46Hr4HcU,Municipalidad de Guatemala  19/12/2025,UCW_PHqwqCCalvQGOEsVU0jw,Concejales de Oposición - Muni Guate,@ConcejalesOposición,People & Blogs,@MunicipalidaddeGuatemala-1551,topic,222,2025-12-19T16:09:00-08:00,0,1,0,https://www.youtube.com/watch?v=CJQ46Hr4HcU,0,0,0,0,False
CDg6kLRfiqQ,Acciones relevantes en el #Resumen24Horas,UCHsYnV67K3J0yJ4QeciVCww,PNCdeGuatemala,@PNCdeGuatemala,Science & Technology,Policia Nacional Civil Guatemala,official_gov,11048,2026-08-27T06:07:59-07:00,0,1,407,https://www.youtube.com/watch?v=CDg6kLRfiqQ,0,0,0,0,False
C8wk4HWwWyM,Duro golpe al crimen organizado en Granja Penal de Pavón.,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,@GobiernodelaRepublicadeGuatema,Entertainment,Gobierno de la República de Guatemala,topic,2214,2026-08-26T17:35:57-07:00,0,1,57,https://www.youtube.com/watch?v=C8wk4HWwWyM,0,0,0,0,False
C5hJmAhpMMQ,"YOUTUBE PUNTO DE ENFOQUE MARIO MEJÍA, SUBDIRECTOR DE INSIVUMEH",UClgawHgsbqN6Nuok7ds-Szw,INSIVUMEH,@INSIVUMEH_GT,Science & Technology,@GobiernodelaRepublicadeGuatema,topic,79,2026-06-05T13:50:50-07:00,0,1,184,https://www.youtube.com/watch?v=C5hJmAhpMMQ,0,0,0,0,False
Bp4LtQT8Hk0,"Ciudad de Guatemala, el mejor lugar para vivir",UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,@MunicipalidaddeGuatemala-1551,Entertainment,Municipalidad de Guatemala,official_gov,4265,2025-01-30T14:40:31-08:00,6,1,382,https://www.youtube.com/watch?v=Bp4LtQT8Hk0,0,0,0,0,False
Boj5GILjbI0,"Spot Rendición de Cuentas, segundo cuatrimestre 2023 - 2",UCAutgrPkiLhZxTB-Ujje1fw,CIV -Ministerio de Comunicaciones,@CIV_Guatemala,People & Blogs,Ministerio de Comunicaciones Guatemala,official_gov,26,2023-10-04T14:31:15-07:00,0,1,146,https://www.youtube.com/watch?v=Boj5GILjbI0,0,0,0,0,False
BnZFUzpEDe4,Municipalidad de Guatemala se moderniza,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,@MunicipalidaddeGuatemala-1551,People & Blogs,Municipalidad de Guatemala,topic,642,2010-10-28T07:36:52-07:00,5,1,183,https://www.youtube.com/watch?v=BnZFUzpEDe4,0,0,0,0,False
Ab0RrbzxyBU,Municipalidad de Guatemala 17/11/2025,UCW_PHqwqCCalvQGOEsVU0jw,Concejales de Oposición - Muni Guate,@ConcejalesOposición,People & Blogs,@MunicipalidaddeGuatemala-1551,topic,117,2025-11-17T19:16:43-08:00,0,1,0,https://www.youtube.com/watch?v=Ab0RrbzxyBU,0,0,0,0,False
Bdn2nxDqQ90,Video Viral de PMT / GUATEMALA,UC6XLvudi9BWjAzCR-6KAHiw,carlos del cid,@carlosdelcid390,Film & Animation,PMT Guatemala,official_gov,2482,2018-09-01T16:13:06-07:00,1,1,518,https://www.youtube.com/watch?v=Bdn2nxDqQ90,0,0,0,0,False
BbAeamItalk,ZARAGOZA DA UN PASO HACIA EL FORTALECIMIENTO DEL DEPORTE CON NUEVA CIUDAD DEPORTIVA,UCgItjn_ZWFWcv1MlpKIkqgQ,IDocumenta,@iDocumenta,News & Politics,@GobiernodelaRepublicadeGuatema,topic,7,2026-08-26T22:01:44-07:00,0,1,409,https://www.youtube.com/watch?v=BbAeamItalk,0,0,0,0,False
BW41jT3t3oI,Provial,UCuKuUrmHoNaJJHE27Aac9PQ,PROVIAL-CIV,@ProvialOficial_CIV,People & Blogs,Provial Guatemala,official_gov,79,2020-08-11T04:25:02-07:00,0,1,248,https://www.youtube.com/watch?v=BW41jT3t3oI,0,0,0,0,False
BUNeDEi0yVU,CIV LICITACIÓN 800 KM 110717,UCAutgrPkiLhZxTB-Ujje1fw,CIV -Ministerio de Comunicaciones,@CIV_Guatemala,People & Blogs,Ministerio de Comunicaciones Guatemala,official_gov,26,2017-07-12T19:27:52-07:00,0,1,0,https://www.youtube.com/watch?v=BUNeDEi0yVU,0,0,0,0,False
BLc_KXPng9g,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGT,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,@GobiernodelaRepublicadeGuatema,Entertainment,@GobiernodeGuatemala,topic,720,2025-11-14T18:48:39-08:00,0,1,59,https://www.youtube.com/watch?v=BLc_KXPng9g,0,0,0,0,False
B60bWqpVUIE,Así es el transporte público en Ciudad de Guatemala,UCBedZZFhxFcMudI8oM5joSQ,PaulinoG,@PaulinoG,Travel & Events,guatemala transporte,topic,96794,2024-09-08T13:30:00-07:00,20,1,403,https://www.youtube.com/watch?v=B60bWqpVUIE,0,0,0,0,False
ArljwpsURdY,"Entrevista especial con Claudinne Ogaldes, Secretaria Ejecutiva de la SE-CONRED",UC6SA1dVHvAkc6yNS_t5cbGw,Conred,@Conred_GT,Education,Conred Guatemala,official_gov,416,2026-02-19T11:40:11-08:00,0,1,687,https://www.youtube.com/watch?v=ArljwpsURdY,0,0,0,0,False
AlbPEU3rbZs,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,@GobiernodelaRepublicadeGuatema,Entertainment,@GobiernodeGuatemala,topic,870,2025-03-13T21:06:42-07:00,0,1,59,https://www.youtube.com/watch?v=AlbPEU3rbZs,0,0,0,0,False
Bi34XvRV6AM,Plan de Evacuación CONRED,UCyGWWWpmAP5AReA_o8bhaRg,MESCOGT,@MESCOGT,People & Blogs,Conred Guatemala,official_gov,58,2026-01-26T15:29:30-08:00,1,1,332,https://www.youtube.com/watch?v=Bi34XvRV6AM,0,0,0,0,False
mQH6bhmp_LY,Quorum: ¿Cómo investigamos la crisis del agua?,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,@quorumgt,News & Politics,Quorum GT,topic,142,2024-10-29T17:54:06-07:00,0,1,474,https://www.youtube.com/watch?v=mQH6bhmp_LY,0,0,0,0,False
mPtR2HskBTE,Municipalidad de Guatemala   17/02/2025,UCW_PHqwqCCalvQGOEsVU0jw,Concejales de Oposición - Muni Guate,@ConcejalesOposición,People & Blogs,@MunicipalidaddeGuatemala-1551,topic,729,2025-02-18T11:29:48-08:00,0,1,0,https://www.youtube.com/watch?v=mPtR2HskBTE,0,0,0,0,False
mCoOL2p0il4,Municipalidad de Guatemala   08/08/2025,UCW_PHqwqCCalvQGOEsVU0jw,Concejales de Oposición - Muni Guate,@ConcejalesOposición,People & Blogs,@MunicipalidaddeGuatemala-1551,topic,118,2025-08-08T18:15:18-07:00,0,1,153,https://www.youtube.com/watch?v=mCoOL2p0il4,0,0,0,0,False
lkdwGwrJKeM,🇬🇹 ¿Es seguro VIAJAR a Guatemala? Consejos prácticos para que todo te salga bien,UCeMAsS36ZiA56ZNtS8VSuOg,Un Angel Viajando,@UnAngelViajando,Travel & Events,guatemala seguridad,topic,5298,2025-12-27T07:00:06-08:00,20,1,861,https://www.youtube.com/watch?v=lkdwGwrJKeM,0,0,0,0,False
lYyGqHAL5nM,Comuna lanzó nueva imagen de la PM y PMT,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,@MunicipalidaddeGuatemala-1551,People & Blogs,PMT Guatemala,official_gov,286,2009-10-30T16:40:01-07:00,4,1,147,https://www.youtube.com/watch?v=lYyGqHAL5nM,0,0,0,0,False
lNuxq8OKCpc,Lluvias convierten calles en ríos en Villa Nueva y San Miguel Petapa,UCEepOY2svuxbsJ-zsAPT9Fg,PrensaLibreOficial,@PrensaLibreOficial,News & Politics,guatemala lluvias,topic,7663,2026-04-01T06:30:43-07:00,17,1,515,https://www.youtube.com/watch?v=lNuxq8OKCpc,0,0,0,0,False
l-mH80ygqFY,Avances en proyectos municipales por el desarrollo y bienestar en la ciudad.,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,@MunicipalidaddeGuatemala-1551,News & Politics,@MunicipalidaddeGuatemala-1551,topic,256,2022-06-25T07:26:53-07:00,25,1,227,https://www.youtube.com/watch?v=l-mH80ygqFY,0,0,0,0,False
6z2Psav9Onw,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,@GobiernodelaRepublicadeGuatema,Entertainment,@GobiernodeGuatemala,topic,848,2025-03-04T23:37:34-08:00,0,1,59,https://www.youtube.com/watch?v=6z2Psav9Onw,0,0,0,0,False
kaZgtwqwLrI,@rumzacapait @GobiernodeGuatemala,UCgRLnesCOuua3-JgFlzdS2w,TRAYECTORIA Y EXITO CON ANABELLA CORDON,@AnabellacordonArtista,People & Blogs,@GobiernodeGuatemala,topic,74,2022-06-26T10:10:46-07:00,0,1,0,https://www.youtube.com/watch?v=kaZgtwqwLrI,0,0,0,0,False
jSw-nFh94qQ,Gobernación promueve espacios de sana convivencia,UC8u2nvyHewt-mjdWSj0HJmQ,Ministerio de Gobernación,@mingobguate,News & Politics,Ministerio de Gobernacion Guatemala,official_gov,59,2026-08-28T15:45:05-07:00,4,1,64,https://www.youtube.com/watch?v=jSw-nFh94qQ,0,0,0,0,False
jQGvhMPMuAI,#DiálogoCentral | El clima de la semana: adiós a la canícula ¿llegan las lluvias? 🌦️,UC-GLagjBhWAZ3IOWFgzqIAw,Canal Antigua,@miracanalantigua,News & Politics,guatemala lluvias,topic,214,2026-08-31T14:57:19-07:00,5,1,175,https://www.youtube.com/watch?v=jQGvhMPMuAI,0,0,0,0,False
j4akBH678fw,El paso a desnivel Calzada Roosevelt lleva más conexión y mejor movilidad para la población.,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,@GobiernodelaRepublicadeGuatema,Entertainment,Gobierno de Guatemala,topic,649,2026-08-20T07:13:12-07:00,0,1,92,https://www.youtube.com/watch?v=j4akBH678fw,0,0,0,0,False
zyA0BpEYcQU,Discusión entre conductor y jefe de la PMT,UC_Lj2naQPP8vmyDu-AEOo-w,Nuestro Mundo,@NuestroMundoGuatemala,People & Blogs,PMT Guatemala,official_gov,55349,2016-04-04T05:48:07-07:00,5,1,236,https://www.youtube.com/watch?v=zyA0BpEYcQU,0,0,0,0,False
