video_id,title,channel_id,channel_name,channel_handle_norm,category,source_query,source_group,view_count_final,publish_date,n_keywords,n_query_hits,description_len,video_url,n_comentarios_observados,n_autores_observados,n_me_gusta_observados,n_respuestas_observadas,tiene_comentarios_observados
TT4qJ5FXHYE,"I’x K’at: el primer equipo guatemalteco de pelota maya, conformado únicamente por mujeres.",UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,@quorumgt,News & Politics,@quorumgt/videos,channel,1075,2022-08-03T05:53:55-07:00,0,1,239,https://www.youtube.com/watch?v=TT4qJ5FXHYE,4,4,8,0,True
JkpVO1hx2f8,10 Preguntas a un año del Paro Nacional,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,@quorumgt,News & Politics,@quorumgt/videos,channel,673,2024-10-02T17:00:06-07:00,4,1,777,https://www.youtube.com/watch?v=JkpVO1hx2f8,3,3,4,0,True
3Nfp9h5avBI,"Noticiero en Directo 1 pm, 28 de Agosto de 2026",UCdSVqHGHzyMTXSafUHY-e-w,Noticiero Guatevisión 13 Hrs.,@GuatevisionNoticiero,News & Politics,guatemala noticias,topic,573,2026-08-31T10:41:20-07:00,7,1,164,https://www.youtube.com/watch?v=3Nfp9h5avBI,2,2,0,0,True
zweosulrwA8,Edén por Salud: empleo inclusivo para personas con discapacidad en Antigua | Super - Episodio 2,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,@quorumgt,Nonprofits & Activism,@quorumgt,topic,52,2026-06-21T16:35:36-07:00,0,1,880,https://www.youtube.com/watch?v=zweosulrwA8,1,1,0,0,True
UhL9y3KUl8E,SHAI WA: la vecina queer de Casa Presidencial,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,@quorumgt,News & Politics,@quorumgt/videos,channel,1755,2023-02-10T12:33:59-08:00,0,1,818,https://www.youtube.com/watch?v=UhL9y3KUl8E,1,1,2,0,True
X_FAIef8qlE,Cruzando la ciudad a puro Transmetro,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,@quorumgt,News & Politics,@quorumgt/videos,channel,1140,2025-10-03T14:42:06-07:00,1,1,213,https://www.youtube.com/watch?v=X_FAIef8qlE,1,1,0,0,True
s0eco-BofOs,¿Quiénes pagan más en Centroamérica?,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,@quorumgt,News & Politics,Quorum GT,topic,220,2025-05-29T15:28:07-07:00,13,1,754,https://www.youtube.com/watch?v=s0eco-BofOs,1,1,0,0,True
bg1KCMaIrRM,"¡Atención, vecinos!",UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,@MunicipalidaddeGuatemala-1551,News & Politics,Municipalidad de Guatemala,official_gov,1965,2026-08-13T17:26:53-07:00,0,1,759,https://www.youtube.com/watch?v=bg1KCMaIrRM,0,0,0,0,False
cl3Rpw9MstQ,Municipalidad de Guatemala sigue trabajando,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,@MunicipalidaddeGuatemala-1551,News & Politics,Municipalidad de Guatemala,topic,484,2020-03-30T10:31:05-07:00,25,1,315,https://www.youtube.com/watch?v=cl3Rpw9MstQ,0,0,0,0,False
a6QFfhpY53g,Provial Informa,UCuKuUrmHoNaJJHE27Aac9PQ,PROVIAL-CIV,@ProvialOficial_CIV,People & Blogs,Provial Guatemala,official_gov,49,2021-01-14T10:22:02-08:00,0,1,70,https://www.youtube.com/watch?v=a6QFfhpY53g,0,0,0,0,False
bMoENbSBSNs,¿Por qué Guatemala es una República? El decreto del 21 de marzo de 1847 y Rafael Carrera,UCdHETJl6cR5dye5XxEyqycQ,El profe de Historia Gt,@elprofedehistoriagt2046,Education,Gobierno de la República de Guatemala,topic,1134,2026-03-28T15:18:16-07:00,0,1,702,https://www.youtube.com/watch?v=bMoENbSBSNs,0,0,0,0,False
aSbvMYJhmCc,Policía Nacional Civil,UC8u2nvyHewt-mjdWSj0HJmQ,Ministerio de Gobernación,@mingobguate,News & Politics,Policia Nacional Civil Guatemala,official_gov,4346,2015-07-16T13:03:22-07:00,4,1,64,https://www.youtube.com/watch?v=aSbvMYJhmCc,0,0,0,0,False
bBz8nX4pMxc,Conred e Insivumeh informan sobre sismos en Guatemala este 31 de julio,UCDaIW3kDab95q7iCSeVAnbQ,Guatevisión,@guatevision_oficial,Entertainment,Conred Guatemala,official_gov,1115,2026-07-31T22:46:45-07:00,0,1,269,https://www.youtube.com/watch?v=bBz8nX4pMxc,0,0,0,0,False
aoz2j4TTl4E,Rutas Alternas a partir del lunes 03 de agosto por avances de #AeroMetroGT,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,@MunicipalidaddeGuatemala-1551,News & Politics,Municipalidad de Guatemala,topic,8905,2026-08-01T17:27:56-07:00,0,1,0,https://www.youtube.com/watch?v=aoz2j4TTl4E,0,0,0,0,False
a_kAe9IhBbo,Tráiler impacta pasarela en Aguilar Batres y provoca cierre parcial hacia la capital,UCEepOY2svuxbsJ-zsAPT9Fg,PrensaLibreOficial,@PrensaLibreOficial,News & Politics,@GobiernodeGuatemala,topic,255,2026-09-01T15:23:28-07:00,16,2,696,https://www.youtube.com/watch?v=a_kAe9IhBbo,0,0,0,0,False
anFbrgqxdzY,Horas Antes del Big One | Dentro de Ciudad de Guatemala Exactamente Antes del Terremoto (1976),UC6Y7Hk0Otm2xeX1WoHOQp6Q,Nostalgia Latina,@NostalgiaLatina-k2e,People & Blogs,guatemala noticias,topic,222656,2026-07-01T15:00:37-07:00,21,1,1234,https://www.youtube.com/watch?v=anFbrgqxdzY,0,0,0,0,False
ahicr7fQREY,Conred Podcast Episodio 9: Servidores Cívicos construyendo una cultura de prevención,UC6SA1dVHvAkc6yNS_t5cbGw,Conred,@Conred_GT,Education,Conred Guatemala,official_gov,65,2026-08-06T07:25:36-07:00,0,1,738,https://www.youtube.com/watch?v=ahicr7fQREY,0,0,0,0,False
almmnboHkwM,Se mueve Guate 🚌,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,@MunicipalidaddeGuatemala-1551,News & Politics,Municipalidad de Guatemala,official_gov,297,2026-07-20T06:39:53-07:00,25,1,0,https://www.youtube.com/watch?v=almmnboHkwM,0,0,0,0,False
bzosgvntOXU,Municipalidad de Guatemala 05/09/2025,UCW_PHqwqCCalvQGOEsVU0jw,Concejales de Oposición - Muni Guate,@ConcejalesOposición,People & Blogs,@MunicipalidaddeGuatemala-1551,topic,160,2025-09-05T16:42:13-07:00,0,1,256,https://www.youtube.com/watch?v=bzosgvntOXU,0,0,0,0,False
gF42rhVhP8w,Tenemos un gran problema con la seguridad de las construcciones en Guatemala,UCGSQ821fpPy-yXL9mUmKbBg,TanGente Podcast,@TanGenteGT,Entertainment,guatemala seguridad,topic,9033,2026-08-28T14:42:29-07:00,0,1,996,https://www.youtube.com/watch?v=gF42rhVhP8w,0,0,0,0,False
ffguGnMImL0,CIV inicia trabajos de bacheo y limpieza en las diferentes rutas del país,UCh4GjKBcqxOsL_Bt8gCCSLg,Gobierno de Guatemala,@GobiernodeGuatemala,News & Politics,Ministerio de Comunicaciones Guatemala,official_gov,848,2016-10-21T12:53:12-07:00,3,1,302,https://www.youtube.com/watch?v=ffguGnMImL0,0,0,0,0,False
fenMcON-DjY,Encendido del Fuego Patrio y Mensaje Vicepresidencial,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,@GobiernodelaRepublicadeGuatema,Entertainment,Gobierno de la República de Guatemala,topic,424,2026-09-01T14:30:47-07:00,0,1,53,https://www.youtube.com/watch?v=fenMcON-DjY,0,0,0,0,False
fBljA_npiMs,Refuerzan acciones para prevenir y combatir la trata de personas,UC8u2nvyHewt-mjdWSj0HJmQ,Ministerio de Gobernación,@mingobguate,News & Politics,Ministerio de Gobernacion Guatemala,official_gov,36,2026-08-26T07:22:21-07:00,4,1,64,https://www.youtube.com/watch?v=fBljA_npiMs,0,0,0,0,False
ewdf3q1tuCA,INTERPOL Guatemala captura a mujer por prostituir a señoritas,UCVpSRoZgngfSL03Nlbjtq9A,Noti7,@Noti7Guatemala,News & Politics,guatemala noticias,topic,71048,2024-11-21T22:45:01-08:00,0,1,160,https://www.youtube.com/watch?v=ewdf3q1tuCA,0,0,0,0,False
ebbgBtNrRz8,Las fuertes lluvias en Guatemala dejan al menos tres fallecidos en zonas rurales | Telemundo,UCRwA1NUcUnwsly35ikGhp0A,Noticias Telemundo,@noticias,News & Politics,guatemala lluvias,topic,63249,2021-06-14T17:23:38-07:00,18,1,2965,https://www.youtube.com/watch?v=ebbgBtNrRz8,0,0,0,0,False
dya9nbxqWXE,ANDY EL MUÑEQUITO TRABAJADOR 🥴🏍🥴🤣@Soychap1n @lucilaylossinar @lilyvlogs6899,UCzwR2o8LFAgAMfO0KIcFh0A,CANALES ROBOS Y MENTIRAS 💰🧐,@robosymentiras,People & Blogs,@GobiernodelaRepublicadeGuatema,topic,4939,2025-10-07T11:24:49-07:00,27,1,911,https://www.youtube.com/watch?v=dya9nbxqWXE,0,0,0,0,False
aRKgOSxgsF0,@GobiernodeGuatemala,UCX2epzWFbtqhO1Tn2au9NXQ,luis arturo ceberg ulban,@luisarturocebergulban6982,People & Blogs,@GobiernodeGuatemala,topic,2,2022-07-11T14:45:03-07:00,0,1,15,https://www.youtube.com/watch?v=aRKgOSxgsF0,0,0,0,0,False
dsyLiSCrwcU,"3 KIEBRES ES DOLOROSO QUE EN CHIQUIMULA AÚN HAY COMUNIDADES SIN ENERGÍA ELÉCTRICA, GUATEMALA.",UCH1AYkCs1GpNK_xUwFYTsaQ,Cronos Time GT,@CronosTime,Education,@quorumgt,topic,701,2026-08-27T10:59:16-07:00,14,1,1135,https://www.youtube.com/watch?v=dsyLiSCrwcU,0,0,0,0,False
dccwBXfxxiI,¡Espacios iluminados y seguros!,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,@MunicipalidaddeGuatemala-1551,News & Politics,Municipalidad de Guatemala,official_gov,38773,2023-01-17T14:30:06-08:00,25,1,161,https://www.youtube.com/watch?v=dccwBXfxxiI,0,0,0,0,False
dWhSTyhegeQ,Personal de Provial explica de empresas que verificarán implementación de limitadores de velocidad,UCrAoF9-9Vvb9_zK0t-m2Rhg,La Hora,@lahoragt,News & Politics,Provial Guatemala,official_gov,341,2026-01-12T14:04:42-08:00,0,1,119,https://www.youtube.com/watch?v=dWhSTyhegeQ,0,0,0,0,False
dLctzx8qCgA,¿Cómo la CIA ALTERÓ el DESTINO de GUATEMALA para siempre?,UCYaMaLJVbMlLwpPACbxPUuQ,Alan Delmonte,@AlanDelmonte,Education,guatemala politica,topic,108616,2021-06-17T16:05:36-07:00,16,1,2506,https://www.youtube.com/watch?v=dLctzx8qCgA,0,0,0,0,False
dJcNu9YYwh4,"Lluvias, ceniza y calor extremo: así estará el clima en Guatemala, según Insivumeh",UCEepOY2svuxbsJ-zsAPT9Fg,PrensaLibreOficial,@PrensaLibreOficial,News & Politics,guatemala lluvias,topic,1061,2026-08-24T11:06:45-07:00,26,1,745,https://www.youtube.com/watch?v=dJcNu9YYwh4,0,0,0,0,False
d-V_Aw1t6nI,Graduacion  de la 57 Promocion  de la Policia Nacional Civil  de Guatemala.,UCHsYnV67K3J0yJ4QeciVCww,PNCdeGuatemala,@PNCdeGuatemala,People & Blogs,Policia Nacional Civil Guatemala,official_gov,1643,2025-09-29T23:33:49-07:00,0,1,132,https://www.youtube.com/watch?v=d-V_Aw1t6nI,0,0,0,0,False
csqia7f3OIE,SISTEMA CONRED Y METODOLOGÍA DE LOS 6 PASOS,UCzQX0cEQzCZ4ff9-P3gELug,Carlitos Gamboa,@CarlitosGamboa,People & Blogs,Conred Guatemala,official_gov,509,2020-09-09T00:03:33-07:00,0,1,29,https://www.youtube.com/watch?v=csqia7f3OIE,0,0,0,0,False
cpoiRUtF9uU,Congreso termina jornada sin acuerdos para aliviar precio de combustibles #ALAS7AM (02/09/2026),UC-GLagjBhWAZ3IOWFgzqIAw,Canal Antigua,@miracanalantigua,News & Politics,@quorumgt,topic,117,2026-09-02T05:55:47-07:00,5,2,1454,https://www.youtube.com/watch?v=cpoiRUtF9uU,0,0,0,0,False
dvy9rQpqLWY,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGT,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,@GobiernodelaRepublicadeGuatema,Entertainment,@GobiernodeGuatemala,topic,959,2025-09-29T19:53:30-07:00,0,1,59,https://www.youtube.com/watch?v=dvy9rQpqLWY,0,0,0,0,False
TXlMv6bt25w,"Más de 42 mil afectados por lluvias en Guatemala; Conred reporta 1,046 emergencias",UCEepOY2svuxbsJ-zsAPT9Fg,PrensaLibreOficial,@PrensaLibreOficial,News & Politics,guatemala lluvias,topic,2294,2026-08-06T11:38:44-07:00,4,1,531,https://www.youtube.com/watch?v=TXlMv6bt25w,0,0,0,0,False
TnZGNY1RsJE,Festival navideño 2025 @MunicipalidaddeGuatemala-1551,UCuc8l25EFE17DV8dD64d2AQ,HeX4EveR,@Real_HeX4EveR,People & Blogs,@MunicipalidaddeGuatemala-1551,topic,148,2026-08-10T12:38:27-07:00,0,1,0,https://www.youtube.com/watch?v=TnZGNY1RsJE,0,0,0,0,False
UDFS8gl80h8,#AprendeConCONRED qué es el Sistema CONRED y quienes lo conforman.,UC6SA1dVHvAkc6yNS_t5cbGw,Conred,@Conred_GT,Education,Conred Guatemala,official_gov,521,2025-07-14T13:34:26-07:00,0,1,33,https://www.youtube.com/watch?v=UDFS8gl80h8,0,0,0,0,False
UTf26hS1UJ8,🚦💙 PROVIAL: Proteger y Servir,UCuKuUrmHoNaJJHE27Aac9PQ,PROVIAL-CIV,@ProvialOficial_CIV,Education,Provial Guatemala,official_gov,38,2025-11-07T14:15:44-08:00,0,1,398,https://www.youtube.com/watch?v=UTf26hS1UJ8,0,0,0,0,False
UcvHq8j-J38,"Ministerio de Comunicaciones, Infraestructura y Vivienda y los Consejos de Desarrollo",UCJJ071vIw7Bu8lJmXfiVrKw,Ministerio de Finanzas Públicas Guatemala,@Minfin-GT,News & Politics,Ministerio de Comunicaciones Guatemala,official_gov,222,2024-12-04T07:40:26-08:00,0,1,12,https://www.youtube.com/watch?v=UcvHq8j-J38,0,0,0,0,False
UzeOcBM9cuU,Conred Podcast Episodio 04: Amenaza sísmica y volcánica en Guatemala,UC6SA1dVHvAkc6yNS_t5cbGw,Conred,@Conred_GT,Education,Conred Guatemala,official_gov,127,2026-03-10T17:33:15-07:00,0,1,240,https://www.youtube.com/watch?v=UzeOcBM9cuU,0,0,0,0,False
VfBrLONPnFM,ME quité el MIEDO de viajar en los buses de GUATEMALA 🔥,UCDfEVbDrimcKw5lfbps915g,De todo Gt,@detodogt,People & Blogs,guatemala transporte,topic,329489,2025-08-06T18:55:10-07:00,0,1,911,https://www.youtube.com/watch?v=VfBrLONPnFM,0,0,0,0,False
