source,target,source_type,target_type,source_raw_id,target_raw_id,weight,significado_peso,me_gusta_en_esos_comentarios,respuestas_recibidas_en_esos_comentarios,comment_ids,source_label,target_label
A:UC4wq3DcbfaG6dtCqn8Oyu3w,V:n8iP75gIpmw,author,video,UC4wq3DcbfaG6dtCqn8Oyu3w,n8iP75gIpmw,1,numero de comentarios observados del autor en el video,1,0,UgwopmNYOXxE5kyT7fF4AaABAg,@hugoasencio7764,Qué rico come tu diputado
A:UC5PrBbmUlQolwqmiru7yZhw,V:b_Hkrkl3adA,author,video,UC5PrBbmUlQolwqmiru7yZhw,b_Hkrkl3adA,1,numero de comentarios observados del autor en el video,0,1,UgzZMPOIKJlwEpgh7zd4AaABAg,@lazarochavez8269,Bloqueos en Guatemala este 31 de agosto por alza en combustibles afectan rutas principales
A:UC5PyGvSfFM--OVKmQ3COu6g,V:lj983NWyAQY,author,video,UC5PyGvSfFM--OVKmQ3COu6g,lj983NWyAQY,1,numero de comentarios observados del autor en el video,3,0,UgwdC_aDdYB1wpgGNAt4AaABAg,@FreddyGmez,Plan 2032 Ciudad de Guatemala
A:UC5bG9nc_JV3FsNP2KseQiYw,V:n8iP75gIpmw,author,video,UC5bG9nc_JV3FsNP2KseQiYw,n8iP75gIpmw,1,numero de comentarios observados del autor en el video,2,0,Ugz1kbHjtN-jQUk3sWd4AaABAg,@giovannirodas4836,Qué rico come tu diputado
A:UC5fvhAfm89JH8eDFdvc0xYw,V:lj983NWyAQY,author,video,UC5fvhAfm89JH8eDFdvc0xYw,lj983NWyAQY,1,numero de comentarios observados del autor en el video,0,0,UgyJ7QRY-X3DsJC-t-p4AaABAg,@isaidiaz2388,Plan 2032 Ciudad de Guatemala
A:UC5hvEnRUzI4Kfvwnyi4QxqQ,V:j43HgwYFKfk,author,video,UC5hvEnRUzI4Kfvwnyi4QxqQ,j43HgwYFKfk,1,numero de comentarios observados del autor en el video,2,0,UgxeJQgzDc124jVv7Fx4AaABAg,@leonelsantizo5281,La cooptación de Walter Mazariegos en la USAC
A:UC5wuDq3U3vRAhOQI3D7gNdw,V:ndAZjHqzzT8,author,video,UC5wuDq3U3vRAhOQI3D7gNdw,ndAZjHqzzT8,1,numero de comentarios observados del autor en el video,2,1,UgzaWev1Ju6338Y7Ehl4AaABAg,@allanreneramirezgonzalez534,Internet: escoger el menos malo
A:UC63tFvbQ_hJhGDi2nbjssjw,V:6W4u8sGEnGM,author,video,UC63tFvbQ_hJhGDi2nbjssjw,6W4u8sGEnGM,1,numero de comentarios observados del autor en el video,2,0,UgxEsAK7q3l34wFdZ414AaABAg.A_zCnf5bSajA_znUL05zze,@AbigailRodas-w2r,Inician los trabajos de recuperación del Puente Belice II.
A:UC650pRT-OYzny3GwOH8Cgfw,V:n8iP75gIpmw,author,video,UC650pRT-OYzny3GwOH8Cgfw,n8iP75gIpmw,1,numero de comentarios observados del autor en el video,1,0,Ugyejets0FNr0Zh-VuZ4AaABAg,@edvinparedesherrera7632,Qué rico come tu diputado
A:UC6PvO1_k5lHKGdAPo5_C6TA,V:n8iP75gIpmw,author,video,UC6PvO1_k5lHKGdAPo5_C6TA,n8iP75gIpmw,1,numero de comentarios observados del autor en el video,1,0,UgwHY5LtTiQ0lBONp8N4AaABAg,@johnmejia992,Qué rico come tu diputado
A:UC6Uj1FT5JjDSF8vudvDxPAA,V:j43HgwYFKfk,author,video,UC6Uj1FT5JjDSF8vudvDxPAA,j43HgwYFKfk,1,numero de comentarios observados del autor en el video,1,0,UgxFzCyhju6zPSl4zwZ4AaABAg,@alfredoortega9264,La cooptación de Walter Mazariegos en la USAC
A:UC6YSZqL0vEcI-niPKIMUGfw,V:n8iP75gIpmw,author,video,UC6YSZqL0vEcI-niPKIMUGfw,n8iP75gIpmw,1,numero de comentarios observados del autor en el video,2,0,Ugwz_6qtdDTbTWEUQQ94AaABAg,@maxwellsales885,Qué rico come tu diputado
A:UC6xI_MOaxajIWpoP8BH6E_Q,V:s0eco-BofOs,author,video,UC6xI_MOaxajIWpoP8BH6E_Q,s0eco-BofOs,1,numero de comentarios observados del autor en el video,0,0,UgzOeIbOqa0dhaWyj_B4AaABAg,@jahirdiaz5862,¿Quiénes pagan más en Centroamérica?
A:UC7VUuJr9cGh845CmTvf7TlQ,V:n8iP75gIpmw,author,video,UC7VUuJr9cGh845CmTvf7TlQ,n8iP75gIpmw,1,numero de comentarios observados del autor en el video,1,0,Ugy0dVAcWghuyCdAVS54AaABAg,@LuisCastillo-oz4df,Qué rico come tu diputado
A:UC7dadZG7kkGYnsNu6td0FbA,V:j43HgwYFKfk,author,video,UC7dadZG7kkGYnsNu6td0FbA,j43HgwYFKfk,1,numero de comentarios observados del autor en el video,18,0,UgyWzgDknElvfn9oFJZ4AaABAg,@lesolorzano,La cooptación de Walter Mazariegos en la USAC
A:UC816IGbFCZinfYS1LRDaaHg,V:j43HgwYFKfk,author,video,UC816IGbFCZinfYS1LRDaaHg,j43HgwYFKfk,1,numero de comentarios observados del autor en el video,1,0,Ugx3uDgmZQhx3Z3VOzt4AaABAg,@ingenieroar,La cooptación de Walter Mazariegos en la USAC
A:UC8F2V63KZ4ZEay6opX2hAQw,V:n8iP75gIpmw,author,video,UC8F2V63KZ4ZEay6opX2hAQw,n8iP75gIpmw,1,numero de comentarios observados del autor en el video,0,0,Ugwih8O9PeaJ_zd7FWV4AaABAg,@carmenr6311,Qué rico come tu diputado
A:UC8G5cJONY8L9voMyBW8Eoug,V:n8iP75gIpmw,author,video,UC8G5cJONY8L9voMyBW8Eoug,n8iP75gIpmw,1,numero de comentarios observados del autor en el video,0,0,Ugy0LbKWrqUFhWPRoKN4AaABAg.A7epXgDRFjZA7f-Z-rKQOV,@luisparedes-pw6qt,Qué rico come tu diputado
A:UC8r11yOugM2NuRfitQOxLLg,V:n8iP75gIpmw,author,video,UC8r11yOugM2NuRfitQOxLLg,n8iP75gIpmw,1,numero de comentarios observados del autor en el video,1,0,UgyIX1zx3bbc9DsK8VR4AaABAg,@cesaraugustomoralesmonroy6907,Qué rico come tu diputado
A:UC8xlJWNHz1V_W6q3fbuQH8g,V:PjmxCj-a9Hg,author,video,UC8xlJWNHz1V_W6q3fbuQH8g,PjmxCj-a9Hg,1,numero de comentarios observados del autor en el video,1,0,UgzmBVMoFVO53-_ZZ-54AaABAg,@NormaLópez-v7e,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt
A:UC95PSMouTx2N5CbSq0hIyrQ,V:j43HgwYFKfk,author,video,UC95PSMouTx2N5CbSq0hIyrQ,j43HgwYFKfk,1,numero de comentarios observados del autor en el video,0,0,UgwIlv8gtF3WKYfHSJJ4AaABAg,@lisss1908,La cooptación de Walter Mazariegos en la USAC
A:UC9Wp6vL5oCU37qC3Aj94WZA,V:b_Hkrkl3adA,author,video,UC9Wp6vL5oCU37qC3Aj94WZA,b_Hkrkl3adA,1,numero de comentarios observados del autor en el video,0,0,Ugz-XNtfLx0lzcoHUXN4AaABAg,@ManuelSanchez-b8q2z,Bloqueos en Guatemala este 31 de agosto por alza en combustibles afectan rutas principales
A:UC9xr9QvIcDvoZNUX5f-jaZw,V:n8iP75gIpmw,author,video,UC9xr9QvIcDvoZNUX5f-jaZw,n8iP75gIpmw,1,numero de comentarios observados del autor en el video,0,0,Ugz76M4X7jXyiAqAC_d4AaABAg.A7j4tx1RMDbA7oQQlZnZR4,@MariaaliciaColonmorales,Qué rico come tu diputado
A:UCA93ym2TXs_Ibyxb4Vcn-6Q,V:n8iP75gIpmw,author,video,UCA93ym2TXs_Ibyxb4Vcn-6Q,n8iP75gIpmw,1,numero de comentarios observados del autor en el video,0,0,UgzhtSisQXcyX7bqkzB4AaABAg,@oswaldosolis8728,Qué rico come tu diputado
A:UCAKuKvcbfnBD3kF5njNu-IA,V:j43HgwYFKfk,author,video,UCAKuKvcbfnBD3kF5njNu-IA,j43HgwYFKfk,1,numero de comentarios observados del autor en el video,0,0,UgysslM7dkNnQ1JT7Mh4AaABAg,@melvinlopez7096,La cooptación de Walter Mazariegos en la USAC
A:UCAV7QIjYhbDJaycQycM_0eQ,V:PjmxCj-a9Hg,author,video,UCAV7QIjYhbDJaycQycM_0eQ,PjmxCj-a9Hg,1,numero de comentarios observados del autor en el video,3,0,UgyJnStLEHxVNbAfd0p4AaABAg,@mariavail8998,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt
A:UCAlzM_N6xBlMYmM8EBzX86Q,V:n8iP75gIpmw,author,video,UCAlzM_N6xBlMYmM8EBzX86Q,n8iP75gIpmw,1,numero de comentarios observados del autor en el video,3,0,Ugy2FaeBadbmVJj7F714AaABAg,@carlossoto3252,Qué rico come tu diputado
A:UCAmtbUiIrUIhikru0ZoTFig,V:n8iP75gIpmw,author,video,UCAmtbUiIrUIhikru0ZoTFig,n8iP75gIpmw,1,numero de comentarios observados del autor en el video,7,0,Ugzi82q6lRyjtKUL5lV4AaABAg,@Aura-vf6dm,Qué rico come tu diputado
A:UCB5p8a5gklc80jJItP6xTHg,V:n8iP75gIpmw,author,video,UCB5p8a5gklc80jJItP6xTHg,n8iP75gIpmw,1,numero de comentarios observados del autor en el video,6,0,UgyN-BmjI1Qyr5moi-x4AaABAg,@ernestogamboa8737,Qué rico come tu diputado
A:UCBtB5dIyx-C16UN8ClUD2UA,V:is3Mk5oC19g,author,video,UCBtB5dIyx-C16UN8ClUD2UA,is3Mk5oC19g,1,numero de comentarios observados del autor en el video,0,0,UgzVRaRar_M-cPPi92x4AaABAg,@alexmonzon4257,Capturan a ladrón que había quedado grabado mientras robaba en una parroquia de Retalhuleu
A:UCCBYcToQ2dwkd6TJh0FSyDg,V:j43HgwYFKfk,author,video,UCCBYcToQ2dwkd6TJh0FSyDg,j43HgwYFKfk,1,numero de comentarios observados del autor en el video,0,0,UgyYaWYhDStGYWDGkb94AaABAg,@lidiarodriguez3493,La cooptación de Walter Mazariegos en la USAC
A:UCCUmP4PlbwgikVFpYwbtRTg,V:yLZS3JiEBg8,author,video,UCCUmP4PlbwgikVFpYwbtRTg,yLZS3JiEBg8,1,numero de comentarios observados del autor en el video,3,0,Ugx_gjcVH5SlIKBNTGh4AaABAg,@alhvi,Arroz con pollo a la MONOPOLIO
A:UCCaYwkkbQGcvFoUmothVdQQ,V:n8iP75gIpmw,author,video,UCCaYwkkbQGcvFoUmothVdQQ,n8iP75gIpmw,1,numero de comentarios observados del autor en el video,0,0,UgwgoKatyznihVvDVVd4AaABAg,@OsvaldoAguirre-l3i,Qué rico come tu diputado
A:UCDIMztpVm7G27qBuiWuT6oQ,V:n8iP75gIpmw,author,video,UCDIMztpVm7G27qBuiWuT6oQ,n8iP75gIpmw,1,numero de comentarios observados del autor en el video,0,0,Ugw4C1ijI36l6LAiSZh4AaABAg,@lizardomorataya8274,Qué rico come tu diputado
A:UCDPWkUX3sNNaCx-m1dV4glA,V:n8iP75gIpmw,author,video,UCDPWkUX3sNNaCx-m1dV4glA,n8iP75gIpmw,1,numero de comentarios observados del autor en el video,0,0,UgyiGiWPuiTR2hkzmVd4AaABAg,@hectoroliva949,Qué rico come tu diputado
A:UCDQaQv0hr2SS_PO-CMEwVHg,V:n8iP75gIpmw,author,video,UCDQaQv0hr2SS_PO-CMEwVHg,n8iP75gIpmw,1,numero de comentarios observados del autor en el video,1,0,UgxPRaGm9MdlK4U6VPt4AaABAg,@federicosaquimux1933,Qué rico come tu diputado
A:UCDUffaruH6dyUnUGwsTKpgg,V:n8iP75gIpmw,author,video,UCDUffaruH6dyUnUGwsTKpgg,n8iP75gIpmw,1,numero de comentarios observados del autor en el video,2,0,UgzVSZ19e2Cc28bFi-94AaABAg,@luisletona2842,Qué rico come tu diputado
A:UCDftMWXQoJ6nONfY7GVOVjg,V:n8iP75gIpmw,author,video,UCDftMWXQoJ6nONfY7GVOVjg,n8iP75gIpmw,1,numero de comentarios observados del autor en el video,0,0,UgxKfM_nJMsGTkKkM8V4AaABAg,@luisgpacheco5858,Qué rico come tu diputado
A:UCDlr1VadSucIZgZ171pRBjQ,V:n8iP75gIpmw,author,video,UCDlr1VadSucIZgZ171pRBjQ,n8iP75gIpmw,1,numero de comentarios observados del autor en el video,0,0,UgxqEChOyWebtVaqy-V4AaABAg,@cuabatzjj5924,Qué rico come tu diputado
A:UCDrmf9y9nLgFY5wnA2hTuGA,V:j43HgwYFKfk,author,video,UCDrmf9y9nLgFY5wnA2hTuGA,j43HgwYFKfk,1,numero de comentarios observados del autor en el video,1,0,UgyciTatiqHr2BpFTqJ4AaABAg,@laboratorio5528,La cooptación de Walter Mazariegos en la USAC
A:UCEHXl4VvvVpq-_4xC5tsbhg,V:6W4u8sGEnGM,author,video,UCEHXl4VvvVpq-_4xC5tsbhg,6W4u8sGEnGM,1,numero de comentarios observados del autor en el video,7,0,UgxR1eqvFSEtPNShD8x4AaABAg,@anibalg47,Inician los trabajos de recuperación del Puente Belice II.
A:UCEgEQmRbtL5fwr9_DqAC--g,V:n8iP75gIpmw,author,video,UCEgEQmRbtL5fwr9_DqAC--g,n8iP75gIpmw,1,numero de comentarios observados del autor en el video,2,0,UgxfnbtuhVQuDILnXj14AaABAg,@ArielRodas-g5y,Qué rico come tu diputado
A:UCErZPJpHmLCsXs8ZWkAUupQ,V:n8iP75gIpmw,author,video,UCErZPJpHmLCsXs8ZWkAUupQ,n8iP75gIpmw,1,numero de comentarios observados del autor en el video,2,1,Ugx74OPnWkWaFjpFuA94AaABAg,@dorisl.garciaroche7763,Qué rico come tu diputado
A:UCFFrEmn6lPYiWyElpfzTy5Q,V:is3Mk5oC19g,author,video,UCFFrEmn6lPYiWyElpfzTy5Q,is3Mk5oC19g,1,numero de comentarios observados del autor en el video,0,0,UgyXTA5oFwzI70TKCUd4AaABAg,@denilsonlopez4083,Capturan a ladrón que había quedado grabado mientras robaba en una parroquia de Retalhuleu
A:UCFOxCyF926Y9eHhMeVoWLzw,V:lj983NWyAQY,author,video,UCFOxCyF926Y9eHhMeVoWLzw,lj983NWyAQY,1,numero de comentarios observados del autor en el video,3,0,Ugx7Gvgflw7nQKqoR094AaABAg,@arielsarc09,Plan 2032 Ciudad de Guatemala
A:UCFUuDARXdmmIrLppEqf-rFg,V:n8iP75gIpmw,author,video,UCFUuDARXdmmIrLppEqf-rFg,n8iP75gIpmw,1,numero de comentarios observados del autor en el video,0,0,UgxZFzh6jzOX7Avhk1h4AaABAg,@allanmunoz7410,Qué rico come tu diputado
A:UCFhxtoeARHPnXXPcDrOU3Xg,V:n8iP75gIpmw,author,video,UCFhxtoeARHPnXXPcDrOU3Xg,n8iP75gIpmw,1,numero de comentarios observados del autor en el video,2,0,Ugy1neHHTJYO0umhgLt4AaABAg,@diegoalejandrolopezmendez205,Qué rico come tu diputado
A:UCFoIAE8k82D6AV-8gjjKaNg,V:n8iP75gIpmw,author,video,UCFoIAE8k82D6AV-8gjjKaNg,n8iP75gIpmw,1,numero de comentarios observados del autor en el video,1,1,Ugy__nsWCBggw9EzOUd4AaABAg,@eddymunoz9789,Qué rico come tu diputado
A:UCFxE8GbokBrBsPEKM1xrOjQ,V:n8iP75gIpmw,author,video,UCFxE8GbokBrBsPEKM1xrOjQ,n8iP75gIpmw,1,numero de comentarios observados del autor en el video,10,0,UgyuZ00FMdgmao7sNMx4AaABAg,@JuanDavila-qd7qj,Qué rico come tu diputado
A:UCFybmWapGvBKcQod7cPPH9w,V:6W4u8sGEnGM,author,video,UCFybmWapGvBKcQod7cPPH9w,6W4u8sGEnGM,1,numero de comentarios observados del autor en el video,1,0,Ugw4ccnmIWJaE6VNRWN4AaABAg,@vitalianochavez8382,Inician los trabajos de recuperación del Puente Belice II.
A:UCGGHbtfbbe0o68etrOf0qxw,V:j43HgwYFKfk,author,video,UCGGHbtfbbe0o68etrOf0qxw,j43HgwYFKfk,1,numero de comentarios observados del autor en el video,0,0,UgxW0ZnTohConSPgOpp4AaABAg,@karensussetteleonvargas9794,La cooptación de Walter Mazariegos en la USAC
A:UCGX_UbAQOXGZknv5iqklwTA,V:PjmxCj-a9Hg,author,video,UCGX_UbAQOXGZknv5iqklwTA,PjmxCj-a9Hg,1,numero de comentarios observados del autor en el video,1,0,UgzxhrnRAMNePfy6u7J4AaABAg,@ronaldgarcia8522,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt
A:UCGZMgmM92E3njyXNe9-kjAQ,V:OkXlHx0hx-8,author,video,UCGZMgmM92E3njyXNe9-kjAQ,OkXlHx0hx-8,1,numero de comentarios observados del autor en el video,2,1,UgzRlz8OqalaHh8EnUl4AaABAg,@pasionpornada,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo
A:UCGj2v6Gl5bN8NSrzJMXS-CA,V:WIUZtitfLRw,author,video,UCGj2v6Gl5bN8NSrzJMXS-CA,WIUZtitfLRw,1,numero de comentarios observados del autor en el video,0,0,Ugxz9vnSvQJNt4YNbYV4AaABAg,@juliogutierrez492,Caminar en una ciudad hecha para carros
A:UCGm3gRBEHGRJYmtCryZLtDw,V:b_Hkrkl3adA,author,video,UCGm3gRBEHGRJYmtCryZLtDw,b_Hkrkl3adA,1,numero de comentarios observados del autor en el video,0,0,UgzZMPOIKJlwEpgh7zd4AaABAg.AaB6SZj2UadAaCH5adXxCo,@JoséLopez-g6k,Bloqueos en Guatemala este 31 de agosto por alza en combustibles afectan rutas principales
A:UCGqKxQS-z3NZzZF-2w338AA,V:lj983NWyAQY,author,video,UCGqKxQS-z3NZzZF-2w338AA,lj983NWyAQY,1,numero de comentarios observados del autor en el video,211,3,UgzKcy6Zr6Ele2EAo6J4AaABAg,@samuelaguilar529,Plan 2032 Ciudad de Guatemala
A:UCGzXwyCzMzGmjmCbH3Hg01Q,V:n8iP75gIpmw,author,video,UCGzXwyCzMzGmjmCbH3Hg01Q,n8iP75gIpmw,1,numero de comentarios observados del autor en el video,2,0,UgyCoulSuwV8jBnjbtN4AaABAg,@FidelZacarias-ph7dy,Qué rico come tu diputado
A:UCHGd14aYuZZShLD73dkk6mg,V:JkpVO1hx2f8,author,video,UCHGd14aYuZZShLD73dkk6mg,JkpVO1hx2f8,1,numero de comentarios observados del autor en el video,0,0,UgzWs20muY6Ghm9Z7094AaABAg,@noemiherrera3152,10 Preguntas a un año del Paro Nacional
A:UCHMQ_lDhibZ-XZ_3fo6oxwg,V:lj983NWyAQY,author,video,UCHMQ_lDhibZ-XZ_3fo6oxwg,lj983NWyAQY,1,numero de comentarios observados del autor en el video,16,0,UgySttznhywvGXZyF-N4AaABAg,@crislexrubi4387,Plan 2032 Ciudad de Guatemala
A:UCHTGCgY2l-DQJIvlA_cpa_Q,V:PjmxCj-a9Hg,author,video,UCHTGCgY2l-DQJIvlA_cpa_Q,PjmxCj-a9Hg,1,numero de comentarios observados del autor en el video,1,0,UgztKpwRx20oET8wGLJ4AaABAg,@virgiliogarcia3039,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt
A:UCHbwIx9pmQuf7i-4_xO2EpA,V:j43HgwYFKfk,author,video,UCHbwIx9pmQuf7i-4_xO2EpA,j43HgwYFKfk,1,numero de comentarios observados del autor en el video,0,0,UgyoglGwyV2PhIAvHdt4AaABAg,@caminoseternos752,La cooptación de Walter Mazariegos en la USAC
A:UCHu8x4MVkayU6VgwVKd--MQ,V:b_Hkrkl3adA,author,video,UCHu8x4MVkayU6VgwVKd--MQ,b_Hkrkl3adA,1,numero de comentarios observados del autor en el video,1,0,UgyxvyPVCur3jgc_1mx4AaABAg,@Hernandez-i1o,Bloqueos en Guatemala este 31 de agosto por alza en combustibles afectan rutas principales
A:UCIUhbSCy3-SGRe5UtqM4fzQ,V:lj983NWyAQY,author,video,UCIUhbSCy3-SGRe5UtqM4fzQ,lj983NWyAQY,1,numero de comentarios observados del autor en el video,1,0,Ugxgxziq7k4s9WwmauB4AaABAg,@jeanmorales1677,Plan 2032 Ciudad de Guatemala
A:UCIXLDYqR_syskKRJy_x9W9Q,V:06mFNPU0aB8,author,video,UCIXLDYqR_syskKRJy_x9W9Q,06mFNPU0aB8,1,numero de comentarios observados del autor en el video,0,0,Ugz158DoUO_zyZlglG14AaABAg,@carlitosramirez4739,Capturan a presuntos delincuentes disfrazados de mujer señalados de cometer asalto
A:UCIgoiXdIKJyUGmUoH2Lxdzg,V:OkXlHx0hx-8,author,video,UCIgoiXdIKJyUGmUoH2Lxdzg,OkXlHx0hx-8,1,numero de comentarios observados del autor en el video,3,0,Ugyr_-OfFbHlc9uWhg94AaABAg,@susievidal4134,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo
A:UCIp19h9igblA2YKfSLPDAug,V:lj983NWyAQY,author,video,UCIp19h9igblA2YKfSLPDAug,lj983NWyAQY,1,numero de comentarios observados del autor en el video,14,1,UgymHCpILRINq5oT_7B4AaABAg,@JoseReyes-rn6sh,Plan 2032 Ciudad de Guatemala
A:UCJp3OrVYcBorC94sKwdch_A,V:ndAZjHqzzT8,author,video,UCJp3OrVYcBorC94sKwdch_A,ndAZjHqzzT8,1,numero de comentarios observados del autor en el video,0,0,UgwwPrhCy2levkb6TRd4AaABAg,@ULJoshmg2011,Internet: escoger el menos malo
A:UCJxJC56BSAX-ArD0NAb9qnQ,V:3Nfp9h5avBI,author,video,UCJxJC56BSAX-ArD0NAb9qnQ,3Nfp9h5avBI,1,numero de comentarios observados del autor en el video,0,0,UgxswojCyw1a0RuHVEp4AaABAg,@alfonsowilian9157,"Noticiero en Directo 1 pm, 28 de Agosto de 2026"
A:UCKDR0f2fu2UzWL8mBv5-BHw,V:n8iP75gIpmw,author,video,UCKDR0f2fu2UzWL8mBv5-BHw,n8iP75gIpmw,1,numero de comentarios observados del autor en el video,0,0,Ugz200h27x5RIAnswQd4AaABAg,@mireyamorales6595,Qué rico come tu diputado
A:UCKVzDUqbtdSMBcexaEtMmzQ,V:TT4qJ5FXHYE,author,video,UCKVzDUqbtdSMBcexaEtMmzQ,TT4qJ5FXHYE,1,numero de comentarios observados del autor en el video,0,0,Ugw6cfXYfV4H-asKlDR4AaABAg,@rotorairgroup8409,"I’x K’at: el primer equipo guatemalteco de pelota maya, conformado únicamente por mujeres."
A:UCL1MT278vSaQ83ZDkVWn1gw,V:n8iP75gIpmw,author,video,UCL1MT278vSaQ83ZDkVWn1gw,n8iP75gIpmw,1,numero de comentarios observados del autor en el video,20,0,Ugy0LbKWrqUFhWPRoKN4AaABAg,@elmorodriguez6978,Qué rico come tu diputado
A:UCLXYp1Cvc5DLtq5UQL5D9vw,V:06mFNPU0aB8,author,video,UCLXYp1Cvc5DLtq5UQL5D9vw,06mFNPU0aB8,1,numero de comentarios observados del autor en el video,3,1,UgxEE17R1iQyuDZebVF4AaABAg,@jorgecifuentes-m5g,Capturan a presuntos delincuentes disfrazados de mujer señalados de cometer asalto
A:UCLh1Kde4_vI1sTZBkTNP7RQ,V:is3Mk5oC19g,author,video,UCLh1Kde4_vI1sTZBkTNP7RQ,is3Mk5oC19g,1,numero de comentarios observados del autor en el video,0,0,UgwxjmtBoAozs0ZUAcd4AaABAg.AaAbqoGVGipAaAjNG9oPRN,@JoelReynoso-d4r,Capturan a ladrón que había quedado grabado mientras robaba en una parroquia de Retalhuleu
A:UCN2N_wYOw6fMwCeSzdXLPIw,V:PjmxCj-a9Hg,author,video,UCN2N_wYOw6fMwCeSzdXLPIw,PjmxCj-a9Hg,1,numero de comentarios observados del autor en el video,0,0,UgwhphOY9n46ofElDut4AaABAg,@danielantoniogonzalezflore4901,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt
A:UCN6qbfPSzFtjhqUDZ3Cv3CQ,V:n8iP75gIpmw,author,video,UCN6qbfPSzFtjhqUDZ3Cv3CQ,n8iP75gIpmw,1,numero de comentarios observados del autor en el video,2,0,UgwIiqrp6EYNoFmnBAR4AaABAg,@carlosmedranovelasquez6380,Qué rico come tu diputado
A:UCNiMNUJvaRJb0_QLClqwVnA,V:TT4qJ5FXHYE,author,video,UCNiMNUJvaRJb0_QLClqwVnA,TT4qJ5FXHYE,1,numero de comentarios observados del autor en el video,2,0,UgyYPJkzW5rbOUI_vcd4AaABAg,@Santiago.Nolasco,"I’x K’at: el primer equipo guatemalteco de pelota maya, conformado únicamente por mujeres."
A:UCNkcuy42zEwddwEcOd_HpnA,V:n8iP75gIpmw,author,video,UCNkcuy42zEwddwEcOd_HpnA,n8iP75gIpmw,1,numero de comentarios observados del autor en el video,3,0,UgwwKfLmhHVU-Oxzqtl4AaABAg,@vanigomez492,Qué rico come tu diputado
A:UCNpt5CQlTzNjlAKY6CJtClQ,V:j43HgwYFKfk,author,video,UCNpt5CQlTzNjlAKY6CJtClQ,j43HgwYFKfk,1,numero de comentarios observados del autor en el video,0,0,Ugw74asIfir0_SVC6OB4AaABAg,@eustaquiogomez9975,La cooptación de Walter Mazariegos en la USAC
A:UCO0zwwLWGyDgQmWPJ5Qrr1w,V:06mFNPU0aB8,author,video,UCO0zwwLWGyDgQmWPJ5Qrr1w,06mFNPU0aB8,1,numero de comentarios observados del autor en el video,3,0,Ugx-cQ3Wf3whk_hssDR4AaABAg,@elsalvador3605,Capturan a presuntos delincuentes disfrazados de mujer señalados de cometer asalto
A:UCOARn3hnfkB7-_Rwa8Hoqcw,V:WIUZtitfLRw,author,video,UCOARn3hnfkB7-_Rwa8Hoqcw,WIUZtitfLRw,1,numero de comentarios observados del autor en el video,0,0,UgyzzIxBoO0_7kX1EWJ4AaABAg,@nicelol5241,Caminar en una ciudad hecha para carros
A:UCOLHH4ZpMxPYF-Q6e6wvn5A,V:OkXlHx0hx-8,author,video,UCOLHH4ZpMxPYF-Q6e6wvn5A,OkXlHx0hx-8,1,numero de comentarios observados del autor en el video,2,1,Ugw1ZzA21njWhaqQQTh4AaABAg,@luisroldan7374,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo
A:UCOS8ViEkccrTZx2w2ccxotA,V:n8iP75gIpmw,author,video,UCOS8ViEkccrTZx2w2ccxotA,n8iP75gIpmw,1,numero de comentarios observados del autor en el video,4,0,UgwaokeDKlLgSdqHpW94AaABAg,@OscarHernandez-q8y,Qué rico come tu diputado
A:UCOY3XpD9qMCRSA8AA8c4CAw,V:yLZS3JiEBg8,author,video,UCOY3XpD9qMCRSA8AA8c4CAw,yLZS3JiEBg8,1,numero de comentarios observados del autor en el video,1,0,UgzRyWsi9Ed1wsXKgwd4AaABAg,@franciscorodas9686,Arroz con pollo a la MONOPOLIO
A:UCOcUI5XkTYNMSFhZNMIPpGg,V:j43HgwYFKfk,author,video,UCOcUI5XkTYNMSFhZNMIPpGg,j43HgwYFKfk,1,numero de comentarios observados del autor en el video,3,0,UgwaGYcI3FekgL1PZct4AaABAg,@hendersonlopez3864,La cooptación de Walter Mazariegos en la USAC
A:UCOh6DaZC_x9HASnlRylEMfw,V:n8iP75gIpmw,author,video,UCOh6DaZC_x9HASnlRylEMfw,n8iP75gIpmw,1,numero de comentarios observados del autor en el video,0,0,UgxzN9_I9vkDCdX_8dN4AaABAg,@AndresMedina-v1s,Qué rico come tu diputado
A:UCPLW0HE3siElqCgXfgWxMqg,V:X_FAIef8qlE,author,video,UCPLW0HE3siElqCgXfgWxMqg,X_FAIef8qlE,1,numero de comentarios observados del autor en el video,0,0,UgwBIwUPLGxEWAu3Mh14AaABAg,@elizabethmonterroso7719,Cruzando la ciudad a puro Transmetro
