source,target,source_type,target_type,source_raw_id,target_raw_id,weight,significado_peso,me_gusta_en_esos_comentarios,respuestas_recibidas_en_esos_comentarios,comment_ids,source_label,target_label
A:UCPNXmbOBVeC4HS-xemvcPtQ,V:OkXlHx0hx-8,author,video,UCPNXmbOBVeC4HS-xemvcPtQ,OkXlHx0hx-8,1,numero de comentarios observados del autor en el video,2,3,UgxxdDS3FUc53KWN3KF4AaABAg,@BelkisRodriguezRamirez,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo
A:UCPZueDLrCS4BmTBRMA4q0fA,V:PjmxCj-a9Hg,author,video,UCPZueDLrCS4BmTBRMA4q0fA,PjmxCj-a9Hg,1,numero de comentarios observados del autor en el video,1,1,UgySlQlmZmrLAq5JsLx4AaABAg,@kevinochoa3695,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt
A:UCQIdKuZ-OzuFqy0KjGrgesg,V:JkpVO1hx2f8,author,video,UCQIdKuZ-OzuFqy0KjGrgesg,JkpVO1hx2f8,1,numero de comentarios observados del autor en el video,1,0,UgwXm2HjtCzRKiDHflJ4AaABAg,@lyacausa,10 Preguntas a un año del Paro Nacional
A:UCQM2tCKRRytVDRxNUfCDqQQ,V:zweosulrwA8,author,video,UCQM2tCKRRytVDRxNUfCDqQQ,zweosulrwA8,1,numero de comentarios observados del autor en el video,0,0,UgwSDn5aIUEZwOlx9c94AaABAg,@elioelias7267,Edén por Salud: empleo inclusivo para personas con discapacidad en Antigua | Super - Episodio 2
A:UCQMMuADgqWUOcJpLwHOzC-g,V:OkXlHx0hx-8,author,video,UCQMMuADgqWUOcJpLwHOzC-g,OkXlHx0hx-8,1,numero de comentarios observados del autor en el video,0,0,UgxiEgXuexKPtHEwAQJ4AaABAg.Aa9HLCNywwKAa9OgyseDes,@Ripped-Yoda,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo
A:UCQgYjVngJRfPHDLGB5X6ZjA,V:n8iP75gIpmw,author,video,UCQgYjVngJRfPHDLGB5X6ZjA,n8iP75gIpmw,1,numero de comentarios observados del autor en el video,0,0,UgwguqWom06c5opgpiF4AaABAg,@oscarnavas9996,Qué rico come tu diputado
A:UCQqetiwzzmRNTM5OWuXarGQ,V:n8iP75gIpmw,author,video,UCQqetiwzzmRNTM5OWuXarGQ,n8iP75gIpmw,1,numero de comentarios observados del autor en el video,1,0,Ugwe0V0ssRP-r167Lzh4AaABAg,@isaiaslopezvelasquez1539,Qué rico come tu diputado
A:UCQqlPPUGqAfWjd-FSh_qn7Q,V:j43HgwYFKfk,author,video,UCQqlPPUGqAfWjd-FSh_qn7Q,j43HgwYFKfk,1,numero de comentarios observados del autor en el video,0,0,UgyHcSyWHx2SKCg6db14AaABAg,@estuardoargueta137,La cooptación de Walter Mazariegos en la USAC
A:UCQtSFINs1h6GHkpg9o5kMvg,V:n8iP75gIpmw,author,video,UCQtSFINs1h6GHkpg9o5kMvg,n8iP75gIpmw,1,numero de comentarios observados del autor en el video,12,0,UgwsCWap2Jq1pNrLOWl4AaABAg,@MacarioMartinezruiz,Qué rico come tu diputado
A:UCQyOePccUP-fIJYzchAgZYw,V:j43HgwYFKfk,author,video,UCQyOePccUP-fIJYzchAgZYw,j43HgwYFKfk,1,numero de comentarios observados del autor en el video,0,0,Ugw8iZ_G2Cwq-9ZYctt4AaABAg,@aguilar4254,La cooptación de Walter Mazariegos en la USAC
A:UCRAquv8el-tQ30bN7MlmySQ,V:j43HgwYFKfk,author,video,UCRAquv8el-tQ30bN7MlmySQ,j43HgwYFKfk,1,numero de comentarios observados del autor en el video,4,0,Ugw0xaOb2CYXXoudtwJ4AaABAg,@iamjimalesssa,La cooptación de Walter Mazariegos en la USAC
A:UCRETAiYdh2dL5ZxB0_N1zDA,V:n8iP75gIpmw,author,video,UCRETAiYdh2dL5ZxB0_N1zDA,n8iP75gIpmw,1,numero de comentarios observados del autor en el video,0,0,UgzrrbkpudLqNqr7s6R4AaABAg,@Joseroland21,Qué rico come tu diputado
A:UCRcSR3Lvn9DZAmJpVPANfZQ,V:lj983NWyAQY,author,video,UCRcSR3Lvn9DZAmJpVPANfZQ,lj983NWyAQY,1,numero de comentarios observados del autor en el video,68,0,UgzwvEpQc3M_AWvNDad4AaABAg,@WalksandSuch,Plan 2032 Ciudad de Guatemala
A:UCRelkU8JiZBytTzebJxaa-w,V:n8iP75gIpmw,author,video,UCRelkU8JiZBytTzebJxaa-w,n8iP75gIpmw,1,numero de comentarios observados del autor en el video,3,0,Ugw2bSVOoNn2pc8ZcUl4AaABAg,@danyraymundo2942,Qué rico come tu diputado
A:UCRfkkatKrNtAARnXMMYBGlA,V:6W4u8sGEnGM,author,video,UCRfkkatKrNtAARnXMMYBGlA,6W4u8sGEnGM,1,numero de comentarios observados del autor en el video,0,0,UgzhjFXjeUslGQMZ7KB4AaABAg,@BernerSoza-mg3vx,Inician los trabajos de recuperación del Puente Belice II.
A:UCRlCV9zSn7avAWh-9_XFWqQ,V:n8iP75gIpmw,author,video,UCRlCV9zSn7avAWh-9_XFWqQ,n8iP75gIpmw,1,numero de comentarios observados del autor en el video,1,0,UgxcGV8-rD83ACvM0954AaABAg,@ronyarana8849,Qué rico come tu diputado
A:UCRvPToDkkumha7WJAfCDk1A,V:j43HgwYFKfk,author,video,UCRvPToDkkumha7WJAfCDk1A,j43HgwYFKfk,1,numero de comentarios observados del autor en el video,0,0,UgyS31-ujtXB5VmjBRV4AaABAg,@ligiaguerra3057,La cooptación de Walter Mazariegos en la USAC
A:UCRznz9-N3Qc1w-qNdLSIY2Q,V:lj983NWyAQY,author,video,UCRznz9-N3Qc1w-qNdLSIY2Q,lj983NWyAQY,1,numero de comentarios observados del autor en el video,14,0,UgzjFGboqNxQ7BcH0bZ4AaABAg,@jimmygomez724,Plan 2032 Ciudad de Guatemala
A:UCSTAUWVc1_82DHYeqOsqEFA,V:lj983NWyAQY,author,video,UCSTAUWVc1_82DHYeqOsqEFA,lj983NWyAQY,1,numero de comentarios observados del autor en el video,191,2,UgxCjFHfuFk1jUGvoIB4AaABAg,@TheAlexX_C,Plan 2032 Ciudad de Guatemala
A:UCSou6a2OuYGSvPjm5psquyA,V:n8iP75gIpmw,author,video,UCSou6a2OuYGSvPjm5psquyA,n8iP75gIpmw,1,numero de comentarios observados del autor en el video,0,0,UgzH_SOr2gGO_dDna5J4AaABAg,@FranciscoRivera-sf7ne,Qué rico come tu diputado
A:UCTD6q1nyIe3Y7HhqjaMj72w,V:n8iP75gIpmw,author,video,UCTD6q1nyIe3Y7HhqjaMj72w,n8iP75gIpmw,1,numero de comentarios observados del autor en el video,8,0,UgydkbyzemdvsBJrYxt4AaABAg,@JuanChang-r6k,Qué rico come tu diputado
A:UCTP3O0rMnc8z8v8jaDQwL0w,V:n8iP75gIpmw,author,video,UCTP3O0rMnc8z8v8jaDQwL0w,n8iP75gIpmw,1,numero de comentarios observados del autor en el video,1,0,Ugy8csktFvR0eUZN4cp4AaABAg,@RobertoZelaya-x1v,Qué rico come tu diputado
A:UCTTILH6QCIxbTnEWxwRqs1g,V:yLZS3JiEBg8,author,video,UCTTILH6QCIxbTnEWxwRqs1g,yLZS3JiEBg8,1,numero de comentarios observados del autor en el video,0,0,Ugz1VUKAy1iuwk_x2jN4AaABAg,@3762Jorge,Arroz con pollo a la MONOPOLIO
A:UCThW2XNsAaBKme5PUt7n-Zg,V:n8iP75gIpmw,author,video,UCThW2XNsAaBKme5PUt7n-Zg,n8iP75gIpmw,1,numero de comentarios observados del autor en el video,0,0,UgwypjUeZBU45DrrW0d4AaABAg,@thelmamoran8565,Qué rico come tu diputado
A:UCTwSut16JyAg3mX6LVUNGqA,V:n8iP75gIpmw,author,video,UCTwSut16JyAg3mX6LVUNGqA,n8iP75gIpmw,1,numero de comentarios observados del autor en el video,0,0,Ugx1reCoIQcnK3ii2GR4AaABAg,@SuperVictor2005,Qué rico come tu diputado
A:UCTylKrsqkrBKIqubMu_5N0Q,V:n8iP75gIpmw,author,video,UCTylKrsqkrBKIqubMu_5N0Q,n8iP75gIpmw,1,numero de comentarios observados del autor en el video,1,0,Ugxe0MXeW4ziwUMTfF54AaABAg,@edwingeovanymarroquinmarro6684,Qué rico come tu diputado
A:UCUIIIPTVDVHAXqhC_5V6lPA,V:n8iP75gIpmw,author,video,UCUIIIPTVDVHAXqhC_5V6lPA,n8iP75gIpmw,1,numero de comentarios observados del autor en el video,0,0,UgxLSZD8ZrNFmd10RKR4AaABAg,@gorrarota,Qué rico come tu diputado
A:UCUoYsrx1oZnCZ0usbBJn4fA,V:j43HgwYFKfk,author,video,UCUoYsrx1oZnCZ0usbBJn4fA,j43HgwYFKfk,1,numero de comentarios observados del autor en el video,1,0,UgyvSxtnuw9xRiNU5tl4AaABAg,@AnaDiaz-re9sq,La cooptación de Walter Mazariegos en la USAC
A:UCV0iizTBoOfdAFX_thfI9BA,V:n8iP75gIpmw,author,video,UCV0iizTBoOfdAFX_thfI9BA,n8iP75gIpmw,1,numero de comentarios observados del autor en el video,0,0,UgwkiP4fW1xfpXbZcV14AaABAg,@BenjaminLarios-jd8nk,Qué rico come tu diputado
A:UCV0lM03g5fg5pbPj97-sAtA,V:j43HgwYFKfk,author,video,UCV0lM03g5fg5pbPj97-sAtA,j43HgwYFKfk,1,numero de comentarios observados del autor en el video,1,0,UgxDBhcq11EK83DqrSZ4AaABAg,@genarodelgado3929,La cooptación de Walter Mazariegos en la USAC
A:UCVQf0tzL7xRzFJsABVVULpg,V:PjmxCj-a9Hg,author,video,UCVQf0tzL7xRzFJsABVVULpg,PjmxCj-a9Hg,1,numero de comentarios observados del autor en el video,0,0,Ugz5OziU6YjREVjZJUZ4AaABAg,@DennisseLopetegi,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt
A:UCVdjCrh4tQoX3haNAZv-n5A,V:OkXlHx0hx-8,author,video,UCVdjCrh4tQoX3haNAZv-n5A,OkXlHx0hx-8,1,numero de comentarios observados del autor en el video,3,1,UgxWzoHDeFfVC7jrjzF4AaABAg,@aurahernandez5646,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo
A:UCVhif9eV0f8plICen2DnpKA,V:WIUZtitfLRw,author,video,UCVhif9eV0f8plICen2DnpKA,WIUZtitfLRw,1,numero de comentarios observados del autor en el video,0,0,Ugxf6gnAtXKqV1Q_zRd4AaABAg,@blogarteplus,Caminar en una ciudad hecha para carros
A:UCW-JC6lebVmf2P1dmY_L94g,V:j43HgwYFKfk,author,video,UCW-JC6lebVmf2P1dmY_L94g,j43HgwYFKfk,1,numero de comentarios observados del autor en el video,0,0,UgyZ2zEvW_CClk8k15F4AaABAg,@dinoraoroxon5771,La cooptación de Walter Mazariegos en la USAC
A:UCW80DaMjQlEUibC98Cot-Dg,V:j43HgwYFKfk,author,video,UCW80DaMjQlEUibC98Cot-Dg,j43HgwYFKfk,1,numero de comentarios observados del autor en el video,0,0,Ugyb2uIeZGcNljNqap94AaABAg,@rogeraldana4289,La cooptación de Walter Mazariegos en la USAC
A:UCWIZUtKJ636y-4TYrNvok0g,V:n8iP75gIpmw,author,video,UCWIZUtKJ636y-4TYrNvok0g,n8iP75gIpmw,1,numero de comentarios observados del autor en el video,5,0,Ugw5URsiAF9QVoniY-l4AaABAg,@cesarandreas7824,Qué rico come tu diputado
A:UCWWkebAekppaL5b5CNlppuw,V:JkpVO1hx2f8,author,video,UCWWkebAekppaL5b5CNlppuw,JkpVO1hx2f8,1,numero de comentarios observados del autor en el video,3,0,Ugy6isIL3n6cvYbJG-94AaABAg,@ninettmartinez425,10 Preguntas a un año del Paro Nacional
A:UCWoAVGVqCn4xtINCMOTM4jg,V:j43HgwYFKfk,author,video,UCWoAVGVqCn4xtINCMOTM4jg,j43HgwYFKfk,1,numero de comentarios observados del autor en el video,0,0,UgyhYgz2ilvm1-T5IW94AaABAg,@OmarMartinez-vv8re,La cooptación de Walter Mazariegos en la USAC
A:UCWvntqPQx99k_Z_skWKqNSA,V:6W4u8sGEnGM,author,video,UCWvntqPQx99k_Z_skWKqNSA,6W4u8sGEnGM,1,numero de comentarios observados del autor en el video,2,1,UgwSt406Q1HWBWCewI14AaABAg,@AntonioChiyal-x5s,Inician los trabajos de recuperación del Puente Belice II.
A:UCXN2s7DwTJm33xO-pNkAdaA,V:06mFNPU0aB8,author,video,UCXN2s7DwTJm33xO-pNkAdaA,06mFNPU0aB8,1,numero de comentarios observados del autor en el video,0,0,UgysnIFZt6-_f2iGbid4AaABAg,@edithsan7688,Capturan a presuntos delincuentes disfrazados de mujer señalados de cometer asalto
A:UCXO1BBohNWXkK9SBDAG2ySg,V:yLZS3JiEBg8,author,video,UCXO1BBohNWXkK9SBDAG2ySg,yLZS3JiEBg8,1,numero de comentarios observados del autor en el video,0,0,UgzL_lyzP1gwPdnVQ3Z4AaABAg,@JBFlute92,Arroz con pollo a la MONOPOLIO
A:UCXSkL3ejZ8qWYyF_M7s_QKA,V:n8iP75gIpmw,author,video,UCXSkL3ejZ8qWYyF_M7s_QKA,n8iP75gIpmw,1,numero de comentarios observados del autor en el video,0,0,UgwG3XiEgFlHKtrtTqd4AaABAg,@JacintaTzoy,Qué rico come tu diputado
A:UCXVLc8CmAO813ubM-fLvCDw,V:yLZS3JiEBg8,author,video,UCXVLc8CmAO813ubM-fLvCDw,yLZS3JiEBg8,1,numero de comentarios observados del autor en el video,7,0,UgwoyDvqZ6NlBCvXB7t4AaABAg,@herminiasaquimux7565,Arroz con pollo a la MONOPOLIO
A:UCXgr7vXlRrsaskPdo097kGA,V:n8iP75gIpmw,author,video,UCXgr7vXlRrsaskPdo097kGA,n8iP75gIpmw,1,numero de comentarios observados del autor en el video,0,0,UgzM_dw7xZDkJJ8eYQ94AaABAg,@Rogergh-nw4oj,Qué rico come tu diputado
A:UCXl30Y_upRqbti52fmjK4YA,V:yLZS3JiEBg8,author,video,UCXl30Y_upRqbti52fmjK4YA,yLZS3JiEBg8,1,numero de comentarios observados del autor en el video,0,0,Ugw2014OIYf336oytFt4AaABAg,@capitanfrans,Arroz con pollo a la MONOPOLIO
A:UCXmrpc6Li0spcKxtS0Q_ptg,V:lj983NWyAQY,author,video,UCXmrpc6Li0spcKxtS0Q_ptg,lj983NWyAQY,1,numero de comentarios observados del autor en el video,10,0,UgwA5aTmgACLCuTUT494AaABAg,@melvinperez6710,Plan 2032 Ciudad de Guatemala
A:UCXr8_5WtGeipe4haOoQDgyQ,V:n8iP75gIpmw,author,video,UCXr8_5WtGeipe4haOoQDgyQ,n8iP75gIpmw,1,numero de comentarios observados del autor en el video,0,0,UgwY0wdDJRzHsTCnLbN4AaABAg,@amyherrera7352,Qué rico come tu diputado
A:UCY7Hq7F9Lnucf-Yr6JkHZNw,V:lj983NWyAQY,author,video,UCY7Hq7F9Lnucf-Yr6JkHZNw,lj983NWyAQY,1,numero de comentarios observados del autor en el video,79,0,UgzjqVqTKYeOrM1kW0F4AaABAg,@maynorcalel1442,Plan 2032 Ciudad de Guatemala
A:UCYN4wSQ1Sx4_LurxLlW7MPg,V:n8iP75gIpmw,author,video,UCYN4wSQ1Sx4_LurxLlW7MPg,n8iP75gIpmw,1,numero de comentarios observados del autor en el video,0,0,Ugz1TFgP101cP3SQAW94AaABAg,@belarminavillatoro6474,Qué rico come tu diputado
A:UCYwpX26TrCxq8TvbKGRYLXA,V:n8iP75gIpmw,author,video,UCYwpX26TrCxq8TvbKGRYLXA,n8iP75gIpmw,1,numero de comentarios observados del autor en el video,3,0,UgxLNf6Xy3xngPFLs594AaABAg,@beneficioelcaminovillacana8540,Qué rico come tu diputado
A:UCZ51R_9Q9C0c8I3pAWhtmjQ,V:n8iP75gIpmw,author,video,UCZ51R_9Q9C0c8I3pAWhtmjQ,n8iP75gIpmw,1,numero de comentarios observados del autor en el video,8,0,UgwARHTnVAzzPrHbNox4AaABAg,@belvettzapeta1251,Qué rico come tu diputado
A:UCZFQwqh90apuL8eFhvRBkUg,V:6W4u8sGEnGM,author,video,UCZFQwqh90apuL8eFhvRBkUg,6W4u8sGEnGM,1,numero de comentarios observados del autor en el video,9,0,UgxEsAK7q3l34wFdZ414AaABAg.A_zCnf5bSajA_zKDdWQaaO,@luisricardo9671,Inician los trabajos de recuperación del Puente Belice II.
A:UCZIQnb1fkwe39Iw2TAu-bGA,V:WIUZtitfLRw,author,video,UCZIQnb1fkwe39Iw2TAu-bGA,WIUZtitfLRw,1,numero de comentarios observados del autor en el video,1,0,Ugy7b0JTkHodE4sTU_54AaABAg,@jorgegomez2237,Caminar en una ciudad hecha para carros
A:UCZLG9qH0tUjNhEGFIUt0CYw,V:n8iP75gIpmw,author,video,UCZLG9qH0tUjNhEGFIUt0CYw,n8iP75gIpmw,1,numero de comentarios observados del autor en el video,1,0,UgwEQHx8Ik7SbxBTQ914AaABAg,@SoniaMarroquin-y6e,Qué rico come tu diputado
A:UCZOmq6MwFDVoCaEl99BRRaw,V:ndAZjHqzzT8,author,video,UCZOmq6MwFDVoCaEl99BRRaw,ndAZjHqzzT8,1,numero de comentarios observados del autor en el video,0,0,Ugw4St_YnT9_Ya5xSPt4AaABAg,@daniloarevalo3170,Internet: escoger el menos malo
A:UCZeIIQrGAedW8tCbKWmGY-A,V:j43HgwYFKfk,author,video,UCZeIIQrGAedW8tCbKWmGY-A,j43HgwYFKfk,1,numero de comentarios observados del autor en el video,9,0,UgxXGkvxY-TdtPROWcV4AaABAg,@mariocordon8873,La cooptación de Walter Mazariegos en la USAC
A:UCZjm6U576nX8WOiLhmMR3bw,V:OkXlHx0hx-8,author,video,UCZjm6U576nX8WOiLhmMR3bw,OkXlHx0hx-8,1,numero de comentarios observados del autor en el video,3,1,Ugzfc9D5wlSKYgY5Jrh4AaABAg,@MariaNavarroYT,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo
A:UC_3xuTXvMIWU5MYP9HkJ3vQ,V:06mFNPU0aB8,author,video,UC_3xuTXvMIWU5MYP9HkJ3vQ,06mFNPU0aB8,1,numero de comentarios observados del autor en el video,4,0,UgwY2FW-3sBGV2CGxaJ4AaABAg,@Historia-wm4os,Capturan a presuntos delincuentes disfrazados de mujer señalados de cometer asalto
A:UC_6KbBY1bsYXz9fwFS0eQRg,V:ndAZjHqzzT8,author,video,UC_6KbBY1bsYXz9fwFS0eQRg,ndAZjHqzzT8,1,numero de comentarios observados del autor en el video,0,0,UgxOO0LIkZP1WvhR1U54AaABAg,@imrcp5694,Internet: escoger el menos malo
A:UC_LYoGs5C3mbZKZuKuqYCvw,V:j43HgwYFKfk,author,video,UC_LYoGs5C3mbZKZuKuqYCvw,j43HgwYFKfk,1,numero de comentarios observados del autor en el video,7,0,Ugzhc5zg6rDOR3ltTAZ4AaABAg,@javiercifuentesarchila6041,La cooptación de Walter Mazariegos en la USAC
A:UC_NRVt2UP88ZNTwzrZ66JSg,V:UhL9y3KUl8E,author,video,UC_NRVt2UP88ZNTwzrZ66JSg,UhL9y3KUl8E,1,numero de comentarios observados del autor en el video,2,0,UgyQxncw9dtHgZFgp014AaABAg,@aditalissethevasquezrojas8039,SHAI WA: la vecina queer de Casa Presidencial
A:UC_ljZ1hZXR9pzexFz87P5ZA,V:lj983NWyAQY,author,video,UC_ljZ1hZXR9pzexFz87P5ZA,lj983NWyAQY,1,numero de comentarios observados del autor en el video,0,0,UgxDFo35bUo0APtZcd94AaABAg,@ChRiStOpHeR7969,Plan 2032 Ciudad de Guatemala
A:UCa36MjQLoPAmgJo-R3G8WQA,V:6W4u8sGEnGM,author,video,UCa36MjQLoPAmgJo-R3G8WQA,6W4u8sGEnGM,1,numero de comentarios observados del autor en el video,3,0,UgyFSrjeDvPsB0fKUdp4AaABAg,@elsasalguero6914,Inician los trabajos de recuperación del Puente Belice II.
A:UCaKAjTW9MVub_clgr4DRYjQ,V:j43HgwYFKfk,author,video,UCaKAjTW9MVub_clgr4DRYjQ,j43HgwYFKfk,1,numero de comentarios observados del autor en el video,6,0,UgwCw9bhAw6suYQfCWx4AaABAg,@josecastillo4390,La cooptación de Walter Mazariegos en la USAC
A:UCaT4saRcyqCLE657Rq2hhZQ,V:6W4u8sGEnGM,author,video,UCaT4saRcyqCLE657Rq2hhZQ,6W4u8sGEnGM,1,numero de comentarios observados del autor en el video,0,0,Ugx4dn4xlUl9Jp9QJeJ4AaABAg,@elmilenial4064,Inician los trabajos de recuperación del Puente Belice II.
A:UCaT6M2zp7X6r6Whd8Vv3kHQ,V:lj983NWyAQY,author,video,UCaT6M2zp7X6r6Whd8Vv3kHQ,lj983NWyAQY,1,numero de comentarios observados del autor en el video,1,0,UgzESrzC3abcN60poBF4AaABAg,@alexarcos8349,Plan 2032 Ciudad de Guatemala
A:UCat2qkYvqmtDNEmo2PVuhXw,V:OkXlHx0hx-8,author,video,UCat2qkYvqmtDNEmo2PVuhXw,OkXlHx0hx-8,1,numero de comentarios observados del autor en el video,1,0,UgxCT5F3jO763e2aO-t4AaABAg,@DoraSalas-j5o,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo
A:UCbNanjFI51cwGqMAb2rOrBw,V:OkXlHx0hx-8,author,video,UCbNanjFI51cwGqMAb2rOrBw,OkXlHx0hx-8,1,numero de comentarios observados del autor en el video,0,0,UgzBnKyfiTTp9djPTh54AaABAg,@RosaMontesdeOca777,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo
A:UCbYoNG5J3Au5BqtbXogfEFw,V:PjmxCj-a9Hg,author,video,UCbYoNG5J3Au5BqtbXogfEFw,PjmxCj-a9Hg,1,numero de comentarios observados del autor en el video,1,0,Ugz26waEPWK6VtsenFZ4AaABAg.ALglV0O_2mtALgq1_mUSB_,@Luis-gn3fj,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt
A:UCbrtvygfRT6QXqWDNrOf-cA,V:ndAZjHqzzT8,author,video,UCbrtvygfRT6QXqWDNrOf-cA,ndAZjHqzzT8,1,numero de comentarios observados del autor en el video,0,0,Ugy5lmf3RzzeJDUeqQd4AaABAg,@Alejandro00710,Internet: escoger el menos malo
A:UCbrtvygfRT6QXqWDNrOf-cA,V:yLZS3JiEBg8,author,video,UCbrtvygfRT6QXqWDNrOf-cA,yLZS3JiEBg8,1,numero de comentarios observados del autor en el video,0,0,UgxzETIqBajjXFTGd_R4AaABAg,@Alejandro00710,Arroz con pollo a la MONOPOLIO
A:UCcFIBN-rtC3d3hXeuN5TfWw,V:yLZS3JiEBg8,author,video,UCcFIBN-rtC3d3hXeuN5TfWw,yLZS3JiEBg8,1,numero de comentarios observados del autor en el video,0,0,UgxD16VX3BhREOtsuhJ4AaABAg,@DenisRMC,Arroz con pollo a la MONOPOLIO
A:UCc_F88PzGWtA1OPNUEASulA,V:yLZS3JiEBg8,author,video,UCc_F88PzGWtA1OPNUEASulA,yLZS3JiEBg8,1,numero de comentarios observados del autor en el video,0,0,Ugx6Wjc02tqpQUBf4NJ4AaABAg,@rockyscarlet,Arroz con pollo a la MONOPOLIO
A:UCcfdg8crmMJwEuLUsAhV7yg,V:n8iP75gIpmw,author,video,UCcfdg8crmMJwEuLUsAhV7yg,n8iP75gIpmw,1,numero de comentarios observados del autor en el video,1,0,UgxFOJmnMHqi2dpDaZd4AaABAg,@RolandoRaguay,Qué rico come tu diputado
A:UCdFlugHJJa4l3YqWuNRmvXw,V:is3Mk5oC19g,author,video,UCdFlugHJJa4l3YqWuNRmvXw,is3Mk5oC19g,1,numero de comentarios observados del autor en el video,0,1,UgwxjmtBoAozs0ZUAcd4AaABAg,@MarcosCarillo-b1r,Capturan a ladrón que había quedado grabado mientras robaba en una parroquia de Retalhuleu
A:UCdFlugHJJa4l3YqWuNRmvXw,V:j43HgwYFKfk,author,video,UCdFlugHJJa4l3YqWuNRmvXw,j43HgwYFKfk,1,numero de comentarios observados del autor en el video,0,0,Ugw-J65a1iYL9hqhELh4AaABAg,@MarcosCarillo-b1r,La cooptación de Walter Mazariegos en la USAC
A:UCdQAuWwyC99MB7Y02Umj26Q,V:yLZS3JiEBg8,author,video,UCdQAuWwyC99MB7Y02Umj26Q,yLZS3JiEBg8,1,numero de comentarios observados del autor en el video,0,0,UgyOyo4VyMiMOhqOkGd4AaABAg,@miguelbran1268,Arroz con pollo a la MONOPOLIO
A:UCe8JZoYkX5oKUZyivHYdXhw,V:j43HgwYFKfk,author,video,UCe8JZoYkX5oKUZyivHYdXhw,j43HgwYFKfk,1,numero de comentarios observados del autor en el video,0,0,Ugy_ejYOfCK6ERWL_dt4AaABAg,@FernandoGarcia-jg1fj,La cooptación de Walter Mazariegos en la USAC
A:UCeDNEtI8_a42bZ47wJiJMwQ,V:j43HgwYFKfk,author,video,UCeDNEtI8_a42bZ47wJiJMwQ,j43HgwYFKfk,1,numero de comentarios observados del autor en el video,0,0,UgwL_UlN82zRUeNgVDh4AaABAg,@EdgarcalderonCalderong,La cooptación de Walter Mazariegos en la USAC
A:UCeQk-WfEA-cJRq4EKeE7TOw,V:6W4u8sGEnGM,author,video,UCeQk-WfEA-cJRq4EKeE7TOw,6W4u8sGEnGM,1,numero de comentarios observados del autor en el video,0,0,UgxS0pN-vg0fjeNSLeJ4AaABAg,@franciscojuarez9223,Inician los trabajos de recuperación del Puente Belice II.
A:UCefAH1MbvADWUjE9WVcB9EQ,V:yLZS3JiEBg8,author,video,UCefAH1MbvADWUjE9WVcB9EQ,yLZS3JiEBg8,1,numero de comentarios observados del autor en el video,0,0,UgxQC-ejR063rkAb1VB4AaABAg,@jabriz8152,Arroz con pollo a la MONOPOLIO
A:UCf5lnNZF7Qrtli9v4N_23WQ,V:PjmxCj-a9Hg,author,video,UCf5lnNZF7Qrtli9v4N_23WQ,PjmxCj-a9Hg,1,numero de comentarios observados del autor en el video,0,0,Ugyav8Au2cT8yVfYgp54AaABAg,@CarlosCortez-v5r,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt
A:UCfM3nrxtTQMY5jFx1v1J4Gg,V:n8iP75gIpmw,author,video,UCfM3nrxtTQMY5jFx1v1J4Gg,n8iP75gIpmw,1,numero de comentarios observados del autor en el video,0,0,Ugyk3PqfIuDEuXyeb494AaABAg,@edgarroldan5539,Qué rico come tu diputado
A:UCfRqgt2O-vjzUDMZY_tnxQw,V:is3Mk5oC19g,author,video,UCfRqgt2O-vjzUDMZY_tnxQw,is3Mk5oC19g,1,numero de comentarios observados del autor en el video,0,0,UgzSjpcAY2zvJ6i-poh4AaABAg,@Williams-Garcia67E,Capturan a ladrón que había quedado grabado mientras robaba en una parroquia de Retalhuleu
A:UCfXykdbSU97rj987LDUGfvg,V:06mFNPU0aB8,author,video,UCfXykdbSU97rj987LDUGfvg,06mFNPU0aB8,1,numero de comentarios observados del autor en el video,1,0,Ugxb-sknzjBr3wecCw94AaABAg,@MariaSantos-c8y3h,Capturan a presuntos delincuentes disfrazados de mujer señalados de cometer asalto
A:UCfjhejO7LZy4doXURa7LZCQ,V:06mFNPU0aB8,author,video,UCfjhejO7LZy4doXURa7LZCQ,06mFNPU0aB8,1,numero de comentarios observados del autor en el video,0,0,UgxEE17R1iQyuDZebVF4AaABAg.A_UFk_pMAbMA_VZ_0Vdu89,@HonwayLee-z5g,Capturan a presuntos delincuentes disfrazados de mujer señalados de cometer asalto
A:UCfo_yUPzy1f1POwwZxhZ06Q,V:6W4u8sGEnGM,author,video,UCfo_yUPzy1f1POwwZxhZ06Q,6W4u8sGEnGM,1,numero de comentarios observados del autor en el video,1,0,Ugxd8fn-MEnc3SKPtid4AaABAg,@lara11roberto,Inician los trabajos de recuperación del Puente Belice II.
