author_channel_id,author_handle,author_name,n_comentarios,n_videos_distintos,n_canales_distintos,me_gusta_recibidos,respuestas_recibidas,strength_bipartita,degree_proyeccion_autores,strength_proyeccion_autores,n_comunidades_video_tocadas,comunidades_video_tocadas,videos_comentados,titulos_videos,canales,delta_componentes_al_eliminar,aristas_video_perdidas_al_eliminar,es_puente_verificado,es_recurrente,es_multicanal,es_multicomunidad
UCBtB5dIyx-C16UN8ClUD2UA,@alexmonzon4257,@alexmonzon4257,1,1,1,0,0,1,6,6,1,[0],is3Mk5oC19g,Capturan a ladrón que había quedado grabado mientras robaba en una parroquia de Retalhuleu,TN23 Guatemala,0,0,False,False,False,False
UCCBYcToQ2dwkd6TJh0FSyDg,@lidiarodriguez3493,@lidiarodriguez3493,1,1,1,0,0,1,48,48,1,[0],j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum,0,0,False,False,False,False
UCCUmP4PlbwgikVFpYwbtRTg,@alhvi,@alhvi,1,1,1,3,0,1,15,15,1,[2],yLZS3JiEBg8,Arroz con pollo a la MONOPOLIO,Quorum,0,0,False,False,False,False
UCCaYwkkbQGcvFoUmothVdQQ,@OsvaldoAguirre-l3i,@OsvaldoAguirre-l3i,1,1,1,0,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCDIMztpVm7G27qBuiWuT6oQ,@lizardomorataya8274,@lizardomorataya8274,1,1,1,0,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCDPWkUX3sNNaCx-m1dV4glA,@hectoroliva949,@hectoroliva949,1,1,1,0,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCDQaQv0hr2SS_PO-CMEwVHg,@federicosaquimux1933,@federicosaquimux1933,1,1,1,1,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCDUffaruH6dyUnUGwsTKpgg,@luisletona2842,@luisletona2842,1,1,1,2,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCDftMWXQoJ6nONfY7GVOVjg,@luisgpacheco5858,@luisgpacheco5858,1,1,1,0,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCDlr1VadSucIZgZ171pRBjQ,@cuabatzjj5924,@cuabatzjj5924,1,1,1,0,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCDrmf9y9nLgFY5wnA2hTuGA,@laboratorio5528,@laboratorio5528,1,1,1,1,0,1,48,48,1,[0],j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum,0,0,False,False,False,False
UCEHXl4VvvVpq-_4xC5tsbhg,@anibalg47,@anibalg47,1,1,1,7,0,1,31,31,1,[1],6W4u8sGEnGM,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,0,0,False,False,False,False
UCEgEQmRbtL5fwr9_DqAC--g,@ArielRodas-g5y,@ArielRodas-g5y,1,1,1,2,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCErZPJpHmLCsXs8ZWkAUupQ,@dorisl.garciaroche7763,@dorisl.garciaroche7763,1,1,1,2,1,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCFFrEmn6lPYiWyElpfzTy5Q,@denilsonlopez4083,@denilsonlopez4083,1,1,1,0,0,1,6,6,1,[0],is3Mk5oC19g,Capturan a ladrón que había quedado grabado mientras robaba en una parroquia de Retalhuleu,TN23 Guatemala,0,0,False,False,False,False
UCFOxCyF926Y9eHhMeVoWLzw,@arielsarc09,@arielsarc09,1,1,1,3,0,1,24,24,1,[9],lj983NWyAQY,Plan 2032 Ciudad de Guatemala,Municipalidad de Guatemala,0,0,False,False,False,False
UCFUuDARXdmmIrLppEqf-rFg,@allanmunoz7410,@allanmunoz7410,1,1,1,0,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCFhxtoeARHPnXXPcDrOU3Xg,@diegoalejandrolopezmendez205,@diegoalejandrolopezmendez205,1,1,1,2,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCFoIAE8k82D6AV-8gjjKaNg,@eddymunoz9789,@eddymunoz9789,1,1,1,1,1,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCFxE8GbokBrBsPEKM1xrOjQ,@JuanDavila-qd7qj,@JuanDavila-qd7qj,1,1,1,10,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCFybmWapGvBKcQod7cPPH9w,@vitalianochavez8382,@vitalianochavez8382,1,1,1,1,0,1,31,31,1,[1],6W4u8sGEnGM,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,0,0,False,False,False,False
UCGGHbtfbbe0o68etrOf0qxw,@karensussetteleonvargas9794,@karensussetteleonvargas9794,1,1,1,0,0,1,48,48,1,[0],j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum,0,0,False,False,False,False
UCGX_UbAQOXGZknv5iqklwTA,@ronaldgarcia8522,@ronaldgarcia8522,1,1,1,1,0,1,18,18,1,[1],PjmxCj-a9Hg,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,Gobierno de la República de Guatemala,0,0,False,False,False,False
UCGZMgmM92E3njyXNe9-kjAQ,@pasionpornada,@pasionpornada,1,1,1,2,1,1,17,17,1,[5],OkXlHx0hx-8,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo,Noticias Telemundo,0,0,False,False,False,False
UCGj2v6Gl5bN8NSrzJMXS-CA,@juliogutierrez492,@juliogutierrez492,1,1,1,0,0,1,5,5,1,[2],WIUZtitfLRw,Caminar en una ciudad hecha para carros,Quorum,0,0,False,False,False,False
UCGm3gRBEHGRJYmtCryZLtDw,@JoséLopez-g6k,@JoséLopez-g6k,1,1,1,0,0,1,6,6,1,[0],b_Hkrkl3adA,Bloqueos en Guatemala este 31 de agosto por alza en combustibles afectan rutas principales,PrensaLibreOficial,0,0,False,False,False,False
UCGqKxQS-z3NZzZF-2w338AA,@samuelaguilar529,@samuelaguilar529,1,1,1,211,3,1,24,24,1,[9],lj983NWyAQY,Plan 2032 Ciudad de Guatemala,Municipalidad de Guatemala,0,0,False,False,False,False
UCGzXwyCzMzGmjmCbH3Hg01Q,@FidelZacarias-ph7dy,@FidelZacarias-ph7dy,1,1,1,2,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCHGd14aYuZZShLD73dkk6mg,@noemiherrera3152,@noemiherrera3152,1,1,1,0,0,1,2,2,1,[4],JkpVO1hx2f8,10 Preguntas a un año del Paro Nacional,Quorum,0,0,False,False,False,False
UCHMQ_lDhibZ-XZ_3fo6oxwg,@crislexrubi4387,@crislexrubi4387,1,1,1,16,0,1,24,24,1,[9],lj983NWyAQY,Plan 2032 Ciudad de Guatemala,Municipalidad de Guatemala,0,0,False,False,False,False
UCHbwIx9pmQuf7i-4_xO2EpA,@caminoseternos752,@caminoseternos752,1,1,1,0,0,1,48,48,1,[0],j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum,0,0,False,False,False,False
UCHu8x4MVkayU6VgwVKd--MQ,@Hernandez-i1o,@Hernandez-i1o,1,1,1,1,0,1,6,6,1,[0],b_Hkrkl3adA,Bloqueos en Guatemala este 31 de agosto por alza en combustibles afectan rutas principales,PrensaLibreOficial,0,0,False,False,False,False
UCIUhbSCy3-SGRe5UtqM4fzQ,@jeanmorales1677,@jeanmorales1677,1,1,1,1,0,1,24,24,1,[9],lj983NWyAQY,Plan 2032 Ciudad de Guatemala,Municipalidad de Guatemala,0,0,False,False,False,False
UCIXLDYqR_syskKRJy_x9W9Q,@carlitosramirez4739,@carlitosramirez4739,1,1,1,0,0,1,12,12,1,[1],06mFNPU0aB8,Capturan a presuntos delincuentes disfrazados de mujer señalados de cometer asalto,Noti7,0,0,False,False,False,False
UCIgoiXdIKJyUGmUoH2Lxdzg,@susievidal4134,@susievidal4134,1,1,1,3,0,1,17,17,1,[5],OkXlHx0hx-8,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo,Noticias Telemundo,0,0,False,False,False,False
UCIp19h9igblA2YKfSLPDAug,@JoseReyes-rn6sh,@JoseReyes-rn6sh,1,1,1,14,1,1,24,24,1,[9],lj983NWyAQY,Plan 2032 Ciudad de Guatemala,Municipalidad de Guatemala,0,0,False,False,False,False
UCJp3OrVYcBorC94sKwdch_A,@ULJoshmg2011,@ULJoshmg2011,1,1,1,0,0,1,9,9,1,[2],ndAZjHqzzT8,Internet: escoger el menos malo,Quorum,0,0,False,False,False,False
UCJxJC56BSAX-ArD0NAb9qnQ,@alfonsowilian9157,@alfonsowilian9157,1,1,1,0,0,1,1,1,1,[3],3Nfp9h5avBI,"Noticiero en Directo 1 pm, 28 de Agosto de 2026",Noticiero Guatevisión 13 Hrs.,0,0,False,False,False,False
UCKDR0f2fu2UzWL8mBv5-BHw,@mireyamorales6595,@mireyamorales6595,1,1,1,0,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCKVzDUqbtdSMBcexaEtMmzQ,@rotorairgroup8409,@rotorairgroup8409,1,1,1,0,0,1,3,3,1,[6],TT4qJ5FXHYE,"I’x K’at: el primer equipo guatemalteco de pelota maya, conformado únicamente por mujeres.",Quorum,0,0,False,False,False,False
UCL1MT278vSaQ83ZDkVWn1gw,@elmorodriguez6978,@elmorodriguez6978,1,1,1,20,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCLXYp1Cvc5DLtq5UQL5D9vw,@jorgecifuentes-m5g,@jorgecifuentes-m5g,1,1,1,3,1,1,12,12,1,[1],06mFNPU0aB8,Capturan a presuntos delincuentes disfrazados de mujer señalados de cometer asalto,Noti7,0,0,False,False,False,False
UCLh1Kde4_vI1sTZBkTNP7RQ,@JoelReynoso-d4r,@JoelReynoso-d4r,1,1,1,0,0,1,6,6,1,[0],is3Mk5oC19g,Capturan a ladrón que había quedado grabado mientras robaba en una parroquia de Retalhuleu,TN23 Guatemala,0,0,False,False,False,False
UCN2N_wYOw6fMwCeSzdXLPIw,@danielantoniogonzalezflore4901,@danielantoniogonzalezflore4901,1,1,1,0,0,1,18,18,1,[1],PjmxCj-a9Hg,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,Gobierno de la República de Guatemala,0,0,False,False,False,False
UCN6qbfPSzFtjhqUDZ3Cv3CQ,@carlosmedranovelasquez6380,@carlosmedranovelasquez6380,1,1,1,2,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCNiMNUJvaRJb0_QLClqwVnA,@Santiago.Nolasco,@Santiago.Nolasco,1,1,1,2,0,1,3,3,1,[6],TT4qJ5FXHYE,"I’x K’at: el primer equipo guatemalteco de pelota maya, conformado únicamente por mujeres.",Quorum,0,0,False,False,False,False
UCNkcuy42zEwddwEcOd_HpnA,@vanigomez492,@vanigomez492,1,1,1,3,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCNpt5CQlTzNjlAKY6CJtClQ,@eustaquiogomez9975,@eustaquiogomez9975,1,1,1,0,0,1,48,48,1,[0],j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum,0,0,False,False,False,False
UCO0zwwLWGyDgQmWPJ5Qrr1w,@elsalvador3605,@elsalvador3605,1,1,1,3,0,1,12,12,1,[1],06mFNPU0aB8,Capturan a presuntos delincuentes disfrazados de mujer señalados de cometer asalto,Noti7,0,0,False,False,False,False
UCOARn3hnfkB7-_Rwa8Hoqcw,@nicelol5241,@nicelol5241,1,1,1,0,0,1,5,5,1,[2],WIUZtitfLRw,Caminar en una ciudad hecha para carros,Quorum,0,0,False,False,False,False
UCOLHH4ZpMxPYF-Q6e6wvn5A,@luisroldan7374,@luisroldan7374,1,1,1,2,1,1,17,17,1,[5],OkXlHx0hx-8,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo,Noticias Telemundo,0,0,False,False,False,False
UCOS8ViEkccrTZx2w2ccxotA,@OscarHernandez-q8y,@OscarHernandez-q8y,1,1,1,4,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCOY3XpD9qMCRSA8AA8c4CAw,@franciscorodas9686,@franciscorodas9686,1,1,1,1,0,1,15,15,1,[2],yLZS3JiEBg8,Arroz con pollo a la MONOPOLIO,Quorum,0,0,False,False,False,False
UCOcUI5XkTYNMSFhZNMIPpGg,@hendersonlopez3864,@hendersonlopez3864,1,1,1,3,0,1,48,48,1,[0],j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum,0,0,False,False,False,False
UCOh6DaZC_x9HASnlRylEMfw,@AndresMedina-v1s,@AndresMedina-v1s,1,1,1,0,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCPLW0HE3siElqCgXfgWxMqg,@elizabethmonterroso7719,@elizabethmonterroso7719,1,1,1,0,0,1,0,0,1,[8],X_FAIef8qlE,Cruzando la ciudad a puro Transmetro,Quorum,0,0,False,False,False,False
UCPNXmbOBVeC4HS-xemvcPtQ,@BelkisRodriguezRamirez,@BelkisRodriguezRamirez,1,1,1,2,3,1,17,17,1,[5],OkXlHx0hx-8,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo,Noticias Telemundo,0,0,False,False,False,False
UCPZueDLrCS4BmTBRMA4q0fA,@kevinochoa3695,@kevinochoa3695,1,1,1,1,1,1,18,18,1,[1],PjmxCj-a9Hg,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,Gobierno de la República de Guatemala,0,0,False,False,False,False
UCQIdKuZ-OzuFqy0KjGrgesg,@lyacausa,@lyacausa,1,1,1,1,0,1,2,2,1,[4],JkpVO1hx2f8,10 Preguntas a un año del Paro Nacional,Quorum,0,0,False,False,False,False
UCQM2tCKRRytVDRxNUfCDqQQ,@elioelias7267,@elioelias7267,1,1,1,0,0,1,0,0,1,[11],zweosulrwA8,Edén por Salud: empleo inclusivo para personas con discapacidad en Antigua | Super - Episodio 2,Quorum,0,0,False,False,False,False
UCQMMuADgqWUOcJpLwHOzC-g,@Ripped-Yoda,@Ripped-Yoda,1,1,1,0,0,1,17,17,1,[5],OkXlHx0hx-8,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo,Noticias Telemundo,0,0,False,False,False,False
UCQgYjVngJRfPHDLGB5X6ZjA,@oscarnavas9996,@oscarnavas9996,1,1,1,0,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCQqetiwzzmRNTM5OWuXarGQ,@isaiaslopezvelasquez1539,@isaiaslopezvelasquez1539,1,1,1,1,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCQqlPPUGqAfWjd-FSh_qn7Q,@estuardoargueta137,@estuardoargueta137,1,1,1,0,0,1,48,48,1,[0],j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum,0,0,False,False,False,False
UCQtSFINs1h6GHkpg9o5kMvg,@MacarioMartinezruiz,@MacarioMartinezruiz,1,1,1,12,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCQyOePccUP-fIJYzchAgZYw,@aguilar4254,@aguilar4254,1,1,1,0,0,1,48,48,1,[0],j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum,0,0,False,False,False,False
UCRAquv8el-tQ30bN7MlmySQ,@iamjimalesssa,@iamjimalesssa,1,1,1,4,0,1,48,48,1,[0],j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum,0,0,False,False,False,False
UCRETAiYdh2dL5ZxB0_N1zDA,@Joseroland21,@Joseroland21,1,1,1,0,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCRcSR3Lvn9DZAmJpVPANfZQ,@WalksandSuch,@WalksandSuch,1,1,1,68,0,1,24,24,1,[9],lj983NWyAQY,Plan 2032 Ciudad de Guatemala,Municipalidad de Guatemala,0,0,False,False,False,False
UCRelkU8JiZBytTzebJxaa-w,@danyraymundo2942,@danyraymundo2942,1,1,1,3,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCRfkkatKrNtAARnXMMYBGlA,@BernerSoza-mg3vx,@BernerSoza-mg3vx,1,1,1,0,0,1,31,31,1,[1],6W4u8sGEnGM,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,0,0,False,False,False,False
UCRlCV9zSn7avAWh-9_XFWqQ,@ronyarana8849,@ronyarana8849,1,1,1,1,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCRvPToDkkumha7WJAfCDk1A,@ligiaguerra3057,@ligiaguerra3057,1,1,1,0,0,1,48,48,1,[0],j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum,0,0,False,False,False,False
UCRznz9-N3Qc1w-qNdLSIY2Q,@jimmygomez724,@jimmygomez724,1,1,1,14,0,1,24,24,1,[9],lj983NWyAQY,Plan 2032 Ciudad de Guatemala,Municipalidad de Guatemala,0,0,False,False,False,False
UCSTAUWVc1_82DHYeqOsqEFA,@TheAlexX_C,@TheAlexX_C,1,1,1,191,2,1,24,24,1,[9],lj983NWyAQY,Plan 2032 Ciudad de Guatemala,Municipalidad de Guatemala,0,0,False,False,False,False
UCSou6a2OuYGSvPjm5psquyA,@FranciscoRivera-sf7ne,@FranciscoRivera-sf7ne,1,1,1,0,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCTD6q1nyIe3Y7HhqjaMj72w,@JuanChang-r6k,@JuanChang-r6k,1,1,1,8,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCTP3O0rMnc8z8v8jaDQwL0w,@RobertoZelaya-x1v,@RobertoZelaya-x1v,1,1,1,1,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCTTILH6QCIxbTnEWxwRqs1g,@3762Jorge,@3762Jorge,1,1,1,0,0,1,15,15,1,[2],yLZS3JiEBg8,Arroz con pollo a la MONOPOLIO,Quorum,0,0,False,False,False,False
UCThW2XNsAaBKme5PUt7n-Zg,@thelmamoran8565,@thelmamoran8565,1,1,1,0,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCTwSut16JyAg3mX6LVUNGqA,@SuperVictor2005,@SuperVictor2005,1,1,1,0,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCTylKrsqkrBKIqubMu_5N0Q,@edwingeovanymarroquinmarro6684,@edwingeovanymarroquinmarro6684,1,1,1,1,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCUIIIPTVDVHAXqhC_5V6lPA,@gorrarota,@gorrarota,1,1,1,0,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCUoYsrx1oZnCZ0usbBJn4fA,@AnaDiaz-re9sq,@AnaDiaz-re9sq,1,1,1,1,0,1,48,48,1,[0],j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum,0,0,False,False,False,False
UCV0iizTBoOfdAFX_thfI9BA,@BenjaminLarios-jd8nk,@BenjaminLarios-jd8nk,1,1,1,0,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCV0lM03g5fg5pbPj97-sAtA,@genarodelgado3929,@genarodelgado3929,1,1,1,1,0,1,48,48,1,[0],j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum,0,0,False,False,False,False
UCVQf0tzL7xRzFJsABVVULpg,@DennisseLopetegi,@DennisseLopetegi,1,1,1,0,0,1,18,18,1,[1],PjmxCj-a9Hg,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,Gobierno de la República de Guatemala,0,0,False,False,False,False
UCVdjCrh4tQoX3haNAZv-n5A,@aurahernandez5646,@aurahernandez5646,1,1,1,3,1,1,17,17,1,[5],OkXlHx0hx-8,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo,Noticias Telemundo,0,0,False,False,False,False
UCVhif9eV0f8plICen2DnpKA,@blogarteplus,@blogarteplus,1,1,1,0,0,1,5,5,1,[2],WIUZtitfLRw,Caminar en una ciudad hecha para carros,Quorum,0,0,False,False,False,False
UCW-JC6lebVmf2P1dmY_L94g,@dinoraoroxon5771,@dinoraoroxon5771,1,1,1,0,0,1,48,48,1,[0],j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum,0,0,False,False,False,False
UCW80DaMjQlEUibC98Cot-Dg,@rogeraldana4289,@rogeraldana4289,1,1,1,0,0,1,48,48,1,[0],j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum,0,0,False,False,False,False
UCWIZUtKJ636y-4TYrNvok0g,@cesarandreas7824,@cesarandreas7824,1,1,1,5,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCWWkebAekppaL5b5CNlppuw,@ninettmartinez425,@ninettmartinez425,1,1,1,3,0,1,2,2,1,[4],JkpVO1hx2f8,10 Preguntas a un año del Paro Nacional,Quorum,0,0,False,False,False,False
UCWoAVGVqCn4xtINCMOTM4jg,@OmarMartinez-vv8re,@OmarMartinez-vv8re,1,1,1,0,0,1,48,48,1,[0],j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum,0,0,False,False,False,False
UCWvntqPQx99k_Z_skWKqNSA,@AntonioChiyal-x5s,@AntonioChiyal-x5s,1,1,1,2,1,1,31,31,1,[1],6W4u8sGEnGM,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,0,0,False,False,False,False
UCXN2s7DwTJm33xO-pNkAdaA,@edithsan7688,@edithsan7688,1,1,1,0,0,1,12,12,1,[1],06mFNPU0aB8,Capturan a presuntos delincuentes disfrazados de mujer señalados de cometer asalto,Noti7,0,0,False,False,False,False
UCXO1BBohNWXkK9SBDAG2ySg,@JBFlute92,@JBFlute92,1,1,1,0,0,1,15,15,1,[2],yLZS3JiEBg8,Arroz con pollo a la MONOPOLIO,Quorum,0,0,False,False,False,False
UCXSkL3ejZ8qWYyF_M7s_QKA,@JacintaTzoy,@JacintaTzoy,1,1,1,0,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCXVLc8CmAO813ubM-fLvCDw,@herminiasaquimux7565,@herminiasaquimux7565,1,1,1,7,0,1,15,15,1,[2],yLZS3JiEBg8,Arroz con pollo a la MONOPOLIO,Quorum,0,0,False,False,False,False
UCXgr7vXlRrsaskPdo097kGA,@Rogergh-nw4oj,@Rogergh-nw4oj,1,1,1,0,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCXl30Y_upRqbti52fmjK4YA,@capitanfrans,@capitanfrans,1,1,1,0,0,1,15,15,1,[2],yLZS3JiEBg8,Arroz con pollo a la MONOPOLIO,Quorum,0,0,False,False,False,False
UCXmrpc6Li0spcKxtS0Q_ptg,@melvinperez6710,@melvinperez6710,1,1,1,10,0,1,24,24,1,[9],lj983NWyAQY,Plan 2032 Ciudad de Guatemala,Municipalidad de Guatemala,0,0,False,False,False,False
UCXr8_5WtGeipe4haOoQDgyQ,@amyherrera7352,@amyherrera7352,1,1,1,0,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCY7Hq7F9Lnucf-Yr6JkHZNw,@maynorcalel1442,@maynorcalel1442,1,1,1,79,0,1,24,24,1,[9],lj983NWyAQY,Plan 2032 Ciudad de Guatemala,Municipalidad de Guatemala,0,0,False,False,False,False
UCYN4wSQ1Sx4_LurxLlW7MPg,@belarminavillatoro6474,@belarminavillatoro6474,1,1,1,0,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCYwpX26TrCxq8TvbKGRYLXA,@beneficioelcaminovillacana8540,@beneficioelcaminovillacana8540,1,1,1,3,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCZ51R_9Q9C0c8I3pAWhtmjQ,@belvettzapeta1251,@belvettzapeta1251,1,1,1,8,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCZFQwqh90apuL8eFhvRBkUg,@luisricardo9671,@luisricardo9671,1,1,1,9,0,1,31,31,1,[1],6W4u8sGEnGM,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,0,0,False,False,False,False
UCZIQnb1fkwe39Iw2TAu-bGA,@jorgegomez2237,@jorgegomez2237,1,1,1,1,0,1,5,5,1,[2],WIUZtitfLRw,Caminar en una ciudad hecha para carros,Quorum,0,0,False,False,False,False
UCZLG9qH0tUjNhEGFIUt0CYw,@SoniaMarroquin-y6e,@SoniaMarroquin-y6e,1,1,1,1,0,1,127,127,1,[0],n8iP75gIpmw,Qué rico come tu diputado,Quorum,0,0,False,False,False,False
UCZOmq6MwFDVoCaEl99BRRaw,@daniloarevalo3170,@daniloarevalo3170,1,1,1,0,0,1,9,9,1,[2],ndAZjHqzzT8,Internet: escoger el menos malo,Quorum,0,0,False,False,False,False
UCZeIIQrGAedW8tCbKWmGY-A,@mariocordon8873,@mariocordon8873,1,1,1,9,0,1,48,48,1,[0],j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum,0,0,False,False,False,False
UCZjm6U576nX8WOiLhmMR3bw,@MariaNavarroYT,@MariaNavarroYT,1,1,1,3,1,1,17,17,1,[5],OkXlHx0hx-8,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo,Noticias Telemundo,0,0,False,False,False,False
UC_3xuTXvMIWU5MYP9HkJ3vQ,@Historia-wm4os,@Historia-wm4os,1,1,1,4,0,1,12,12,1,[1],06mFNPU0aB8,Capturan a presuntos delincuentes disfrazados de mujer señalados de cometer asalto,Noti7,0,0,False,False,False,False
UC_6KbBY1bsYXz9fwFS0eQRg,@imrcp5694,@imrcp5694,1,1,1,0,0,1,9,9,1,[2],ndAZjHqzzT8,Internet: escoger el menos malo,Quorum,0,0,False,False,False,False
UC_LYoGs5C3mbZKZuKuqYCvw,@javiercifuentesarchila6041,@javiercifuentesarchila6041,1,1,1,7,0,1,48,48,1,[0],j43HgwYFKfk,La cooptación de Walter Mazariegos en la USAC,Quorum,0,0,False,False,False,False
