author_channel_id,n_comentarios,n_videos,n_canales,n_me_gusta,n_respuestas_recibidas,author_handle,author_name,len_medio
UCbNanjFI51cwGqMAb2rOrBw,1,1,1,0,0,@RosaMontesdeOca777,@RosaMontesdeOca777,105.0
UCbYoNG5J3Au5BqtbXogfEFw,1,1,1,1,0,@Luis-gn3fj,@Luis-gn3fj,34.0
UCcFIBN-rtC3d3hXeuN5TfWw,1,1,1,0,0,@DenisRMC,@DenisRMC,237.0
UCc_F88PzGWtA1OPNUEASulA,1,1,1,0,0,@rockyscarlet,@rockyscarlet,129.0
UCcfdg8crmMJwEuLUsAhV7yg,1,1,1,1,0,@RolandoRaguay,@RolandoRaguay,235.0
UCdQAuWwyC99MB7Y02Umj26Q,1,1,1,0,0,@miguelbran1268,@miguelbran1268,368.0
UCe8JZoYkX5oKUZyivHYdXhw,1,1,1,0,0,@FernandoGarcia-jg1fj,@FernandoGarcia-jg1fj,276.0
UCeDNEtI8_a42bZ47wJiJMwQ,1,1,1,0,0,@EdgarcalderonCalderong,@EdgarcalderonCalderong,34.0
UCeQk-WfEA-cJRq4EKeE7TOw,1,1,1,0,0,@franciscojuarez9223,@franciscojuarez9223,246.0
UCefAH1MbvADWUjE9WVcB9EQ,1,1,1,0,0,@jabriz8152,@jabriz8152,127.0
UCf5lnNZF7Qrtli9v4N_23WQ,1,1,1,0,0,@CarlosCortez-v5r,@CarlosCortez-v5r,57.0
UCfM3nrxtTQMY5jFx1v1J4Gg,1,1,1,0,0,@edgarroldan5539,@edgarroldan5539,91.0
UCfRqgt2O-vjzUDMZY_tnxQw,1,1,1,0,0,@Williams-Garcia67E,@Williams-Garcia67E,44.0
UCfXykdbSU97rj987LDUGfvg,1,1,1,1,0,@MariaSantos-c8y3h,@MariaSantos-c8y3h,20.0
UCfjhejO7LZy4doXURa7LZCQ,1,1,1,0,0,@HonwayLee-z5g,@HonwayLee-z5g,2.0
UCfo_yUPzy1f1POwwZxhZ06Q,1,1,1,1,0,@lara11roberto,@lara11roberto,206.0
UCgGqw4aqMdMVSGkKiMgrJRQ,1,1,1,0,0,@pattyfigueroa5609,@pattyfigueroa5609,84.0
UCgJNFj5dnxXpcMvmuhZDPxA,1,1,1,1,0,@NataliaRodriguez-rx5mr,@NataliaRodriguez-rx5mr,16.0
UCgLrWFdYitoP-b7-PxtUr-w,1,1,1,405,3,@zetag,@zetag,32.0
UCgLurCo-e019HGODcjXHWCw,1,1,1,2,0,@perritojuega1,@perritojuega1,24.0
UCgQJgI9vu1FI2dnC9mrFthw,1,1,1,2,0,@srms70,@srms70,37.0
UCgQw_Sbq3ugruDUKsq1e0-A,1,1,1,0,0,@marlenareano-h4t,@marlenareano-h4t,70.0
UCgvw7xIdGFupzpt1Y_BFkEA,1,1,1,1,0,@fredygarcia9151,@fredygarcia9151,58.0
UChT7pzGytNd92Nmvi-zuWog,1,1,1,1,0,@sparkvalkov,@sparkvalkov,19.0
UChZknRmJkeGeQk0-mQuhDOg,1,1,1,1,0,@OdilioRodríguez-c5w,@OdilioRodríguez-c5w,168.0
UCheEJ5GZuIvV0fj-nXyVwXw,1,1,1,0,0,@rosaoliva9389,@rosaoliva9389,54.0
UChep9kVb5gQmpodEEl10Xlg,1,1,1,0,0,@carlosaguilar-kz7ml,@carlosaguilar-kz7ml,107.0
UChgkn5Jt5tWKYMoEOuCjz3Q,1,1,1,2,0,@pablochitay46,@pablochitay46,36.0
UChyps3dqY-VY1_wLeq-2lhw,1,1,1,14,1,@maydamorales4395,@maydamorales4395,346.0
UCi-vPdnpQreC7BkFs40mJGA,1,1,1,35,0,@bryansicasales4280,@bryansicasales4280,64.0
UCiC-Jn7wdgyQV4_Urk0DkWQ,1,1,1,1,0,@pedroros6358,@pedroros6358,169.0
UCiGRBf2RNF0WRKhRVT7zFoA,1,1,1,0,0,@edwinavila4876,@edwinavila4876,237.0
UCiMythXHsw7eQEMykCdmMUA,1,1,1,2,0,@JavierBecerra-h6x,@JavierBecerra-h6x,114.0
UCiOZX__1gahg1ypIj0_XG_w,1,1,1,1,0,@mariogonzalezorellana8956,@mariogonzalezorellana8956,14.0
UCipetjeiWj4CZB6EbyYziZg,1,1,1,0,0,@OseasSamayoa-ol5rz,@OseasSamayoa-ol5rz,103.0
UCj-LL25XJnjxepPKCc3NGog,1,1,1,1,0,@anaaguirre8985,@anaaguirre8985,321.0
UCjJf-AJKRFFWtiN-CSwkDmA,1,1,1,0,0,@2jose82,@2jose82,276.0
UCjSKM9j0Q7HLDr1hD6D-TUw,1,1,1,2,0,@josehidalgo4875,@josehidalgo4875,444.0
UCjmPuazZJzscrwvk0QR9RVw,1,1,1,2,0,@mynorrodas8591,@mynorrodas8591,187.0
UCk4O-J1BhoqPmig1KLGJePA,1,1,1,0,0,@lazarobarillas3575,@lazarobarillas3575,51.0
UCkVtmkK07b2zaVVNssX4lOg,1,1,1,0,0,@HectorElias-u2l,@HectorElias-u2l,47.0
UCkbsS_3D-pvg1iHOld9uvIg,1,1,1,0,0,@gonzalo6075,@gonzalo6075,80.0
UCkxdJ_yGN2gghOMo2ybQtXQ,1,1,1,1,0,@11223344An,@11223344An,72.0
UCl0ekS9Tt0jJGtOEM18S63w,1,1,1,0,0,@monkchapin,@monkchapin,12.0
UCld2stqxaVSk0QdGncM224A,1,1,1,4,0,@sarahernandez3873,@sarahernandez3873,222.0
UClhMWQ7XKWywYvbRnuf8QsA,1,1,1,0,0,@EcPerez-zz9oh,@EcPerez-zz9oh,52.0
UCljDbleJul41G1TzOjOZAVA,1,1,1,1,0,@hectorcarranza3777,@hectorcarranza3777,279.0
UClqA491Xa5fQcXcJJa-vTWw,1,1,1,0,0,@AndresLemus-k2d,@AndresLemus-k2d,127.0
UClsrFGJKWPxxw7MiaEdKLXw,1,1,1,3,2,@ericapaz5406,@ericapaz5406,246.0
UCmjppp6ujz3SAnULvP3sZMw,1,1,1,0,0,@marcomendez7509,@marcomendez7509,196.0
UCmvOgzmmXbjUthHy-WJ52hQ,1,1,1,1,0,@mariorodas593,@mariorodas593,42.0
UCnU8wO1OurAmGstDw6VGjgQ,1,1,1,0,0,@cmorera21,@cmorera21,1525.0
UColMq7LmaoY3MT6aIDGrGvA,1,1,1,0,0,@quijotachapina1,@quijotachapina1,124.0
UCozFYHN0e_-vlQbX3wQGOug,1,1,1,5,2,@jesusguzman2321,@jesusguzman2321,125.0
UCp4iw5_5SmV9VGTFSNVGOmQ,1,1,1,0,0,@CARLOSSTREMS51,@CARLOSSTREMS51,212.0
UCpIdtvoFHVLGASGB5ySqIEA,1,1,1,1,0,@VidalVillatoro-p4w,@VidalVillatoro-p4w,163.0
UCp_dAUfv8i3LW3zWc24dLaQ,1,1,1,1,0,@MarioCortez-o6v,@MarioCortez-o6v,22.0
UCpe5jW3MIqkgTJ-PgkzvM6Q,1,1,1,1,0,@carloslam5333,@carloslam5333,42.0
UCpl8rF8uv_8uui-QRvuJaRA,1,1,1,0,0,@SergioGarcia-z9c,@SergioGarcia-z9c,108.0
UCplrIQtaPj6au60_f2-mOYw,1,1,1,0,0,@romeolopezherrarte799,@romeolopezherrarte799,87.0
UCq3mDTTRZnUybct5M9OSXbg,1,1,1,1,0,@MacoMorales-i2i2d,@MacoMorales-i2i2d,14.0
UCqCrvuoJpC-aVb0f4logQRQ,1,1,1,0,0,@Lyrics_GT,@Lyrics_GT,176.0
UCqilIa8r7iek5sGYg_q6ofA,1,1,1,52,1,@rolandojuchuna484,@rolandojuchuna484,87.0
UCql1n3Ey6ULMSOACjMe-fxQ,1,1,1,6,7,@RolandoGonzalez-o7g,@RolandoGonzalez-o7g,164.0
UCr1emrogPKkKTs_WTtx71xg,1,1,1,0,0,@domingopeneleu6457,@domingopeneleu6457,34.0
UCrqXyRsg-_hTosURZ-uvoKg,1,1,1,0,0,@flornolberto2425,@flornolberto2425,207.0
UCsGoJEvb-cFPZ2rWoJcXzEQ,1,1,1,10,0,@sergiohinestroza9709,@sergiohinestroza9709,67.0
UCsJJAvrVGupdmhOqgtDp8dg,1,1,1,1,0,@nestorlorenzana1168,@nestorlorenzana1168,82.0
UCsSXdJct-nsS8DsABoEsaYA,1,1,1,2,1,@IvánPérez-j4j,@IvánPérez-j4j,185.0
UCs_5qeqdku9tGAq22y3OcuQ,1,1,1,4,0,@alexandrevasquez4135,@alexandrevasquez4135,203.0
UCsjs5Hp_r86x1xbK6FAeqaA,1,1,1,2,0,@alvaroesquivel563,@alvaroesquivel563,210.0
UCtMBF_1O2jY2INlb_luuB_A,1,1,1,15,0,@mynorgudiel8646,@mynorgudiel8646,127.0
UCtNfIBnc5S5DbbQj_yxgJTw,1,1,1,1,0,@JosueRamirez-ey3ih,@JosueRamirez-ey3ih,10.0
UCtUR3_CAiE7fCoZHM6cMfyQ,1,1,1,10,0,@mdelcid01,@mdelcid01,74.0
UCtiHFjFu7d5v2XxHnKFUYig,1,1,1,0,0,@Paul-gf7ec,@Paul-gf7ec,111.0
UCtowGNY2lnlg6O2CkwDgkLg,1,1,1,2,0,@taniagabrielacelis8434,@taniagabrielacelis8434,102.0
UCtsxPYw8VUsH_FfnKg-0lmw,1,1,1,2,0,@AlejandroPérez-b6r,@AlejandroPérez-b6r,62.0
UCu8_3-Wg-YzNyvHYQDEscfw,1,1,1,2,0,@RolandoCastroPérez-d7y,@RolandoCastroPérez-d7y,134.0
UCuP4UK33HKtJE_S39ksmaTw,1,1,1,0,0,@herbertaguilar1387,@herbertaguilar1387,140.0
UCuXmOjxC-htcprLgeVXz6Tg,1,1,1,1,0,@jorgeaguilar-bq3uj,@jorgeaguilar-bq3uj,286.0
UCueV9cTyTDwgQSec1x2dYgA,1,1,1,0,0,@fredydomingo7062,@fredydomingo7062,56.0
UCujPF2nBgsTD62nWE3lcpIg,1,1,1,0,0,@victorarturoruanobautista7588,@victorarturoruanobautista7588,63.0
UCusjriFsDHEc2AOjqk-p5ig,1,1,1,2,0,@pablobarrios7931,@pablobarrios7931,379.0
UCvApqeCbLod-wejtT4CcVuA,1,1,1,15,0,@davidgaher9550,@davidgaher9550,110.0
UCvDwJBBY1mHK70aTEYl6rsA,1,1,1,1,0,@cristianescobedo8296,@cristianescobedo8296,273.0
UCvl1tzQeBeGy6efPTRJXSCw,1,1,1,0,0,@RaulPerez-cw2vi,@RaulPerez-cw2vi,175.0
UCwCfs-2zbD5k0lG-UVg_JBw,1,1,1,0,0,@JessicaHuaz-96,@JessicaHuaz-96,41.0
UCwEe1RKlEv1UpNWmWYfSh4w,1,1,1,0,0,@marioramirez299,@marioramirez299,236.0
UCwO2SXr0ggzwg6QWWrr01nQ,1,1,1,11,0,@ricardofigueroa5720,@ricardofigueroa5720,35.0
UCwUAv3_LpWVtTIi7lkmTL7A,1,1,1,16,0,@kingr4706,@kingr4706,182.0
UCwgCc9Jd_gG-uLE_SY-FfPg,1,1,1,0,0,@armindapenados2841,@armindapenados2841,47.0
UCwha8rxULYMVtNwZWeSkE1A,1,1,1,0,0,@mariasamo8637,@mariasamo8637,85.0
UCwjUvRseNtJoItylIyIez7Q,1,1,1,0,0,@Silviazea,@Silviazea,32.0
UCwxoKK59nGCeBqB2sXfDBIw,1,1,1,0,1,@vic-bonivideos,@vic-bonivideos,428.0
UCxKR3RA8T-kxMgq_2WWhRcQ,1,1,1,329,5,@elenaluarca9377,@elenaluarca9377,293.0
UCxcoDvP-g2_KTZDmVZtvb3w,1,1,1,0,0,@angelmartinez9523,@angelmartinez9523,1237.0
UCxff05WuyvwELNITi7bj7UA,1,1,1,3,0,@markoherrera,@markoherrera,107.0
UCxhtlxPV8AYWaNNyU6S9H8Q,1,1,1,0,0,@WilR-s8r,@WilR-s8r,132.0
UCySYJU5kUh7X8gVt9la2ISA,1,1,1,0,0,@dantesarti4351,@dantesarti4351,144.0
UCyW68EGZey4ao_Vf2cR5Ztg,1,1,1,0,0,@ZabalaXabier,@ZabalaXabier,172.0
UCyor0Mmm0ivLX2jIdyGp84Q,1,1,1,0,0,@MiguelJordan-n3g,@MiguelJordan-n3g,86.0
UCyzf29IYjNw67gGIfsjgtxA,1,1,1,45,0,@carlosoliva9249,@carlosoliva9249,167.0
UCzSfZlOVxBSs5ObD25ywxDQ,1,1,1,0,0,@GilmarMaldonado-q9m,@GilmarMaldonado-q9m,311.0
UCzoL2l5H5eVlorWGH8AZfAg,1,1,1,6,0,@jor77cas,@jor77cas,253.0
